,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-71000.000,,,,-64000.000,,,,-49000.000,
AdvertisingExpense,17000.000,14000.000,13000.000,16000.000,9000.000,15000.000,11000.000,11000.000,20000.000,19000.000,15000.000,8000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,4000.000,52000.000,2000.000,2000.000,2000.000,3000.000,4000.000,2000.000,13000.000,3000.000,8000.000,26000.000
AllowanceForLoanAndLeaseLossesWriteOffs,57000.000,99000.000,207000.000,472000.000,207000.000,116000.000,52000.000,107000.000,8000.000,50000.000,35000.000,13000.000
AvailableForSaleDebtSecuritiesGrossUnrealizedGain,,,,,,,215000.000,,,,,
AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,,,,,,,166000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,411000.000,,,,,,,,57000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,742000.000,,,,,,,,62000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,331000.000,,,,,,,,5000.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,38000.000,,,,74000.000,,,,35000.000,
BankOwnedLifeInsuranceIncome,50000.000,50000.000,49000.000,50000.000,49000.000,47000.000,48000.000,48000.000,47000.000,47000.000,46000.000,47000.000
CommonStockDividendsPerShareCashPaid,,,,,,,0.050,,,,0.050,
CommunicationsAndInformationTechnology,92000.000,85000.000,91000.000,84000.000,84000.000,89000.000,90000.000,87000.000,86000.000,87000.000,89000.000,87000.000
ComprehensiveIncomeNetOfTax,-405000.000,248000.000,338000.000,1707000.000,194000.000,248000.000,124000.000,-296000.000,254000.000,-197000.000,490000.000,242000.000
DepreciationNonproduction,,,57000.000,,,,58000.000,,,,61000.000,
DividendsCommonStockCash,,,,,,,103000.000,,,,102000.000,
EarningsPerShareBasic,0.120,0.090,0.100,0.660,0.150,0.050,0.040,-0.050,0.020,0.030,0.080,0.070
EarningsPerShareBasicAndDiluted,0.120,0.090,0.100,,,,0.040,,,,,
EarningsPerShareDiluted,,,,0.660,0.150,,0.040,-0.050,0.020,0.030,0.080,0.070
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,,,,12000.000,,,,,
FederalDepositInsuranceCorporationPremiumExpense,,68000.000,69000.000,67000.000,48000.000,51000.000,47000.000,49000.000,47000.000,50000.000,37000.000,30000.000
FeesAndCommissions,84000.000,82000.000,68000.000,70000.000,73000.000,76000.000,67000.000,74000.000,74000.000,68000.000,64000.000,70000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,,,,,297000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,,,,,,295000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,,,,,217000.000,,,,,
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,,,,,,,0.000,,0.000,
GainLossOnSaleOfSecuritiesNet,,,38000.000,29000.000,56000.000,0.000,74000.000,,,,35000.000,37000.000
GainsLossesOnSalesOfOtherRealEstate,-10000.000,-41000.000,11000.000,,740000.000,,-19000.000,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,5950000.000,5975000.000,4991000.000,3370000.000,3261000.000,-8322000.000,2368000.000,2265000.000,2246000.000,-4623000.000,2245000.000,2367000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,29000.000,1000.000,35000.000,21000.000,21000.000,4000.000,20000.000,16000.000,15000.000,22000.000,22000.000,20000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,,,6000.000,6000.000,,6000.000,6000.000,9000.000,2000.000,,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,1790000.000,4344000.000,3257000.000,1755000.000,2086000.000,-5216000.000,1105000.000,1007000.000,993000.000,-2101000.000,1003000.000,1130000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,23000.000,1000.000,19000.000,7000.000,4000.000,-13000.000,5000.000,4000.000,3000.000,6000.000,8000.000,8000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeCashBasisMethod,,,,6000.000,6000.000,,,,,,,
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,4160000.000,1631000.000,1734000.000,1615000.000,1175000.000,-3106000.000,1263000.000,1258000.000,1253000.000,-2522000.000,1242000.000,1237000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,6000.000,,16000.000,14000.000,17000.000,17000.000,15000.000,12000.000,12000.000,16000.000,14000.000,12000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,245000.000,175000.000,228000.000,-412000.000,521000.000,57000.000,97000.000,-202000.000,53000.000,71000.000,234000.000,225000.000
IncomeTaxExpenseBenefit,0.000,,,-1891000.000,192000.000,,22000.000,-94000.000,6000.000,-1000.000,62000.000,75000.000
IncreaseDecreaseInAdvancePaymentsByBorrowersForTaxesAndInsurance,,,-611000.000,,,,-573000.000,,,,-544000.000,
IncreaseDecreaseInDeposits,,,-1761000.000,,,,933000.000,,,,1856000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,23200.000,,,,11042.000,15167.000,,11223.000,13077.000
InterestAndDividendIncomeOperating,1490000.000,1508000.000,1475000.000,1425000.000,1369000.000,1350000.000,1313000.000,1306000.000,1314000.000,1308000.000,1296000.000,1260000.000
InterestAndDividendIncomeSecurities,233000.000,256000.000,248000.000,213000.000,199000.000,201000.000,175000.000,169000.000,169000.000,180000.000,171000.000,161000.000
InterestAndFeeIncomeLoansAndLeases,1248000.000,1247000.000,1215000.000,1195000.000,1151000.000,1130000.000,1119000.000,1121000.000,1127000.000,1107000.000,1086000.000,1057000.000
InterestExpense,283000.000,277000.000,250000.000,253000.000,260000.000,246000.000,195000.000,180000.000,177000.000,170000.000,159000.000,142000.000
InterestExpenseDeposits,176000.000,171000.000,160000.000,167000.000,176000.000,164000.000,146000.000,148000.000,144000.000,137000.000,139000.000,137000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,107000.000,106000.000,90000.000,86000.000,84000.000,82000.000,49000.000,32000.000,,,20000.000,5000.000
InterestIncomeDepositsWithFinancialInstitutions,9000.000,5000.000,12000.000,17000.000,19000.000,19000.000,19000.000,16000.000,18000.000,21000.000,39000.000,42000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1207000.000,1231000.000,1225000.000,692000.000,902000.000,1094000.000,1103000.000,1011000.000,1137000.000,1188000.000,1197000.000,1168000.000
InterestIncomeExpenseNet,1207000.000,1231000.000,1225000.000,1172000.000,1109000.000,1104000.000,1118000.000,1126000.000,1137000.000,1138000.000,1137000.000,1118000.000
InterestPaid,,,256000.000,,,,211000.000,,,,166000.000,
LaborAndRelatedExpense,592000.000,592000.000,551000.000,560000.000,655000.000,595000.000,603000.000,595000.000,551000.000,567000.000,565000.000,581000.000
MarketableSecuritiesRealizedGainLoss,,,38000.000,29000.000,56000.000,0.000,74000.000,,,,35000.000,37000.000
NetCashProvidedByUsedInContinuingOperations,,,1951000.000,,,,-7486000.000,,,,5127000.000,
NetCashProvidedByUsedInFinancingActivities,,,-5067000.000,,,,-7021000.000,,,,-2217000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5067000.000,,,,-7021000.000,,,,-2217000.000,
NetCashProvidedByUsedInInvestingActivities,,,6761000.000,,,,28000.000,,,,7231000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,6761000.000,,,,28000.000,,,,7231000.000,
NetCashProvidedByUsedInOperatingActivities,,,257000.000,,,,-493000.000,,,,113000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,257000.000,,,,-493000.000,,,,113000.000,
NetIncomeLoss,,,,,329000.000,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,245000.000,175000.000,228000.000,1479000.000,321000.000,74000.000,75000.000,-108000.000,47000.000,69000.000,172000.000,150000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,75000.000,-105000.000,46000.000,67000.000,168000.000,147000.000
NoninterestExpense,1159000.000,1243000.000,1201000.000,1288000.000,1338000.000,1208000.000,1225000.000,1387000.000,1254000.000,1272000.000,1140000.000,1144000.000
NoninterestIncome,197000.000,187000.000,204000.000,184000.000,957000.000,171000.000,219000.000,174000.000,170000.000,155000.000,177000.000,201000.000
NoninterestIncomeOtherOperatingIncome,44000.000,36000.000,14000.000,16000.000,21000.000,29000.000,30000.000,33000.000,31000.000,21000.000,14000.000,34000.000
OccupancyNet,194000.000,183000.000,197000.000,167000.000,173000.000,193000.000,184000.000,181000.000,211000.000,228000.000,191000.000,210000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,-650000.000,73000.000,110000.000,228000.000,-135000.000,182000.000,49000.000,-188000.000,207000.000,-269000.000,318000.000,92000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,-439000.000,50000.000,72000.000,153000.000,-91000.000,122000.000,34000.000,-122000.000,132000.000,-173000.000,205000.000,58000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,38000.000,29000.000,56000.000,0.000,74000.000,,,,35000.000,37000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-1089000.000,123000.000,220000.000,410000.000,-170000.000,304000.000,157000.000,-310000.000,339000.000,-442000.000,558000.000,187000.000
OtherNoninterestExpense,119000.000,115000.000,129000.000,144000.000,156000.000,119000.000,115000.000,113000.000,120000.000,118000.000,113000.000,107000.000
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,,,,,3000.000,,,,,,,
PaymentsForFederalHomeLoanBankAdvances,,,,,,,,,,,3000000.000,
PaymentsForProceedsFromLoansAndLeases,,,-37000.000,,,,520000.000,,,,-1211000.000,
PaymentsForRepurchaseOfCommonStock,,,,,,,278000.000,,,,427000.000,
PaymentsOfDividends,,,695000.000,,,,103000.000,,,,102000.000,
PaymentsToAcquireAvailableForSaleSecurities,,,1000000.000,,,,7000000.000,,,,4000000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,48000.000,,,,3000.000,,,,4000.000,
PaymentsToDevelopRealEstateAssets,,,,,,,12000.000,,,,,
ProceedsFromFederalHomeLoanBankAdvances,,,-2000000.000,,,,-7000000.000,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,2158000.000,,,,3913000.000,,,,6783000.000,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,5458000.000,1950000.000,3889000.000,-1000.000,3306000.000,,,,3241000.000,2106000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,5458000.000,,,,3306000.000,,,,3241000.000,
ProceedsFromSaleOfForeclosedAssets,,,156000.000,,,,344000.000,,,,,
ProfessionalFees,78000.000,85000.000,109000.000,157000.000,122000.000,114000.000,93000.000,89000.000,82000.000,72000.000,70000.000,84000.000
ProvisionForLoanAndLeaseLosses,0.000,,,480000.000,207000.000,,15000.000,115000.000,,,-60000.000,-50000.000
