,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-12-31,2014-03-31
AmortizationOfDebtDiscountPremium,,,,,,5000.000,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-63830.000,,,,35661.000,,-124820.000,
CostOfGoodsSold,,9217.000,999.000,14760.000,5837.000,6886.000,838.000,1087.000,1112.000
CostsAndExpenses,258247.000,204688.000,123137.000,160242.000,206801.000,175389.000,,,
CostsAndExpensesRelatedParty,,,,,,,,,4782.000
Depreciation,,4332.000,,,,4699.000,,,
DepreciationDepletionAndAmortization,,,,,,,,8438.000,
DerivativeGainLossOnDerivativeNet,,3521.000,,,,,0.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-3521.000,3451.000,7345.000,0.000,0.000,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.010,-0.020,-0.000,-0.000,-0.010,-0.010
GeneralAndAdministrativeExpense,,,45447.000,63660.000,,94531.000,43980.000,62604.000,63879.000
GrossProfit,,185496.000,77133.000,88388.000,120588.000,147775.000,120367.000,82024.000,45457.000
IncomeTaxesPaidNet,,0.000,,,,0.000,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,27226.000,,,,9931.000,,62818.000,
IncreaseDecreaseInAccountsPayableRelatedParties,,13000.000,,,,4000.000,,8400.000,
IncreaseDecreaseInAccountsReceivable,,-79598.000,,,,50943.000,,5784.000,
IncreaseDecreaseInDeferredCharges,,,,,,,,420.000,
IncreaseDecreaseInDeferredRevenue,,,,,,6305.000,,-9453.000,
IncreaseDecreaseInInventories,,-50584.000,,,,1565.000,,-34028.000,
IncreaseDecreaseInOperatingAssets,,,,,,,,1019.000,
IncreaseDecreaseInOtherCurrentAssets,,,,,,-4940.000,,,
IncreaseDecreaseInPrepaidExpense,,40461.000,,,,,,,
InterestExpense,,,,,,,0.000,0.000,0.000
InterestExpenseOther,,,,,,5403.000,,,
InterestPaid,,0.000,,,,0.000,,0.000,
LeaseAndRentalExpense,,,,,,,,21000.000,20000.000
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,-8825.000,,-12530.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,-8825.000,,-12530.000,
NetCashProvidedByUsedInOperatingActivities,,-63830.000,,,,44486.000,,-112290.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-63830.000,,,,44486.000,,-112290.000,
NetIncomeLoss,-189997.000,-22713.000,-42553.000,-64509.000,-91213.000,-33017.000,-31861.000,-184255.000,-117000.000
OperatingExpenses,,,,,,,152228.000,266279.000,162457.000
OperatingIncomeLoss,,-19192.000,-46004.000,-71854.000,-86213.000,-27614.000,-31861.000,-184255.000,-117000.000
OtherGeneralExpense,,,,,,5403.000,,,
OtherNoncashIncomeExpense,,,,,,0.000,,,
OtherNonoperatingIncomeExpense,,,,,,,0.000,0.000,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,,,,12530.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,8825.000,,,
ProceedsFromContributedCapital,,0.000,,,,,,,
ResearchAndDevelopmentExpense,,15000.000,5920.000,0.000,18565.000,1640.000,,0.000,
Revenues,,194713.000,78132.000,103148.000,126425.000,154661.000,121205.000,83111.000,46569.000
RoyaltyRevenue,68250.000,101846.000,63939.000,81617.000,187623.000,127183.000,108735.000,79453.000,41138.000
SalesRevenueGoodsNet,,92867.000,14193.000,21531.000,-61198.000,27478.000,12470.000,3658.000,5431.000
SalesRevenueNet,,194713.000,78132.000,103148.000,126425.000,154661.000,121205.000,83111.000,46569.000
SellingGeneralAndAdministrativeExpense,108268.000,46439.000,,,,,,,
ShareBasedCompensation,,525.000,,,,0.000,,28567.000,
StockIssuedDuringPeriodValuePurchaseOfAssets,,0.000,,,,,,,
StockOptionPlanExpense,,,,0.000,,,18607.000,28567.000,17148.000
WeightedAverageNumberOfDilutedSharesOutstanding,75083846.000,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,75090000.000,75681758.000,7604041.000,-150471404.000,9284117.000,12705697.000,13443200.000,14162306.000
