,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,5781605.000,7171020.000,5941000.000,5515000.000,6383000.000,6204000.000,6629000.000,6246000.000,6936000.000,8937000.000,8363000.000,9839000.000,8757000.000,11281000.000,9706000.000,10848000.000,14092000.000,15497000.000,11775000.000,11324000.000,15397000.000,14658000.000,13507000.000,12779000.000,13988000.000
AccountsReceivableNetCurrent,,19301113.000,15942000.000,16036000.000,16944000.000,17532000.000,16655000.000,17318000.000,17210000.000,25375000.000,22735000.000,23467000.000,31234000.000,29685000.000,27956000.000,27093000.000,29824000.000,35059000.000,29914000.000,38554000.000,37091000.000,41335000.000,41823000.000,34522000.000,40620000.000
AccruedMarketingCostsCurrent,,,,,,,,,,,826000.000,,,,1273000.000,,,,1349000.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,48757000.000,,,,41191000.000,,,,42215000.000,,,,42353000.000,,,,44932000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,-88000.000,-85000.000,-99000.000,-147000.000,-99000.000,-111000.000,-133000.000,-112000.000,-124000.000,-74000.000,-89000.000,-68000.000,-24000.000,21000.000,-107000.000,-159000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,3895872.000,3812737.000,6897000.000,,,,,,,5167000.000,3129000.000,3077000.000,3022000.000,2931000.000,5834000.000,5706000.000,5376000.000,5237000.000,6448000.000,6112000.000,5908000.000,5695000.000,6258000.000,6082000.000,5762000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,,121000.000,294000.000,52000.000,73000.000,123000.000,80000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-6736000.000,-6575000.000,-6414000.000,-7957000.000,-7765000.000,-5422000.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,18877138.000,19130917.000,19347000.000,20326000.000,20447000.000,20805000.000,21288000.000,21941000.000,22046000.000,23901000.000,25828000.000,26897000.000,27551000.000,28974000.000,29501000.000,30868000.000,32583000.000,33244000.000,33806000.000,40110000.000,40982000.000,42296000.000,42416000.000,43483000.000,44701000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,758000.000,,,,725000.000,,,,560000.000,,,,680000.000,670000.000,800000.000,840000.000,848000.000,1060000.000,1100000.000,1202000.000,1276000.000,1390000.000,1755000.000
Assets,76494738.000,80730499.000,80947000.000,80059000.000,80263000.000,80720000.000,78913000.000,80406000.000,87226000.000,127325000.000,125494000.000,132237000.000,139342000.000,136238000.000,139937000.000,143664000.000,147348000.000,151962000.000,151800000.000,185438000.000,188425000.000,194765000.000,196848000.000,197150000.000,198183000.000
AssetsCurrent,61838616.000,66760250.000,66224000.000,65252000.000,65641000.000,66997000.000,65244000.000,66128000.000,74018000.000,87060000.000,87682000.000,94856000.000,102561000.000,97159000.000,99456000.000,103330000.000,106160000.000,108318000.000,103999000.000,116583000.000,118274000.000,123343000.000,125011000.000,125711000.000,126778000.000
