,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,139850.000,26063.000,15217.000,10571.000,46064.000,235009.000
AccountsPayableCurrent,868.000,5808.000,1300.000,375.000,450.000,100.000,2800.000,672.000,1650.000,,100.000,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,45662.000,49261.000,56582.000,59642.000,62817.000,65292.000,70842.000,74912.000,76512.000,79062.000,,8571.000,13672.000,31203.000,36135.000,45947.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,16148.000,18963.000,49294.000,31830.000,9289.000,26680.000
AccruedLiabilitiesCurrent,0.000,1140.000,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,261644.000,268021.000,277754.000,287846.000,297939.000,308001.000
AdditionalPaidInCapitalCommonStock,1214066.000,1214066.000,1214954.000,1215944.000,1216980.000,1218038.000,1219159.000,1220403.000,1221685.000,1222975.000,1312323.000,1312323.000,1312323.000,1312323.000,1312323.000,1312323.000,12699467.000,12671027.000,12639811.000,12612060.000,12579212.000,12546265.000
Assets,90.000,293.000,189.000,159.000,651.000,389.000,948.000,616.000,991.000,771.000,831.000,120.000,,10000.000,7500.000,5000.000,3170830.000,5631628.000,5327650.000,5183884.000,6402674.000,6090595.000
AssetsCurrent,90.000,293.000,189.000,159.000,651.000,389.000,948.000,616.000,991.000,771.000,831.000,120.000,,10000.000,7500.000,5000.000,299763.000,2815415.000,2418625.000,2285602.000,2153550.000,1852183.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,,,,257698.000,2431605.000,2063199.000,1324962.000,64299.000,1557075.000
AssetsNoncurrent,,,,,,,,,,,,,,,,,2871067.000,2816213.000,2909025.000,2898282.000,4249124.000,4238412.000
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,,,,,113902.000,64880.000,63920.000,63920.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,,,,,,,,82000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,,,,,,,,,,,,4016000.000,
Cash,2.000,30.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,14.000,71.000,114.000,89.000,748.000,516.000,641.000,471.000,631.000,20.000,,,,,3823.000,327180.000,287334.000,919296.000,2057548.000,243764.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000,780000000.000
CommonStockSharesIssued,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,5881898.000,5881898.000,5881898.000,5881898.000,5881898.000,5881898.000
CommonStockSharesOutstanding,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,7894111.000,5881898.000,5881898.000,5881898.000,5881898.000,5881898.000,5881898.000
CommonStockValue,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,7894.000,5882.000,5882.000,5882.000,5882.000,5882.000,5882.000
CostMethodInvestments,,,,,,,,,,,,,,,,,171924.000,124097.000,124097.000,124097.000,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,6000.000,,,,1492000.000,
DeferredTaxAssetsInvestments,,,,,,,,,,,,,,,,,116000.000,,,,180000.000,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,6000.000,,,,6000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,586550.000,,,,605810.000,,,,354403.000,,,,1447000.000,,,,1993000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,,,,,,,,16000.000,
DeferredTaxAssetsValuationAllowance,,,,,-108512.000,,,,-112075.000,,,,-65565.000,,,,1557000.000,,,,2183000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,,,,,,,,,,,,,,,1486000.000,
DeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,,1485683.000,1485683.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,6000.000,,,,6000.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,67460.000,76936.000,79601.000,82756.000,86550.000,89995.000,98807.000,102325.000,105810.000,108220.000,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,,,,,,,,224868.000,297125.000,265188.000,233251.000,194350.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,,,,,22641.000,23291.000,23292.000,24592.000,25243.000,25893.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,,,,2560317.000,2559667.000,2559016.000,2558366.000,4043398.000,4042748.000
Liabilities,46530.000,56209.000,57882.000,60017.000,63267.000,65392.000,73642.000,75584.000,78162.000,79062.000,100.000,8571.000,13672.000,31203.000,36135.000,45947.000,253752.000,,,74491.000,1531747.000,1720692.000
LiabilitiesAndStockholdersEquity,90.000,293.000,189.000,159.000,651.000,389.000,948.000,616.000,991.000,771.000,831.000,120.000,,10000.000,7500.000,5000.000,3170830.000,5631628.000,5327650.000,5183884.000,6402674.000,6090595.000
