,2015-08-31,2016-08-31
AdjustmentForAmortization,,189.000
AmortizationOfIntangibleAssets,189.000,189.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-121620.000,-12576.000
ConstructionMaterialsRevenue,,3143.000
CostOfGoodsSold,2036.000,1357.000
Depreciation,198.000,264.000
EarningsPerShareBasicAndDiluted,-0.030,-0.050
EarningsPerShareDiluted,,-0.050
EffectiveIncomeTaxRateContinuingOperations,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EffectiveIncomeTaxRateReconciliationTaxCredits,,0.000
EmployeeBenefitsAndShareBasedCompensation,,71668.000
FairValueAssumptionsExpectedDividendRate,,0.000
FairValueAssumptionsExpectedVolatilityRate,,0.996
GainLossOnContractTermination,,3205.000
GeneralAndAdministrativeExpense,36261.000,23011.000
GrossProfit,26339.000,41786.000
IncomeLossFromContinuingOperations,,-292432.000
IncreaseDecreaseInAccountsPayable,-5741.000,2798.000
IncreaseDecreaseInAccruedLiabilities,5052.000,-6479.000
IncreaseDecreaseInAccruedSalaries,-9053.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,-2439.000,
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,25000.000,
NetCashProvidedByUsedInFinancingActivities,65300.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,65300.000,
NetCashProvidedByUsedInOperatingActivities,-186920.000,-12576.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-186920.000,-12576.000
NetIncomeLoss,-175126.000,-295637.000
NoncontrollingInterestInNetIncomeLossJointVenturePartnersNonredeemable,,3205.000
OperatingExpenses,201465.000,334218.000
OperatingIncomeLoss,-175126.000,-295637.000
OtherNonoperatingIncomeExpense,,-3205.000
ProceedsFromIssuanceOfCommonStock,65300.000,
ProfessionalFees,29824.000,177797.000
ResearchAndDevelopmentExpense,28328.000,3692.000
Revenues,28375.000,43143.000
SalariesWagesAndOfficersCompensation,107052.000,129718.000
SalesRevenueNet,3375.000,43143.000
StockIssuedDuringPeriodValueIssuedForServices,,56250.000
TechnologyServicesRevenue,,40000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,59543.000,100516.000
WeightedAverageNumberOfDilutedSharesOutstanding,,6019940.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5959507.000,
WeightedAverageNumberOfSharesOutstandingBasic,,6019940.000
