,2011-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,468932.000,,,,,,,,,,
AccountsPayableCurrent,,,,,233761.000,184863.000,216920.000,209143.000,180380.000,150353.000,123836.000
AccountsReceivableNetCurrent,2623003.000,,,,,6163.000,6204.000,6021.000,5998.000,5761.000,5805.000
AccruedLiabilitiesCurrent,,250000.000,150000.000,150000.000,26667.000,35000.000,6500.000,6500.000,6500.000,35896.000,9206.000
AccruedPayrollTaxesCurrent,,,,,,8633.000,8633.000,8633.000,8633.000,5808.000,5537.000
AccruedProfessionalFeesCurrent,,150000.000,,100000.000,25000.000,,,,,,
AccruedRentCurrent,,,,,,,,,,895.000,2706.000
AccruedSalariesCurrent,,,,,,35000.000,6500.000,6500.000,6500.000,35000.000,6500.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,7187.000,9475.000,11700.000,14226.000,16752.000,18654.000,22294.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,738876.000,,-20.000,,,-53243.000,-49812.000,-65641.000,-67912.000,-80122.000,-74632.000
AdditionalPaidInCapital,,13655439.000,14115439.000,14115439.000,14457865.000,15822988.000,15822988.000,15822988.000,15822988.000,15822988.000,18035554.000
AdditionalPaidInCapitalCommonStock,5481042.000,,,,,,,,,,
AdvancesOnInventoryPurchases,,,,,,,,,,64633.000,70844.000
Assets,18308658.000,200.000,341478.000,286606.000,2063043.000,1728943.000,1649410.000,3121528.000,2441862.000,1954442.000,1853055.000
AssetsCurrent,11671473.000,200.000,336778.000,281906.000,2035225.000,1697378.000,1620028.000,3095758.000,2416983.000,1922067.000,1790868.000
AssetsFairValueDisclosure,,200.000,336778.000,264851.000,119236.000,141437.000,40521.000,1564232.000,857719.000,480609.000,328739.000
AssetsNoncurrent,6637185.000,,4700.000,4700.000,27818.000,31565.000,29382.000,25770.000,24879.000,32375.000,62187.000
