,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31
AccountsPayableCurrent,,,9504000.000,11785000.000,12884000.000,18602000.000,13129000.000,27279000.000,21314000.000,40538000.000,38836000.000,45228000.000,47252000.000,59380000.000
AccountsPayableTradeCurrent,9790418.000,9945282.000,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,250000.000,,,
AccountsReceivableNetCurrent,1628403.000,2470201.000,3107000.000,2880000.000,1900000.000,2276000.000,3204000.000,8008000.000,5838000.000,1137000.000,6409000.000,6188000.000,8228000.000,14064000.000
AccountsReceivableRelatedPartiesCurrent,27142.000,8610.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,4172065.000,6669981.000,6744000.000,5172000.000,6075000.000,2970000.000,6338000.000,6914000.000,14221000.000,18527000.000,20446000.000,11439000.000,18749000.000,11641000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-2521022.000,2710646.000,,3259000.000,4242000.000,5230000.000,6252000.000,7391000.000,8364000.000,9380000.000,10338000.000,11195000.000,9588000.000,11186000.000
AdditionalPaidInCapital,57113759.000,61146559.000,,,,85093000.000,88184000.000,89913000.000,94131000.000,97845000.000,98788000.000,102247000.000,109829000.000,110693000.000
AdditionalPaidInCapitalCommonStock,,,64813000.000,72976000.000,82441000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,364000.000,303000.000,50000.000
AssetRetirementObligation,,,,,18935000.000,19219000.000,19890000.000,20192000.000,20472000.000,20967000.000,22872000.000,23372000.000,23770000.000,24588000.000
AssetRetirementObligationCurrent,,,,,,,,,,,,,1494000.000,
AssetRetirementObligationsNoncurrent,17830428.000,18098456.000,18366000.000,18650000.000,18935000.000,19219000.000,19890000.000,20192000.000,20472000.000,20967000.000,22872000.000,23372000.000,22276000.000,24588000.000
Assets,535563359.000,534975424.000,536389000.000,546516000.000,564100000.000,562487000.000,575405000.000,603090000.000,646443000.000,671098000.000,766822000.000,773996000.000,528819000.000,392559000.000
