,2011-05-01,2012-04-29,2013-04-28,2014-12-28,2016-01-03
AdjustmentsToAdditionalPaidInCapitalOther,-700000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,11300000.000,14400000.000,19100000.000,,
AdvertisingExpense,,122900000.000,143100000.000,,
AmortizationOfIntangibleAssets,,3000000.000,3100000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1700000.000,2100000.000,,
AssetImpairmentCharges,9200000.000,2900000.000,4200000.000,,
CapitalLeaseObligationsIncurred,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-76500000.000,-50400000.000,-13700000.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.000,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,779300000.000,19600000.000,78500000.000,,
CostOfGoodsSold,10488600000.000,11544900000.000,11901400000.000,,
CurrentFederalTaxExpenseBenefit,,72700000.000,39800000.000,,
CurrentForeignTaxExpenseBenefit,,1100000.000,5500000.000,,
CurrentIncomeTaxExpenseBenefit,,82200000.000,51400000.000,,
CurrentStateAndLocalTaxExpenseBenefit,,8400000.000,6100000.000,,
DeferredFederalIncomeTaxExpenseBenefit,,82100000.000,-2600000.000,,
DeferredForeignIncomeTaxExpenseBenefit,,-3100000.000,7800000.000,,
DeferredIncomeTaxExpenseBenefit,158200000.000,90200000.000,-5300000.000,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,11200000.000,-10500000.000,,
DefinedBenefitPlanActuarialGainLoss,,-229100000.000,-146100000.000,-254000000.000,43400000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,,,-217500000.000,-57800000.000
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,,52900000.000,59800000.000,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.059,0.048,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.077,0.077,,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,,0.040,0.040,,
DefinedBenefitPlanBenefitsPaid,,63200000.000,65900000.000,154900000.000,109900000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,-79600000.000,-78800000.000,,
DefinedBenefitPlanInterestCost,,75900000.000,74800000.000,84300000.000,78000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,57200000.000,96100000.000,,
DefinedBenefitPlanOtherChanges,,1500000.000,400000.000,0.000,-15200000.000
