,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,32000.000,,,,
AmortizationOfFinancingCosts,,,27000.000,,87000.000
AmortizationOfIntangibleAssets,,,24000.000,,628000.000
AssetManagementFees1,,,,,301000.000
BusinessCombinationAcquisitionRelatedCosts,,370000.000,1857000.000,,73000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,669000.000
CashPeriodIncreaseDecrease,0.000,,,,-178000.000
CommonStockDividendsPerShareDeclared,,0.100,0.150,,0.150
CostOfRealEstateRevenue,,23000.000,98000.000,,1187000.000
CostsAndExpenses,150000.000,639000.000,2348000.000,4979000.000,3719000.000
Depreciation,,,40000.000,,1140000.000
DepreciationAndAmortization,,,64000.000,,1711000.000
DepreciationDepletionAndAmortization,,,,,1711000.000
EarningsPerShareBasicAndDiluted,-7.200,-0.960,-0.620,7.030,-0.010
GeneralAndAdministrativeExpense,150000.000,246000.000,329000.000,496000.000,748000.000
IncomeTaxesPaid,,,,,2000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,-50000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,37000.000,,,,429000.000
IncreaseDecreaseInAccountsPayableRelatedParties,307000.000,,,,37000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,-165000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,422000.000
IncreaseDecreaseInPrepaidExpense,226000.000,,,,
InterestExpense,,,56000.000,,418000.000
InterestPaid,,,,,356000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,,,,1.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,,,,0.000
NetCashProvidedByUsedInFinancingActivities,0.000,,,,73985000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,73985000.000
NetCashProvidedByUsedInInvestingActivities,,,,,-75553000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-75553000.000
NetCashProvidedByUsedInOperatingActivities,0.000,,,,1390000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,1390000.000
NetIncomeLoss,-150000.000,-613000.000,-2092000.000,-2619000.000,-85000.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,,,,
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,0.000,0.000,0.000,0.000,0.000
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,,,103000.000
NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1,,,,,360000.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,,,125000.000
NumberOfReportableSegments,1.000,,,,
OperatingIncomeLoss,,,-2036000.000,,333000.000
OperatingLeasesIncomeStatementLeaseRevenue,,26000.000,312000.000,,4052000.000
OwnedPropertyManagementCosts,,,,,1187000.000
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,,,2000.000,,2000.000
PaymentsForCapitalImprovements,,,,,39000.000
PaymentsForProceedsFromDepositsOnRealEstateAcquisitions,,,,,800000.000
PaymentsOfDividendsCommonStock,,,,,755000.000
PaymentsOfFinancingCosts,,,,,14000.000
PaymentsOfStockIssuanceCosts,,,,,3009000.000
PaymentsToAcquireRealEstate,,,,,74714000.000
ProceedsFromIssuanceOfCommonStock,0.000,,,,76125000.000
ProceedsFromIssuanceOfCommonStockDividendReinvestmentPlan,,,,,1859000.000
ProceedsFromLinesOfCredit,,,,,60000000.000
ProceedsFromMinorityShareholders,0.000,,,,
ProfitLoss,-150000.000,-613000.000,-2092000.000,-2619000.000,-85000.000
ProvisionForDoubtfulAccounts,,,,,14000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,307000.000,2862000.000,2331000.000,3612000.000,4089000.000
RepaymentsOfLinesOfCredit,,,,,58300000.000
RepaymentsOfNotesPayable,,,,,62000.000
RepaymentsOfSecuredDebt,,,,,62000.000
Revenues,,,,,2865000.000
SalesRevenueNet,,,,,2865000.000
ShareBasedCompensation,32000.000,,,,14000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,0.000
StockIssued1,,,,,1063000.000
StockIssuedDuringPeriodSharesDividendReinvestmentPlan,,2003.000,21376.000,,196864.000
StockIssuedDuringPeriodValueDividendReinvestmentPlan,,19000.000,203000.000,,1063000.000
StraightLineRentAdjustments,,,,,-273000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,20833.000,635808.000,3357979.000,-883154.000,14655107.000
