,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AccretionExpense,,655000.000,2566000.000,6364000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,2984000.000,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,48000.000,7000.000,367000.000,14000.000
AdvertisingExpense,,678000.000,1700000.000,3400000.000
AmortizationOfESOPAward,22000.000,42000.000,542000.000,474000.000
AmortizationOfFinancingCosts,,735000.000,3900000.000,6800000.000
AmortizationOfIntangibleAssets,,3900000.000,37400000.000,31600000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5400.000,7400.000,192316.000
AssetManagementCosts,,418000.000,,
BusinessCombinationAcquisitionRelatedCosts,1270000.000,19894000.000,13736000.000,2366000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,-45379000.000,-28795000.000,-52565000.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,112279000.000,210158000.000,267315000.000
CapitalExpendituresIncurredButNotYetPaid,,,,354000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2183000.000,1356000.000,1902000.000,4650000.000
CommonStockDividendsPerShareCashPaid,,0.300,0.300,
ComprehensiveIncomeNetOfTax,,-35120000.000,-32472000.000,-25461000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-50000.000,-174000.000,
DebtInstrumentBasisSpreadOnVariableRate1,,,0.050,
DebtInstrumentInterestRateDuringPeriod,,,0.018,
DeferredIncomeTaxExpenseBenefit,,,-3532000.000,-435000.000
Depreciation,,16200000.000,35100000.000,61100000.000
DepreciationAndAmortization,13931000.000,20056000.000,72491000.000,92670000.000
DepreciationAndAmortizationDiscontinuedOperations,,,1027000.000,
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,310000.000,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,521000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,10034000.000,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,1057000.000,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,1583000.000,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,3604000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,4188000.000,
DistributionsPayableToRealEstatePartnerships,,934000.000,,
DividendsCommonStockCash,6904000.000,7505000.000,14672000.000,22413000.000
EarningsPerShareBasicAndDiluted,-0.450,-1.720,1.440,-1.000
EquityMethodInvestmentDividendsOrDistributions,,,,0.000
FairValueAdjustmentOfWarrants,,,-527000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,20380000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,,,,8700000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,2400000.000,
GainLossOnDispositionOfAssets,,,10034000.000,10249000.000
GainLossOnSaleOfProperties,,,,10249000.000
GainsLossesOnExtinguishmentOfDebt,,,-10220000.000,0.000
GeneralAndAdministrativeExpense,5497000.000,13029000.000,15791000.000,23303000.000
GoodwillImpairmentLoss,,,,4600000.000
GoodwillPeriodIncreaseDecrease,,,2900000.000,
ImpairmentOfIntangibleAssetsFinitelived,,5397000.000,,6622000.000
ImpairmentOfInvestments,,5397000.000,,
IncomeLossFromContinuingOperations,,,-79467000.000,-66738000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-82999000.000,-66575000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-1.660,-1.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,10555000.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,5486000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,5069000.000,
