,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdministrativeFeesAmountPaid,,,,57000.000,58000.000,,81000.000,65000.000,75000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,397000.000,412000.000,310000.000,283000.000,309000.000,-565000.000,226000.000,365000.000,364000.000,-1497000.000
CostOfPropertyRepairsAndMaintenance,121000.000,136000.000,203000.000,219000.000,215000.000,139000.000,173000.000,119000.000,109000.000,162000.000
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,,,,,,,,0.000,
ImpairmentOfInvestments,,,,,,,,,0.000,
IncreaseDecreaseInAccountsPayableRelatedParties,13000.000,-4000.000,-42000.000,-26000.000,-3000.000,61000.000,-41000.000,-4000.000,19000.000,15000.000
IncreaseDecreaseInAccountsReceivable,-6000.000,-48000.000,61000.000,129000.000,139000.000,-54000.000,-23000.000,-8000.000,-35000.000,-15000.000
IncreaseDecreaseInDeferredRevenue,-7000.000,-4000.000,-3000.000,7000.000,-8000.000,0.000,2000.000,-1000.000,11000.000,-7000.000
IncreaseDecreaseInOtherAccountsPayable,-28000.000,3000.000,-6000.000,-12000.000,99000.000,-23000.000,2000.000,14000.000,-32000.000,13000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-2000.000,3000.000,,4000.000,4000.000,,-1000.000,-1000.000,4000.000,
NetCashProvidedByUsedInInvestingActivities,31000.000,45000.000,63000.000,54000.000,48000.000,47000.000,41000.000,29000.000,37000.000,24000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,31000.000,45000.000,63000.000,54000.000,48000.000,47000.000,41000.000,29000.000,37000.000,24000.000
NetCashProvidedByUsedInOperatingActivities,366000.000,367000.000,247000.000,229000.000,261000.000,396000.000,185000.000,336000.000,327000.000,196000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,366000.000,367000.000,247000.000,229000.000,261000.000,396000.000,185000.000,336000.000,327000.000,196000.000
NetIncomeLoss,210000.000,189000.000,307000.000,335000.000,245000.000,270000.000,163000.000,271000.000,252000.000,113000.000
NetIncomeLossAllocatedToLimitedPartners,210000.000,189000.000,307000.000,335000.000,245000.000,260000.000,163000.000,271000.000,252000.000,100000.000
NoninterestExpensePrintingAndFulfillment,,,11000.000,12000.000,,,,,,
OperatingExpenses,458000.000,436000.000,456000.000,463000.000,456000.000,422000.000,446000.000,339000.000,342000.000,451000.000
OperatingLeasesIncomeStatementContingentRevenue,,,,121000.000,32000.000,,62000.000,64000.000,54000.000,61000.000
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,183000.000,161000.000,90000.000,90000.000,91000.000,57000.000,58000.000,58000.000,59000.000,51000.000
OperatingLeasesIncomeStatementLeaseRevenue,656000.000,602000.000,725000.000,766000.000,676000.000,668000.000,587000.000,599000.000,580000.000,558000.000
OtherCostAndExpenseOperating,33000.000,10000.000,15000.000,10000.000,9000.000,22000.000,17000.000,10000.000,12000.000,11000.000
OtherCostOfServices,14000.000,17000.000,18000.000,16000.000,19000.000,31000.000,23000.000,29000.000,21000.000,24000.000
OtherIncome,,1000.000,,,2000.000,,,,1000.000,
PostageExpense,,,7000.000,9000.000,1000.000,3000.000,6000.000,3000.000,8000.000,6000.000
ProfessionalFees,3000.000,3000.000,13000.000,4000.000,5000.000,3000.000,13000.000,3000.000,4000.000,20000.000
ProvisionForDoubtfulAccounts,-1000.000,,,,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,74000.000,70000.000,,96000.000,81000.000,88000.000,117000.000
Revenues,668000.000,625000.000,763000.000,798000.000,701000.000,692000.000,609000.000,610000.000,594000.000,564000.000
SalesRevenueNet,668000.000,624000.000,763000.000,798000.000,699000.000,692000.000,609000.000,610000.000,593000.000,564000.000
TaxesOther,,,,,,,8000.000,,,
WeightedAverageLimitedPartnershipUnitsOutstanding,12478676.000,12478676.000,12478676.000,12478676.000,12478676.000,-24957352.000,12478676.000,12478676.000,12478676.000,-24957352.000
