,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccretionOfDiscount,,,,,,,,,,,,,-268000.000,,,,-311000.000,,,,491000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,-3000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,27000.000,,,,43000.000,,,,63000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,259000.000,117000.000,,297000.000,386000.000,369000.000,310000.000,490000.000,464000.000,428000.000,729000.000,565000.000,461000.000,405000.000,412000.000,338000.000,324000.000,346000.000,324000.000,568000.000,443000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,168000.000,76000.000,,193000.000,251000.000,240000.000,201000.000,318000.000,302000.000,278000.000,474000.000,367000.000,300000.000,263000.000,268000.000,220000.000,211000.000,225000.000,210000.000,369000.000,288000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,1008000.000,1007000.000,1008000.000,1007000.000,863000.000,871000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,86986.000,81340.000,,73422.000,52587.000,51727.000,-122552.000,42584.000,44045.000,42832.000,-83352.000,32806.000,30703.000,18604.000,-61344.000,455.000,14.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,0.000,761000.000,,2045000.000,1267000.000,0.000,46000.000,514000.000,220000.000,129000.000,273000.000,600000.000,32000.000,94000.000,69000.000,96000.000,767000.000,0.000,70000.000,340000.000,18000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,0.000,112000.000,,418000.000,26000.000,-1000.000,46000.000,-30000.000,66000.000,124000.000,238000.000,600000.000,11000.000,62000.000,56000.000,96000.000,767000.000,-1000.000,68000.000,340000.000,18000.000
AvailableforsaleSecuritiesGrossRealizedLossesExcludingOtherThanTemporaryImpairments,,,,,,0.000,649000.000,,1627000.000,1241000.000,1000.000,0.000,544000.000,154000.000,5000.000,35000.000,0.000,21000.000,32000.000,13000.000,0.000,0.000,1000.000,2000.000,0.000,0.000
BankOwnedLifeInsuranceIncome,87000.000,92000.000,96000.000,76000.000,8000.000,-4000.000,,,,,,,,,,,,,,,,,491000.000,,493000.000,496000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-40957000.000,,,,-995000.000,,,,62856000.000,,,,10864000.000,,,,104948000.000,,,,-7819000.000,,,,-1831000.000,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,,,,,,,,,,,1112000.000,,,,1916000.000,,,,,
CommonStockDividendsPerShareDeclared,0.100,0.000,0.100,,0.110,0.110,0.110,,0.120,0.140,0.140,,0.150,0.150,0.150,,0.150,0.150,0.150,,0.150,0.160,0.160,,0.200,0.200
Communication,,,,,348000.000,288000.000,294000.000,355000.000,303000.000,361000.000,342000.000,333000.000,359000.000,390000.000,421000.000,472000.000,502000.000,592000.000,628000.000,564000.000,628000.000,584000.000,518000.000,531000.000,410000.000,390000.000
ComprehensiveIncomeNetOfTax,,,,,3935000.000,6770000.000,4708000.000,4214000.000,5076000.000,-5935000.000,4119000.000,416000.000,10071000.000,8440000.000,3946000.000,6170000.000,4874000.000,1053000.000,8717000.000,-2761000.000,15946000.000,11504000.000,5205000.000,-2693000.000,10755000.000,10813000.000
DistributedEarnings,,,,,,1165000.000,1166000.000,,1275000.000,1490000.000,1491000.000,1493000.000,1605000.000,1609000.000,1649000.000,2232000.000,2243000.000,2726000.000,2727000.000,2730000.000,2740000.000,2877000.000,2879000.000,3036000.000,3604000.000,3609000.000
DividendsCash,,,,,,,,,,,,,,,,,,,,,,,,,3634000.000,3645000.000
DividendsCommonStockCash,-1058000.000,0.000,-1060000.000,-1061000.000,-1172000.000,1175000.000,1175000.000,3629000.000,1295000.000,1512000.000,1513000.000,1514000.000,1623000.000,1634000.000,1675000.000,2259000.000,2272000.000,2758000.000,2759000.000,2753000.000,2748000.000,2904000.000,2912000.000,3089000.000,3634000.000,
EarningsPerShareBasic,0.130,0.260,0.350,0.330,0.630,0.470,0.450,0.370,0.470,0.460,0.240,0.480,0.450,0.320,0.330,0.260,-0.040,0.270,0.230,0.160,0.440,0.440,0.430,0.410,0.490,0.540
EarningsPerShareDiluted,0.130,0.260,0.350,0.330,0.630,0.470,0.450,0.370,0.470,0.460,0.230,0.470,0.440,0.320,0.330,0.260,-0.040,0.270,0.220,0.160,0.440,0.440,0.430,0.400,0.480,0.530
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,0.350,,,,0.350,,,,0.350,,,,0.350,,,,0.350,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,91000.000,41000.000,,104000.000,135000.000,129000.000,109000.000,172000.000,162000.000,150000.000,255000.000,198000.000,161000.000,142000.000,144000.000,118000.000,113000.000,121000.000,114000.000,199000.000,155000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0.000,,,,,,,,27000.000,,,,43000.000,,,,63000.000,,,,-3000.000,,,,0.000,
FederalDepositInsuranceCorporationPremiumExpense,662000.000,450000.000,440000.000,315000.000,309000.000,223000.000,257000.000,213000.000,280000.000,250000.000,224000.000,282000.000,260000.000,287000.000,331000.000,382000.000,424000.000,530000.000,562000.000,568000.000,617000.000,540000.000,549000.000,193000.000,433000.000,457000.000
FeesAndCommissionsCreditAndDebitCards,,,,,,,,,,,,,,,,,,,,,2535000.000,2567000.000,2765000.000,,2561000.000,2587000.000
FeesAndCommissionsDepositorAccounts,,,,,,,,,,,,,,,,,,,,,2603000.000,2563000.000,2833000.000,,2429000.000,2294000.000
FeesAndCommissionsFiduciaryAndTrustActivities,,,,,,,,,,,,,,,,,,,,,,2776000.000,2692000.000,,2682000.000,2977000.000
FeesAndCommissionsMortgageBanking,374000.000,286000.000,370000.000,657000.000,549000.000,682000.000,638000.000,1008000.000,718000.000,365000.000,360000.000,316000.000,227000.000,311000.000,334000.000,365000.000,303000.000,412000.000,212000.000,390000.000,160000.000,,,,,
FeesAndCommissionsMortgageBankingAndServicing,,,,,,,,,,,,,,,,,,,,,,265000.000,427000.000,,387000.000,467000.000
FeesAndCommissionsOther,,,,,,,,,,,,,,,,,,,,,,,569000.000,,268000.000,651000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,,,1684000.000,,,,415000.000,,,,441000.000,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,,,,-991000.000,,,,-618000.000,,,,584000.000,,,,,,,,,
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,,,,,,,,,,,91000.000,,,,,,,,,,,,,
ForeclosedRealEstateExpense,350000.000,224000.000,251000.000,388000.000,221000.000,255000.000,263000.000,262000.000,217000.000,223000.000,243000.000,197000.000,215000.000,197000.000,177000.000,200000.000,321000.000,551000.000,159000.000,245000.000,251000.000,100000.000,189000.000,319000.000,196000.000,179000.000
GainLossOnSaleOfSecuritiesNet,360000.000,56000.000,57000.000,0.000,3163000.000,0.000,112000.000,273000.000,418000.000,26000.000,-1000.000,46000.000,-30000.000,66000.000,124000.000,238000.000,600000.000,11000.000,62000.000,56000.000,96000.000,767000.000,-1000.000,68000.000,340000.000,18000.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,520000.000,,,,,,,,,
GainsLossesOnSalesOfAssets,60000.000,-556000.000,389000.000,-809000.000,-3062000.000,-43000.000,-161000.000,-1060000.000,-5000.000,-6000.000,-19000.000,-125000.000,11000.000,-187000.000,-109000.000,-146000.000,-1103000.000,-136000.000,-51000.000,-498000.000,-31000.000,-769000.000,-224000.000,-109000.000,-3000.000,109000.000
HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,0.000,0.000,,0.000,,,,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,,,,12198000.000,,,,7344000.000,,,,5154000.000,,,,,,,,,
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,,,,,,,,41000.000,,,,43000.000,,,,283000.000,,,,,,,,,
ImpairmentOfInvestments,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,491000.000,887000.000,1885000.000,1333000.000,3079000.000,2471000.000,2310000.000,1665000.000,2318000.000,2510000.000,4381000.000,2301000.000,2148000.000,1579000.000,1755000.000,2012000.000,-151000.000,2231000.000,1370000.000,425000.000,3654000.000,3479000.000,3656000.000,3336000.000,3852000.000,4414000.000
IncreaseDecreaseInDemandDeposits,4106000.000,,,,28607000.000,,,,23816000.000,,,,7738000.000,,,,76533000.000,,,,-1737000.000,,,,50626000.000,
IncreaseDecreaseInDeposits,-4785000.000,,,,18839000.000,,,,12805000.000,,,,44601000.000,,,,-57900000.000,,,,52905000.000,,,,141809000.000,
IncreaseDecreaseInLoansHeldForSale,-5112000.000,,,,5869000.000,,,,-5607000.000,,,,29981000.000,,,,-15384000.000,,,,31933000.000,,,,23528000.000,
InformationTechnologyAndDataProcessing,463000.000,453000.000,490000.000,487000.000,487000.000,485000.000,470000.000,537000.000,461000.000,488000.000,530000.000,533000.000,570000.000,555000.000,673000.000,626000.000,735000.000,1025000.000,910000.000,1001000.000,749000.000,1013000.000,741000.000,1260000.000,1142000.000,1096000.000
InsuranceCommissionsAndFees,2832000.000,2165000.000,2324000.000,1944000.000,2951000.000,2438000.000,2367000.000,2088000.000,2878000.000,3220000.000,3261000.000,2842000.000,4116000.000,3443000.000,3169000.000,2876000.000,4312000.000,3283000.000,3275000.000,2913000.000,4498000.000,3299000.000,3137000.000,2912000.000,4102000.000,3414000.000
InterestAndDividendIncomeOperating,19317000.000,18941000.000,18400000.000,18475000.000,17612000.000,17341000.000,16942000.000,17575000.000,16066000.000,16111000.000,16509000.000,18385000.000,18152000.000,18616000.000,20642000.000,22790000.000,24159000.000,27566000.000,28178000.000,28430000.000,28443000.000,28921000.000,28730000.000,29350000.000,29817000.000,31208000.000
InterestAndFeeIncomeLoansAndLeases,12678000.000,12389000.000,12147000.000,12196000.000,11760000.000,12043000.000,11911000.000,12524000.000,11454000.000,11533000.000,11958000.000,13577000.000,13373000.000,14072000.000,15986000.000,18110000.000,19160000.000,22146000.000,22870000.000,22979000.000,22966000.000,23391000.000,23493000.000,23995000.000,24299000.000,25464000.000
InterestExpense,5822000.000,5510000.000,5136000.000,4686000.000,4180000.000,3729000.000,3621000.000,3465000.000,3091000.000,2956000.000,2833000.000,2806000.000,2672000.000,2571000.000,2707000.000,2744000.000,2740000.000,2773000.000,2642000.000,2566000.000,2676000.000,2613000.000,2607000.000,2683000.000,2872000.000,3118000.000
InterestExpenseDeposits,3985000.000,3674000.000,3332000.000,2939000.000,2547000.000,2289000.000,2171000.000,2052000.000,1939000.000,1798000.000,1674000.000,1641000.000,1568000.000,1466000.000,1514000.000,1558000.000,1559000.000,1618000.000,1539000.000,1490000.000,1601000.000,1503000.000,1427000.000,1411000.000,1487000.000,1729000.000
InterestExpenseJuniorSubordinatedDebentures,492000.000,493000.000,495000.000,499000.000,495000.000,492000.000,495000.000,431000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
InterestExpenseLongTermDebtAndCapitalSecurities,1310000.000,1317000.000,1285000.000,1230000.000,1119000.000,929000.000,936000.000,965000.000,1139000.000,1136000.000,1131000.000,1114000.000,1072000.000,1069000.000,1147000.000,1154000.000,1146000.000,1124000.000,1061000.000,1002000.000,988000.000,1005000.000,1071000.000,1065000.000,1134000.000,1156000.000
InterestExpenseShortTermBorrowings,35000.000,26000.000,24000.000,18000.000,19000.000,19000.000,19000.000,17000.000,13000.000,22000.000,28000.000,51000.000,32000.000,36000.000,46000.000,32000.000,35000.000,31000.000,42000.000,74000.000,87000.000,105000.000,109000.000,207000.000,251000.000,233000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,8184000.000,11136000.000,12399000.000,14262000.000,15569000.000,14732000.000,14277000.000,14613000.000,14040000.000,14617000.000,14595000.000,16543000.000,15472000.000,15462000.000,18315000.000,19918000.000,21069000.000,24121000.000,19699000.000,18626000.000,24812000.000,25581000.000,24977000.000,25956000.000,26321000.000,27143000.000
InterestIncomeExpenseNet,,13431000.000,13264000.000,,13432000.000,13612000.000,13321000.000,14110000.000,12975000.000,13155000.000,13676000.000,15579000.000,15480000.000,16045000.000,17935000.000,20046000.000,21419000.000,24793000.000,25536000.000,25864000.000,25767000.000,26308000.000,26123000.000,26667000.000,26945000.000,28090000.000
InterestIncomeSecuritiesTaxExempt,425000.000,384000.000,378000.000,363000.000,341000.000,355000.000,368000.000,370000.000,379000.000,394000.000,410000.000,417000.000,416000.000,446000.000,470000.000,478000.000,596000.000,806000.000,800000.000,790000.000,780000.000,781000.000,771000.000,794000.000,794000.000,762000.000
InterestIncomeSecuritiesTaxable,6203000.000,6163000.000,5871000.000,5912000.000,5507000.000,4939000.000,4658000.000,4674000.000,4215000.000,4159000.000,4119000.000,4360000.000,4340000.000,4140000.000,4181000.000,4179000.000,4363000.000,4553000.000,4484000.000,4651000.000,4681000.000,4738000.000,4456000.000,4548000.000,4709000.000,4956000.000
InvestmentIncomeInterest,1325000.000,1409000.000,1385000.000,1429000.000,1496000.000,1449000.000,1565000.000,1619000.000,1702000.000,1772000.000,1751000.000,1897000.000,1847000.000,1933000.000,1876000.000,2029000.000,2047000.000,2544000.000,2497000.000,2489000.000,2382000.000,,,,,
LaborAndRelatedExpense,7627000.000,7953000.000,8701000.000,9345000.000,8245000.000,8415000.000,8051000.000,8715000.000,8717000.000,8934000.000,9358000.000,9463000.000,10792000.000,11241000.000,11667000.000,12893000.000,17361000.000,14560000.000,13572000.000,13723000.000,14247000.000,13972000.000,14584000.000,14630000.000,15496000.000,15049000.000
LineOfCreditFacilityCommitmentFeeAmount,,,,,,,,,,,,,,,,,,,,,70600.000,,,,70600.000,
LineOfCreditFacilityCommitmentFeePercentage,,,,,,,,,,,,,,,,,,,,,0.005,,,,0.005,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,,,,,,,,,,,,,,,,,,,0.003,,,,,
MarketingAndAdvertisingExpense,,,,,,,534000.000,,450000.000,562000.000,547000.000,742000.000,459000.000,413000.000,668000.000,759000.000,645000.000,1071000.000,459000.000,663000.000,398000.000,414000.000,380000.000,402000.000,280000.000,354000.000
NetCashProvidedByUsedInFinancingActivities,-38167000.000,,,,-382000.000,,,,18287000.000,,,,4120000.000,,,,-37030000.000,,,,17491000.000,,,,18076000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-38167000.000,,,,-382000.000,,,,18287000.000,,,,4120000.000,,,,-37030000.000,,,,17491000.000,,,,18076000.000,
NetCashProvidedByUsedInInvestingActivities,-16107000.000,,,,-9046000.000,,,,33812000.000,,,,-3587000.000,,,,147862000.000,,,,-42136000.000,,,,-33293000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-16107000.000,,,,-9046000.000,,,,33812000.000,,,,-3587000.000,,,,147862000.000,,,,-42136000.000,,,,-33293000.000,
NetCashProvidedByUsedInOperatingActivities,13317000.000,,,,8433000.000,,,,10757000.000,,,,10331000.000,,,,-5884000.000,,,,16826000.000,,,,13386000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,13317000.000,,,,8433000.000,,,,10757000.000,,,,10331000.000,,,,-5884000.000,,,,16826000.000,,,,13386000.000,
NetIncomeLoss,1869000.000,2921000.000,3921000.000,3844000.000,6657000.000,5030000.000,4824000.000,3874000.000,5022000.000,4921000.000,2517000.000,5114000.000,4783000.000,3478000.000,4229000.000,4194000.000,-689000.000,4913000.000,4134000.000,2583000.000,7995000.000,7962000.000,7792000.000,7408000.000,8809000.000,9766000.000
NetIncomeLossAvailableToCommonStockholdersBasic,1346000.000,2683000.000,3684000.000,3499000.000,6657000.000,5030000.000,4824000.000,3874000.000,,,,,,,,,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,4991000.000,4786000.000,,4977000.000,4878000.000,2491000.000,5088000.000,4751000.000,3446000.000,4197000.000,4173000.000,-698000.000,4880000.000,4102000.000,2546000.000,7995000.000,7927000.000,7760000.000,7333000.000,8766000.000,9709000.000
NoninterestExpense,14618000.000,14719000.000,15430000.000,16564000.000,15016000.000,15686000.000,15666000.000,17106000.000,16185000.000,16422000.000,17263000.000,18395000.000,18817000.000,20003000.000,22207000.000,23982000.000,32914000.000,28778000.000,26112000.000,27277000.000,26282000.000,26505000.000,26842000.000,27282000.000,27331000.000,26680000.000
