,2011-07-03,2011-10-02,2012-04-01,2012-07-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28
AllocatedShareBasedCompensationExpense,,,,590000.000,712000.000,,469000.000,507000.000,652000.000,682000.000,681000.000,663000.000,665000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,0.000,0.000,,,0.000,0.000,0.000
AssetImpairmentCharges,,,,,,,,,1262000.000,,436000.000,244000.000,0.000
CapitalLeaseObligationsIncurred,,,,,,,138000.000,,,,1057000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-35000.000,,,,51000.000,,,,739000.000,,
CommonStockDividendsPerShareDeclared,0.050,0.050,0.050,,,,0.000,0.000,0.000,,,,
ComprehensiveIncomeNetOfTax,2116000.000,2204000.000,708000.000,4888000.000,3292000.000,-39405000.000,5094000.000,1926000.000,-23234000.000,23022000.000,-7202000.000,-5750000.000,-6079000.000
CostOfGoodsAndServicesSold,113381000.000,111284000.000,109448000.000,108473000.000,103690000.000,99975000.000,99700000.000,97762000.000,145687000.000,170166000.000,166023000.000,161876000.000,157223000.000
CostOfGoodsSold,97412000.000,97302000.000,98104000.000,97221000.000,92840000.000,90617000.000,90441000.000,88233000.000,125852000.000,148191000.000,,,
CostOfServices,15969000.000,13982000.000,11344000.000,11252000.000,10850000.000,9358000.000,9259000.000,9529000.000,19835000.000,21975000.000,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,-6898000.000,-6898000.000,0.000,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,,5208000.000,5208000.000,5058000.000,,5611000.000,5610000.000,5611000.000
DefinedBenefitPlanInterestCost,,,,,,,4552000.000,4552000.000,4551000.000,,5063000.000,5062000.000,5063000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,6242000.000,6242000.000,-507000.000,-11913000.000,-548000.000,-548000.000,-548000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements,453000.000,,983000.000,,,,,,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,0.000,0.000,0.000,,,,
DepreciationDepletionAndAmortization,,,5822000.000,,,,5066000.000,,,,9196000.000,,
EarningsPerShareBasic,,,,,,,,,-3.920,,-0.830,-0.670,
EarningsPerShareBasicAndDiluted,-0.030,0.290,-0.180,-0.040,-0.090,0.000,-0.070,-0.800,,,,,-0.650
EarningsPerShareDiluted,,,,,,,,,-3.920,,-0.830,-0.670,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-194000.000,,,,211000.000,,,,-70000.000,,
EnvironmentalRemediationExpense,,69000.000,,,,,,,,,,,
GrossProfit,50904000.000,46259000.000,48201000.000,46594000.000,42032000.000,43575000.000,41920000.000,39055000.000,53652000.000,71841000.000,62466000.000,63423000.000,62159000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-4807000.000,-938000.000,-2414000.000,-379000.000,-1923000.000,-4403000.000,-22971000.000,16535000.000,-6977000.000,-5524000.000,-5385000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1407000.000,14676000.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,-497000.000,6257000.000,305000.000,197000.000,202000.000,-170000.000,127000.000,307000.000,252000.000,-6035000.000,151000.000,273000.000,214000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,-5722000.000,,,,-4688000.000,,,,-2909000.000,,
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,,7829000.000,,,,-780000.000,,,,1077000.000,,
IncreaseDecreaseInInventories,,,2374000.000,,,,437000.000,,,,-633000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,1206000.000,,,,1542000.000,,,,974000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,0.000,,0.000,0.000,0.000
InterestExpense,572000.000,630000.000,704000.000,685000.000,670000.000,630000.000,624000.000,530000.000,3713000.000,4994000.000,4988000.000,5127000.000,5365000.000
NetCashProvidedByUsedInFinancingActivities,,,-5588000.000,,,,-721000.000,,,,5508000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5588000.000,,,,-721000.000,,,,5508000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-705000.000,,,,-4312000.000,,,,-3588000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-705000.000,,,,-4312000.000,,,,-3588000.000,,
NetCashProvidedByUsedInOperatingActivities,,,6452000.000,,,,4873000.000,,,,-1111000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,6452000.000,,,,4873000.000,,,,-1111000.000,,
NetIncomeLoss,-910000.000,8419000.000,-5112000.000,-1135000.000,-2616000.000,-209000.000,-2050000.000,-4710000.000,-23223000.000,22570000.000,-7128000.000,-5797000.000,-5599000.000
NonoperatingIncomeExpense,-79000.000,-570000.000,-688000.000,-662000.000,-660000.000,-640000.000,-625000.000,-471000.000,-3706000.000,-4994000.000,-4825000.000,-5124000.000,-5386000.000
NotesIssued1,,,,,,,,,,,0.000,,
OperatingExpenses,52232000.000,31013000.000,52320000.000,46870000.000,43786000.000,43314000.000,43218000.000,42987000.000,72917000.000,50312000.000,64618000.000,63823000.000,62158000.000
