,2011-07-31
CostOfGoodsAndServicesSold,284.000
DepreciationAndAmortization,2122.000
EarningsPerShareBasicAndDiluted,-0.000
GrossProfit,86535.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-19272.000
IncomeTaxExpenseBenefit,0.000
InterestExpense,1248.000
NetIncomeLoss,-15750.000
NonoperatingIncomeExpense,792.000
OperatingExpenses,106599.000
OperatingIncomeLoss,-20064.000
OtherIncome,2040.000
ResearchAndDevelopmentExpense,40564.000
SalesRevenueGoodsNet,86819.000
SellingGeneralAndAdministrativeExpense,63913.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,547769915.000
