,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,34850.000,34850.000
AdvertisingExpense,,,,,11330.000,0.000,0.000
AmortizationOfAcquiredIntangibleAssets,,,,,101311.000,,
AmortizationOfFinancingCosts,,,4625.000,,,,
CashPeriodIncreaseDecrease,,,-2115.000,,,,
CommunicationsAndInformationTechnology,2402.000,368.000,2718.000,2224.000,20991.000,,
CostsAndExpenses,65028.000,,,,,,
DebtConversionConvertedInstrumentAmount1,,,137500.000,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,15000.000,,,,83840.000
Depreciation,2172.000,1498.000,1070.000,949.000,1253.000,,
DepreciationDepletionAndAmortization,,,,,102564.000,470.000,470.000
DerivativeGainLossOnDerivativeNet,,,,,,-222133.000,-4519509.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,-0.010
EarningsPerShareBasic,,,,,,-0.010,
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.000,0.000,-0.010,,-9.440
EarningsPerShareDiluted,,,,,,-0.010,
FairValueAdjustmentOfWarrants,,,,,,222133.000,
GainLossOnDerivativeInstrumentsNetPretax,-26136.000,-29596.000,23587.000,-19049.000,-1642947.000,,
GainLossOnDispositionOfAssets1,,,,,,4441.000,-6541.000
GainsLossesOnExtinguishmentOfDebt,,,-11958.000,,,,-4779968.000
GeneralAndAdministrativeExpense,11400.000,8823.000,12080.000,12378.000,50890.000,36059.000,72936.000
IncomeLossFromContinuingOperations,,,,,,-518231.000,-10453955.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-64148.000,-170665.000,-6870457.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-92407.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-207138.000,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,-9.430
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,-0.010,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,-0.010,
IncomeTaxExpenseBenefit,,0.000,0.000,,,,
IncomeTaxesPaidNet,,,0.000,,,,
IncreaseDecreaseInAccruedLiabilities,,,1173.000,,,,
IncreaseDecreaseInDerivativeLiabilities,,,-23587.000,,,,
IncreaseDecreaseInDueToOfficersAndStockholders,,,-20144.000,,,,
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,,,4500.000,,,,
InducedConversionOfConvertibleDebtExpense,,,15000.000,,36000.000,,
InterestExpense,-8629.000,-10100.000,5798.000,90070.000,118481.000,222320.000,1049672.000
InterestExpenseOther,,,,,,,3303.000
InterestPaidNet,,,0.000,,,,
LegalFees,,,,,,,20937.000
MarketingAndAdvertisingExpense,300.000,4047.000,1670.000,558.000,11330.000,,
NetCashProvidedByUsedInFinancingActivities,,,54356.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,54356.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,-56471.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-56471.000,,,,
NetIncomeLoss,-92407.000,-207138.000,-64148.000,-170665.000,-6870457.000,-513790.000,-10460496.000
NonoperatingIncomeExpense,,,,,,-444453.000,-10349149.000
OperatingExpenses,,174971.000,88318.000,73144.000,5129771.000,,
OperatingIncomeLoss,-57642.000,-167442.000,-78895.000,-62344.000,-5079315.000,-73778.000,-104806.000
OtherIncome,,,11958.000,798.000,6286.000,,
OtherNoncashExpense,,,15000.000,,,,
OtherSellingAndMarketingExpense,,8684.000,32988.000,19442.000,105449.000,,
ProceedsFromNotesPayable,,,70000.000,,,,20937.000
ProfessionalFees,4308.000,28690.000,5870.000,4119.000,11632.000,,
Revenues,7386.000,7529.000,9423.000,10800.000,50456.000,,
SalesRevenueNet,7386.000,7529.000,-2535.000,10002.000,44170.000,,
SellingExpense,21518.000,12737.000,11297.000,12849.000,25290.000,,
ShareBasedCompensation,17125.000,110124.000,20625.000,20625.000,4801625.000,37249.000,31400.000
ShareBasedGoodsAndNonemployeeServicesTransactionCashFlowEffects,,,729.000,,,,
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,,,1340630.000
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,333333.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,58539.000
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,90000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,39849965.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,1108765.000
WeightedAverageNumberOfSharesOutstandingBasic,,25911584.000,555629742.000,623730502.000,1065373481.000,39849965.000,
