,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,,,,,,,,,,,,,57000.000,,,,88992.000,,,,194164.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,7646157.000,,,,10377299.000,,,,13479133.000,,,,13898415.000,,,,14621836.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,544000.000,492000.000,561997.000,911000.000,1723000.000,3060000.000,2533028.000,2615000.000,-1541000.000,-1291000.000,-1248844.000,-83000.000,727000.000,1114000.000,1818361.000,2570000.000,467000.000,1537000.000,1098587.000,2472000.000,3016000.000,3005000.000,-1078084.000,477000.000
AdditionalPaidInCapital,23441000.000,23473000.000,23504231.000,23505000.000,23570000.000,23636000.000,23710775.000,23753000.000,41902000.000,41994000.000,42086463.000,42107000.000,42239000.000,44262000.000,44420149.000,44419000.000,44294000.000,44469000.000,44650274.000,44668000.000,44865000.000,44996000.000,102574159.000,104566000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,31770773.000,,,,47000000.000,,,,84450067.000,,,,99981245.000,,,,48000000.000,
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,0.000,53000.000,51000.000,29000.000,29000.000,48000.000,80000.000,0.000,28000.000,212000.000,,,,,,,,,,
Assets,541180000.000,709920000.000,681413247.000,722089000.000,700616000.000,725668000.000,721385280.000,788883000.000,965437000.000,951895000.000,940890075.000,988567000.000,1009289000.000,1071981000.000,1093767719.000,1146148000.000,1117648000.000,1137849000.000,1145130719.000,1241951000.000,1224900000.000,1266638000.000,1277367246.000,1783204000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,6800000.000,6700000.000,5700000.000,5300000.000,4500000.000,5200000.000,4900000.000,5000000.000,4700000.000,4600000.000,4100000.000,,,,,,,
AvailableForSaleSecurities,131228000.000,133459000.000,212528385.000,230395000.000,229703000.000,233621000.000,214392682.000,212263000.000,248030000.000,251813000.000,244050671.000,236460000.000,263653000.000,262651000.000,254746446.000,246842000.000,236476000.000,239631000.000,239732426.000,253126000.000,242855000.000,236168000.000,243205963.000,352851000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,,6058000.000,6340000.000,,
