,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCosts,,,,,12348.000
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,,,,-2310.000
CommonStockDividendsShares,,,,,946.000
CostsAndExpenses,,,,,251928.000
DividendsCommonStock,,,,,42559.000
DividendsCommonStockStock,,,,,9443.000
EarningsPerShareBasicAndDiluted,0.000,-4.440,-2.970,3.020,0.130
GeneralAndAdministrativeExpense,0.000,88763.000,59375.000,121474.000,251856.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,58281.000
IncreaseDecreaseInPrepaidExpense,,,,,-69984.000
InterestExpense,,,,,33224.000
NetCashProvidedByUsedInFinancingActivities,,,,,-7517.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,-7517.000
NetCashProvidedByUsedInOperatingActivities,0.000,,,,5207.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,5207.000
NetIncomeLoss,0.000,-88763.000,-59375.000,-27160.000,33044.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,0.000,0.000,0.000,0.000
NonoperatingIncomeExpense,,,,,-33224.000
OperatingExpenses,0.000,88763.000,59375.000,,
OperatingIncomeLoss,,,,,-251928.000
OperatingLeasesIncomeStatementLeaseRevenue,0.000,0.000,0.000,0.000,0.000
PaymentsOfStockIssuanceCosts,,,,,7517.000
ProceedsFromIssuanceOfCommonStockDividendReinvestmentPlan,,,,,3604.000
ProfitLoss,0.000,-88763.000,-59375.000,-27160.000,33044.000
Revenues,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000
StockIssuedDuringPeriodValueNewIssues,,,,,3604.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,20000.000,20000.000,20000.000,-20104.000,255726.000
