,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsAndOtherReceivablesNetCurrent,,,,254816000.000,,,,257114000.000,,,,255992000.000,,,,260412000.000,,,,262304000.000,,,,275250000.000,,
AccountsPayableTradeCurrent,112906000.000,128117000.000,119738000.000,110977000.000,116209000.000,114430000.000,117793000.000,117341000.000,122376000.000,127292000.000,130683000.000,133312000.000,149045000.000,146827000.000,134406000.000,127462000.000,131018000.000,136550000.000,129224000.000,128911000.000,140183000.000,129164000.000,117430000.000,128933000.000,135462000.000,139377000.000
AccountsReceivableGrossCurrent,,,,258705000.000,,,,261691000.000,,,,259067000.000,,,,263001000.000,,,,267812000.000,,,,280891000.000,,
AccruedIncomeTaxesCurrent,,11255000.000,10341000.000,8456000.000,14283000.000,19659000.000,9697000.000,10284000.000,22896000.000,16828000.000,10460000.000,11746000.000,25512000.000,10909000.000,11967000.000,9305000.000,17116000.000,18334000.000,18671000.000,3836000.000,14732000.000,13101000.000,11409000.000,8808000.000,13393000.000,9581000.000
AccruedInsuranceCurrent,,5231000.000,5379000.000,6495000.000,6368000.000,5393000.000,6861000.000,8974000.000,9445000.000,9206000.000,9406000.000,7741000.000,8995000.000,9747000.000,9875000.000,10058000.000,10069000.000,8225000.000,9454000.000,9505000.000,8835000.000,9265000.000,8979000.000,9416000.000,9420000.000,9312000.000
AccruedLiabilitiesCurrent,113002000.000,122894000.000,173854000.000,130696000.000,129255000.000,124167000.000,154557000.000,150176000.000,154470000.000,143994000.000,155235000.000,150751000.000,163543000.000,142493000.000,160895000.000,163409000.000,140669000.000,145771000.000,169907000.000,153672000.000,150766000.000,141408000.000,160816000.000,152852000.000,142670000.000,145824000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,331632000.000,,,,351080000.000,,,,375533000.000,,,,383977000.000,,,,393117000.000,,,,392835000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,13858000.000,22169000.000,-25653000.000,-55469000.000,-38094000.000,-61641000.000,-35674000.000,-43403000.000,-68193000.000,-61924000.000,-31219000.000,-3305000.000,-1425000.000,14121000.000,-38812000.000,-92278000.000,-147005000.000,-121316000.000,-141045000.000,-146498000.000,-128513000.000,-153872000.000,-147585000.000,-201653000.000,-178437000.000,-128780000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,89921000.000,,10736.000,24827000.000,24827000.000,13016000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,464131000.000,478173000.000,485673000.000,490128000.000,520310000.000,527610000.000,536804000.000,550682000.000,568202000.000,586108000.000,598522000.000,607766000.000,622092000.000,629485000.000,640043000.000,647553000.000,666103000.000,671183000.000,674290000.000,679623000.000,685376000.000,689945000.000,692730000.000,697213000.000,702644000.000,707468000.000
AllowanceForDoubtfulAccountsReceivableCurrent,5255000.000,5854000.000,5728000.000,5860000.000,5683000.000,5486000.000,5858000.000,5596000.000,5758000.000,5483000.000,6269000.000,5841000.000,6202000.000,7114000.000,6989000.000,6961000.000,6401000.000,8718000.000,8496000.000,7812000.000,7984000.000,8231000.000,8753000.000,8078000.000,7483000.000,8218000.000
Assets,2465428000.000,2923320000.000,2893728000.000,2836107000.000,2879126000.000,2856802000.000,2957435000.000,2785390000.000,2822600000.000,2827652000.000,2849381000.000,2887577000.000,2951822000.000,2990997000.000,2939312000.000,2908070000.000,2869154000.000,2903358000.000,2870362000.000,2805443000.000,3142298000.000,3109356000.000,3262464000.000,3154944000.000,3163785000.000,3224165000.000
AssetsCurrent,704007000.000,814005000.000,805306000.000,789161000.000,829069000.000,798089000.000,843864000.000,881865000.000,921918000.000,936100000.000,950769000.000,990953000.000,1063376000.000,1081526000.000,1076957000.000,1075791000.000,1081388000.000,933597000.000,906399000.000,862684000.000,976508000.000,969284000.000,857353000.000,822721000.000,823680000.000,861418000.000
AvailableForSaleSecurities,,,,,,,,,,2970000.000,2956000.000,3255000.000,3341000.000,3985000.000,4115000.000,4513000.000,5079000.000,4973000.000,5001000.000,4794000.000,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,2353000.000,2487000.000,2785000.000,3326000.000,2618000.000,2908000.000,2862000.000,2789000.000,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,128932000.000,,,,141952000.000,,,,150316000.000,,,,148749000.000,,,,157946000.000,,,,169261000.000,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,,,9870000.000,9043000.000,8644000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,,,1500000.000,,,,3528000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,,,,,5515000.000,5515000.000,,,,,,,,,,,,,,,,,,
