,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,-8310.000,,,,289469.000,,,,-60223.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,5580.000,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,0.000,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.000,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,40053.000,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,313035.000,,,,,,,,,,,,,,,,
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,,,8371.000,,,,8887.000,,14260.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-18380.000,,,,92.000,,7393.000,,,,78107.000,,,,-33421.000
CashPeriodIncreaseDecrease,480.000,,,,,,,,,,,,,,,,
CostOfGoodsAndServicesSold,,98121.000,121641.000,106348.000,90525.000,260586.000,169797.000,175548.000,141273.000,192891.000,211991.000,205552.000,107996.000,150125.000,309762.000,259717.000,197111.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,25380.000,,,,,,,,,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,7800.000,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,,,0.120,,,,0.120,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentageRateRangeMinimum,,,0.000,,,,0.000,,,,,,,,,,
Depreciation,,,,,,,,,,,,,7215.000,,,,
DepreciationAndAmortization,170.000,,-15828.000,,,,-7992.000,,7347.000,,,,7215.000,,,,6633.000
EarningsPerShareBasic,,,,,0.000,,-0.000,0.000,,0.000,0.000,,0.000,0.000,0.010,0.000,0.010
EarningsPerShareBasicAndDiluted,-0.030,-0.010,0.000,-0.010,,,,,,,,,,,,,
EarningsPerShareDiluted,,,,,0.000,,,0.000,,0.000,0.000,,0.000,0.000,0.000,0.010,0.000
