,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdditionsToNoncurrentAssets,,34277000.000,52627000.000,,47107000.000,50705000.000,78431000.000,42991000.000,38114000.000,50435000.000,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,173624.000,,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,1695000.000,,,,5823000.000,,,,6810000.000,,,,3991000.000,,,,6395000.000,,,,5805000.000,,,,6788000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,946000.000,,,,1864000.000,,,,-2938000.000,,,,2924000.000,,,,-8253000.000,,,,-2953000.000,,,,7354000.000,
CommonStockDividendsPerShareDeclared,0.360,0.360,0.360,0.360,0.370,0.370,0.370,0.370,0.380,0.380,0.380,0.380,0.400,0.400,0.400,0.400,0.480,0.480,0.480,0.480,0.500,0.500,0.500,0.500,,0.525
ComprehensiveIncomeNetOfTax,,10691000.000,14544000.000,,32018000.000,11293000.000,-4029000.000,57785000.000,37768000.000,14244000.000,15410000.000,26960000.000,45500000.000,7481000.000,29131000.000,27092000.000,51604000.000,30826000.000,23476000.000,45473000.000,37973000.000,35614000.000,43125000.000,46342000.000,56711000.000,21819000.000
CostOfGoodsAndServicesEnergyCommoditiesAndServices,,,,,,,,,,,,,,,,,,,,,,81693000.000,96156000.000,,119817000.000,84000000.000
CostsAndExpenses,280165000.000,225562000.000,212163000.000,233877000.000,254067000.000,,,,,,,,,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,,,15500000.000,,,
DeferredIncomeTaxExpenseBenefit,19596000.000,,,,20195000.000,,,,27236000.000,,,,26860000.000,,,,9007000.000,,,,4890000.000,,,,5410000.000,
DepreciationDepletionAndAmortization,25315000.000,25066000.000,25181000.000,25364000.000,26433000.000,26426000.000,26505000.000,26680000.000,29218000.000,27414000.000,28053000.000,28146000.000,30318000.000,30369000.000,30452000.000,32637000.000,35819000.000,35727000.000,35693000.000,37463000.000,39890000.000,39898000.000,39763000.000,39785000.000,41461000.000,41495000.000
DividendsCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,25194000.000,
EarningsPerShareBasic,0.900,0.300,0.410,0.940,0.880,0.310,-0.100,1.580,1.010,0.370,0.410,0.670,1.170,0.200,0.770,0.870,1.090,0.660,0.510,0.940,0.790,0.740,0.920,0.950,1.170,0.450
EarningsPerShareDiluted,0.890,0.300,0.410,0.930,0.880,0.310,-0.100,1.570,1.010,0.370,0.400,0.680,1.170,0.200,0.770,0.850,1.090,0.650,0.510,0.920,0.790,0.730,0.920,0.950,1.170,0.440
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,0.117,0.128,0.104,-0.481,0.149,0.135,-1.569,1.378,0.163,0.210,0.212,-0.751,0.061,0.077,-0.276,0.187,0.106,0.026
