,2011-03-31,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,-215000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,13412000.000,9864000.000,8138000.000,10696000.000,5936000.000,3248000.000,2892000.000
AdjustmentsToAdditionalPaidInCapitalStockSplit,,,,,1000.000,,
AllocatedShareBasedCompensationExpense,,9864000.000,8138000.000,10696000.000,,3248000.000,2892000.000
AmortizationOfDebtDiscountPremium,,,,,,,156000.000
AmortizationOfFinancingCostsAndDiscounts,,,12426000.000,7713000.000,566000.000,359000.000,
AmortizationOfIntangibleAssets,1549000.000,972000.000,900000.000,800000.000,600000.000,600000.000,600000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2290416.000,2671194.000,6431584.000,1567352.000,1552959.000,1538418.000
AssetImpairmentCharges,,,5000000.000,1265000.000,,,
BusinessExitCosts,,2200000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,36189000.000,-77504000.000,-7036000.000,3871000.000,-22624000.000,18840000.000,-12546000.000
ComprehensiveIncomeNetOfTax,,,,,-50803000.000,-22171000.000,-28536000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-138617000.000,-67046000.000,-55531000.000,,,
CostOfRevenue,308183000.000,82882000.000,71937000.000,72858000.000,67442000.000,74041000.000,64352000.000
CostsAndExpenses,,,,,123047000.000,42100000.000,38385000.000
CurrentFederalTaxExpenseBenefit,,,94000.000,287000.000,47000.000,459000.000,765000.000
CurrentForeignTaxExpenseBenefit,,1369000.000,-438000.000,614000.000,-274000.000,1950000.000,619000.000
CurrentIncomeTaxExpenseBenefit,,1369000.000,-344000.000,901000.000,-227000.000,2409000.000,1384000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,0.000
DebtConversionConvertedInstrumentAmount1,,,18896000.000,24407000.000,1715000.000,377000.000,399000.000
DebtInstrumentIncreaseDecreaseOtherNet,,,9600000.000,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,93000.000,-49000.000,43000.000,-18000.000,60000.000
DeferredForeignIncomeTaxExpenseBenefit,,,-13000.000,,,,-302000.000
DeferredIncomeTaxExpenseBenefit,3660000.000,,,,43000.000,-18000.000,-242000.000
DeferredPolicyAcquisitionCostAmortizationExpense,,,324000.000,287000.000,157000.000,157000.000,157000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,,,,,0.000
DeferredTaxExpenseFromStockOptionsExercised,,,,52400000.000,52400000.000,52500000.000,
DefinedContributionPlanCostRecognized,,700000.000,500000.000,400000.000,400000.000,400000.000,400000.000
DepreciationAmortizationAndAccretionNet,,12900000.000,12100000.000,9900000.000,9000000.000,7400000.000,7000000.000
DepreciationAndAmortization,,,,,9554000.000,7972000.000,7519000.000
DepreciationDepletionAndAmortization,11300000.000,15455000.000,13054000.000,10615000.000,,,
EarningsPerShareBasic,-3.950,-2.690,-1.250,-0.900,-5.740,-1.760,-1.980
EarningsPerShareDiluted,-3.950,-2.690,-1.250,-0.900,-5.740,-1.760,-1.980
EffectOfExchangeRateOnCashAndCashEquivalents,785000.000,144000.000,-339000.000,333000.000,-540000.000,324000.000,-393000.000
EffectiveIncomeTaxRateContinuingOperations,,0.010,,0.010,,-0.110,-0.040
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.340,-0.340,-0.340,-0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.310,0.320,0.300,0.320,-0.180,-0.630
EffectiveIncomeTaxRateReconciliationDeductionsDividends,,0.030,0.020,0.010,0.010,-0.050,-0.200
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.030,-0.020,-0.060,0.060,-0.050,0.010
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,0.010,0.010,0.010,,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,,-0.010,-0.010,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,0.010,-0.020,0.020,0.010,-0.010,0.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,0.070,0.050,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.020,-0.030,,0.020,-0.010,0.000
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,,,,,-0.050,-0.020
EffectiveIncomeTaxRateReconciliationTaxSettlements,,,,,,0.090,0.000
EmployeeBenefitsAndShareBasedCompensation,,9864000.000,8138000.000,10696000.000,,,
EmployeeStockOwnershipPlanESOPCompensationExpense,,,100000.000,100000.000,100000.000,,
EquityMethodInvestmentOtherThanTemporaryImpairment,,,,,,,0.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,325000.000
FiniteLivedIntangibleAssetsAmortizationExpense,,2600000.000,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,,3772000.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,3100000.000,1000000.000,-100000.000,2800000.000,-2300000.000,100000.000
ForeignEarningsRepatriated,,,,1500000.000,1200000.000,1200000.000,2100000.000
FutureAmortizationExpenseAfterYearFive,,301000.000,,,,,
FutureAmortizationExpenseYearFive,,553000.000,,,,,
FutureAmortizationExpenseYearFour,,568000.000,,,,,
FutureAmortizationExpenseYearOne,,1007000.000,,,,,
FutureAmortizationExpenseYearThree,,573000.000,,,,,
FutureAmortizationExpenseYearTwo,,770000.000,,,,,
GainLossOnInvestments,,2407000.000,-2231000.000,-1008000.000,-743000.000,-356000.000,0.000
GainLossOnSaleOfEquityInvestments,,,,,,,325000.000
GainLossOnSaleOfInvestments,,,,,,3092000.000,
GainsLossesOnExtinguishmentOfDebt,,,,-5197000.000,,,
GoodwillImpairmentLoss,48959000.000,,,,,,
GrossProfit,,,,,,21982000.000,10843000.000
ImpairmentOfInvestments,,,,,,746000.000,
