,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,13157000.000,11923000.000,12575000.000,13824000.000,11389000.000,10914000.000,11515000.000,12183000.000,18597000.000,11957000.000,13120000.000,15859000.000,13940000.000
AccountsReceivableNetCurrent,10800000.000,10698000.000,11382000.000,10717000.000,10345000.000,10891000.000,11241000.000,12547000.000,11874000.000,10572000.000,13624000.000,13858000.000,14573000.000
AccruedLiabilitiesCurrent,34388000.000,54156000.000,51923000.000,56039000.000,48100000.000,47511000.000,47029000.000,45392000.000,31421000.000,55534000.000,50459000.000,53731000.000,53191000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,16877000.000,,,,38245000.000,,,,59843000.000,,
Assets,1943211000.000,1932418000.000,1904742000.000,1887068000.000,1822630000.000,1797210000.000,1752471000.000,1663927000.000,1636600000.000,1623301000.000,1621760000.000,1661898000.000,1624866000.000
AssetsCurrent,148476000.000,174404000.000,193841000.000,214318000.000,181183000.000,191716000.000,186699000.000,141701000.000,137417000.000,141747000.000,162709000.000,206714000.000,158432000.000
AssetsFairValueDisclosure,18268000.000,38172000.000,39283000.000,69991000.000,61197000.000,54098000.000,44499000.000,70001000.000,77017000.000,61523000.000,81541000.000,118065000.000,84204000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,1927439000.000,1927439000.000,1927439000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,40051000.000,40051000.000,40051000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesDeferredRevenue,114700000.000,114700000.000,114700000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,235265000.000,235265000.000,235265000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,1502408000.000,1502408000.000,1502408000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,27813000.000,27813000.000,27813000.000,,,,,,,,,,
Cash,14377000.000,33183000.000,47271000.000,51512000.000,30268000.000,52087000.000,63995000.000,43587000.000,31070000.000,52591000.000,46616000.000,58711000.000,34697000.000
CashAndCashEquivalentsAtCarryingValue,32645000.000,71355000.000,86554000.000,121503000.000,91465000.000,106185000.000,108494000.000,113588000.000,108087000.000,114114000.000,128157000.000,176776000.000,118901000.000
