,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,,,,,,,,,,,2500000.000,2500000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,,,,,,,,,,,2500000.000,2500000.000
AllocatedShareBasedCompensationExpense,,14064000.000,7093000.000,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,1819000.000,1858000.000,,1935000.000,1975000.000,2017000.000,2059000.000,2101000.000,2145000.000,2189000.000,2235000.000,2282000.000,2329000.000,2375000.000,2426000.000,2477000.000,2527000.000,2581000.000,2633000.000,2689000.000,2744000.000,2802000.000,2859000.000,2911000.000,2971000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,,,3267000.000,,,,3493000.000,
AvailableForSaleDebtSecuritiesGrossUnrealizedGain,,,,,,,,,,,,,100000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,34000.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-118802000.000,,,,39691000.000,,,,-52116000.000,,,,-72170000.000,,,,514271000.000,,,,5366000.000,,,,222647000.000,
ComprehensiveIncomeNetOfTax,,-10883000.000,57796000.000,,,,,,,,,,94436000.000,100141000.000,95247000.000,,88321000.000,92798000.000,92996000.000,,108325000.000,114145000.000,113931000.000,,116758000.000,123317000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-10883000.000,57796000.000,,67999000.000,68484000.000,80389000.000,105856000.000,84226000.000,84272000.000,80984000.000,292271000.000,,,,,,,,,,,,,,
CostOfRevenue,40869000.000,40667000.000,41694000.000,42016000.000,41256000.000,42844000.000,41460000.000,42040000.000,47254000.000,46630000.000,46554000.000,46575000.000,48026000.000,45989000.000,46933000.000,47477000.000,48353000.000,48221000.000,47218000.000,48996000.000,50582000.000,48753000.000,49807000.000,49100000.000,50669000.000,47644000.000
CostsAndExpenses,116013000.000,107785000.000,108018000.000,110773000.000,106796000.000,107162000.000,107466000.000,94841000.000,103183000.000,107251000.000,110965000.000,115456000.000,109211000.000,107261000.000,115522000.000,113696000.000,114185000.000,113574000.000,111318000.000,114343000.000,115109000.000,110199000.000,112778000.000,117509000.000,113343000.000,113592000.000
DepreciationAndAmortization,13968000.000,,,,12741000.000,,,,15118000.000,,,,16008000.000,,,,15747000.000,,,,14867000.000,,,,13102000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-4799000.000,283000.000,,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,-1870000.000,-18000.000,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.240,-0.060,0.360,0.330,0.430,0.430,0.500,0.680,0.550,0.580,0.570,2.070,,,,,,,,,,,,,,
EarningsPerShareDiluted,0.240,-0.060,0.360,0.320,0.420,0.420,0.470,0.640,0.520,0.550,0.530,1.890,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,1690000.000,,,,2355000.000,,,,-1837000.000,,,,230000.000,,,,184000.000,,,,301000.000,,,,738000.000,
EffectiveIncomeTaxRateContinuingOperations,,0.680,0.270,,0.240,0.260,0.240,,0.260,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,,,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,-895000.000,-647000.000,,-648000.000,-747000.000,-701000.000,-741000.000,-717000.000,-856000.000,-755000.000,5321000.000,-630000.000,-762000.000,-696000.000,4839000.000,700000.000,707000.000,648000.000,663000.000,599000.000,600000.000,562000.000,625000.000,660000.000,609000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,3615000.000,,,,3567000.000,,,,11808000.000,,,,0.000,,,,5993000.000,,,,6018000.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,3615000.000,,,,3567000.000,,,,11808000.000,,,,0.000,,,,5993000.000,,,,6018000.000,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,0.310,,0.270,0.270,0.260,-0.550,0.260,,,,0.240,,,,0.270,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,3147000.000,3167000.000,,-6433000.000,1996000.000,-5286000.000,-8078000.000,5269000.000,5246000.000,-6562000.000,-6202000.000,-7019000.000,2708000.000,-4747000.000,-5072000.000,1065000.000,-94000.000,1440000.000,,,
ForeignEarningsRepatriated,,,,,,,,,,,,,,740900000.000,,,,,,,,,,,,
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,10607000.000
GeneralAndAdministrativeExpense,33629000.000,28206000.000,24775000.000,24512000.000,23508000.000,22726000.000,27669000.000,16024000.000,19649000.000,20453000.000,24055000.000,26051000.000,22457000.000,21927000.000,27965000.000,25138000.000,26298000.000,24677000.000,28115000.000,27640000.000,27757000.000,27401000.000,30000000.000,32845000.000,31008000.000,32964000.000
IncomeLossFromContinuingOperations,42293000.000,-7681000.000,58615000.000,45329000.000,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,59168000.000,-23648000.000,80741000.000,77326000.000,87397000.000,92303000.000,101701000.000,131294000.000,114891000.000,118433000.000,107002000.000,116445000.000,124716000.000,126625000.000,111494000.000,120476000.000,116665000.000,123663000.000,121943000.000,125379000.000,141084000.000,149117000.000,149119000.000,141853000.000,147549000.000,159872000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,42293000.000,-7681000.000,58615000.000,45329000.000,66105000.000,68472000.000,76819000.000,101089000.000,84513000.000,86890000.000,80898000.000,292149000.000,,,,,,,,,,,,,,
