,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2160000.000,579000.000,1461000.000,1255000.000,1682000.000,1808000.000,2158000.000,2226000.000,2190000.000,1593000.000,1778000.000,1446000.000,644000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,1139000.000
AccruedLiabilitiesCurrent,1493000.000,2110000.000,1571000.000,3648000.000,2736000.000,3356000.000,4402000.000,6459000.000,5559000.000,4852000.000,5919000.000,4611000.000,3538000.000
AccruedLiabilitiesCurrentAndNoncurrent,452000.000,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,301000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1490000.000,,,,1146000.000,,,,1392000.000,
AdditionalPaidInCapital,4315000.000,166562000.000,166844000.000,167104000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,170615000.000,208315000.000,209307000.000,210115000.000,210897000.000,211613000.000,212351000.000,213788000.000,214757000.000
Assets,11854000.000,65739000.000,60086000.000,53393000.000,59381000.000,88104000.000,80117000.000,78225000.000,63024000.000,49892000.000,40133000.000,37688000.000,15953000.000
AssetsCurrent,11501000.000,65394000.000,59698000.000,52836000.000,58582000.000,87085000.000,79153000.000,77302000.000,62101000.000,48922000.000,39204000.000,36790000.000,15609000.000
CashAndCashEquivalentsAtCarryingValue,8468000.000,64271000.000,57786000.000,51174000.000,56316000.000,85476000.000,77631000.000,75908000.000,60515000.000,47193000.000,38058000.000,34950000.000,12028000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,75325000.000,,,,35000000.000,
CommonStockCapitalSharesReservedForFutureIssuance,,,,3689767.000,,,,4296440.000,,,,4385852.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,132000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,793561.000,20123013.000,20124764.000,20125049.000,20568026.000,27300105.000,27346780.000,27346780.000,27363965.000,27363965.000,27384492.000,28937185.000,29021455.000
CommonStockSharesOutstanding,793561.000,20123013.000,20124764.000,20125049.000,20568026.000,27300105.000,27346780.000,27346780.000,27363965.000,27363965.000,27384492.000,28937185.000,29021455.000
CommonStockValue,,2000.000,2000.000,2000.000,2000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000,3000.000
ContractualObligation,0.000,0.000,,,,,,,,,,,
ConvertibleNotesPayableCurrent,17324000.000,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,0.070,0.070,0.070,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,197000.000,,,,500000.000,,,,200000.000,
DeferredRentCredit,,,,41000.000,,,,,,,,153000.000,
DeferredRevenueCurrent,,,,,,,,,,,,2500000.000,2500000.000
DeferredRevenueNoncurrent,,,,,,,,,,,,1993000.000,1368000.000
DeferredTaxAssetsGross,,,,45020.000,,,,60458.000,,,,75951.000,
DeferredTaxAssetsNet,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,29442.000,,,,35797.000,,,,42211.000,
DeferredTaxAssetsOther,,,,422.000,,,,903.000,,,,1878.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,1715.000,,,,2066.000,,,,2486.000,
DeferredTaxAssetsTaxDeferredExpense,,,,3503.000,,,,3977.000,,,,4453.000,
DeferredTaxAssetsValuationAllowance,,,,45020.000,,,,60458.000,,,,75951.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,101353000.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,,,,,,,,,,,,,386000.000
EmployeeRelatedLiabilitiesCurrent,219000.000,484000.000,686000.000,983000.000,502000.000,939000.000,1582000.000,1864000.000,749000.000,1234000.000,1319000.000,1080000.000,146000.000
InterestPayableCurrent,,,,,,91000.000,91000.000,136000.000,116000.000,104000.000,92000.000,82000.000,
InterestPayableCurrentAndNoncurrent,,,543000.000,,,,,,,,,,
LiabilitiesAndStockholdersEquity,11854000.000,65739000.000,60086000.000,53393000.000,59381000.000,88104000.000,80117000.000,78225000.000,63024000.000,49892000.000,40133000.000,37688000.000,15953000.000
LiabilitiesCurrent,24180000.000,5963000.000,6379000.000,8061000.000,5289000.000,7845000.000,10608000.000,16337000.000,15581000.000,14462000.000,15889000.000,16939000.000,6682000.000
LiabilitiesFairValueDisclosure,424000.000,,,,,,,,,,,,
LiabilitiesNoncurrent,3187000.000,1968000.000,1175000.000,7000.000,13684000.000,12057000.000,10866000.000,13145000.000,11460000.000,9590000.000,7625000.000,7638000.000,1530000.000
LoansPayable,,,,3124000.000,,,,20324000.000,,,,12821000.000,
LoansPayableCurrent,3203000.000,3274000.000,3347000.000,3124000.000,836000.000,2654000.000,4031000.000,7652000.000,7832000.000,8017000.000,8192000.000,8382000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,3321000.000,,,,7945000.000,,,,8533000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,4511000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,8544000.000,,,,4544000.000,
LongTermLoansPayable,2297000.000,1451000.000,587000.000,,13576000.000,11833000.000,10530000.000,12672000.000,10687000.000,8649000.000,6550000.000,4439000.000,
MoneyMarketFundsAtCarryingValue,7883000.000,64135000.000,57688000.000,50541000.000,55844.000,85520000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,1114000.000,,,,3759000.000,,,,3184000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,954000.000,,,,575000.000,,,,690000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,830000.000,,,,140000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,786000.000,,,,830000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,738000.000,,,,786000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,160000.000,,,,690000.000,,,,738000.000,
OtherAccruedLiabilitiesCurrent,236000.000,332000.000,339000.000,,974000.000,538000.000,558000.000,883000.000,711000.000,709000.000,572000.000,575000.000,300000.000
OtherAccruedLiabilitiesNoncurrent,,503000.000,,,,,,,,,,,
OtherAssetsNoncurrent,130000.000,124000.000,120000.000,215000.000,469000.000,653000.000,610000.000,347000.000,230000.000,230000.000,230000.000,230000.000,230000.000
OtherLiabilitiesCurrent,,,,34000.000,35000.000,27000.000,17000.000,,,,,,
OtherLiabilitiesNoncurrent,14000.000,14000.000,45000.000,7000.000,,,,473000.000,773000.000,941000.000,1075000.000,1206000.000,162000.000
PreferredStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,987000.000
PropertyPlantAndEquipmentGross,,,,1832000.000,,,,1722000.000,,,,2060000.000,
PropertyPlantAndEquipmentNet,223000.000,221000.000,268000.000,342000.000,330000.000,366000.000,354000.000,576000.000,693000.000,740000.000,699000.000,668000.000,114000.000
RestrictedCashAndCashEquivalentsNoncurrent,,,,117000.000,,,,347000.000,,,,230000.000,
RetainedEarningsAccumulatedDeficit,,-108756000.000,-114314000.000,-121781000.000,-130209000.000,-140116000.000,-150667000.000,-161375000.000,-174917000.000,-185776000.000,-195735000.000,-200680000.000,-207019000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,637169.000,655945.000,736024.000,786623.000,580484.000,679738.000,807424.000,1001415.000,1159945.000,1394581.000,1453813.000,1634944.000,1913734.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,4.160,4.270,4.370,4.410,4.790,5.220,5.560,5.560,5.720,5.680,5.660,5.410,5.030
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,3169000.000,1789000.000,488000.000,2701.000,7716.000,687000.000,49000.000,,19000.000,7000.000,1620000.000,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,1208077.000,1755786.000,1798264.000,2126176.000,2660498.000,2989627.000,2521772.000,3454926.000,3991586.000,4145988.000,4554153.000,4020288.000,5441105.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,4.850,5.180,5.160,4.970,6.330,6.210,6.210,5.390,5.060,4.950,4.290,4.310,3.360
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,1267000.000,693000.000,130000.000,1105.000,3368.000,273000.000,0.000,,18000.000,7000.000,1578000.000,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,543449.000,1047066.000,1011585.000,859690.000,1561898.000,2198792.000,1631896.000,2336878.000,2695996.000,2619425.000,4407931.000,3900976.000,4956695.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,5.620,5.720,5.710,5.460,7.140,6.500,6.520,5.320,4.790,4.570,4.310,4.330,3.560
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,1839000.000,1061000.000,350000.000,1541.000,2531.000,399000.000,49000.000,,,,135000.000,,0.000
StockholdersEquity,-97038000.000,57808000.000,52532000.000,45325000.000,40408000.000,68202000.000,58643000.000,48743000.000,35983000.000,25840000.000,16619000.000,13111000.000,7741000.000
TemporaryEquityValueExcludingAdditionalPaidInCapital,81525000.000,,,,,,,,,,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,,,,,,,700000.000,
WarrantsAndRightsOutstanding,424000.000,,,,,,,,,,,,
