,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,9904000.000,8739000.000,7909000.000,10492000.000,11519000.000,9223000.000
AccountsReceivableNetCurrent,46904000.000,54655000.000,52664000.000,60584000.000,58609000.000,64507000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,1803000.000,1572000.000
AccruedIncomeTaxesCurrent,,,,,5481000.000,6994000.000
AccruedProfessionalFeesCurrent,,,,,383000.000,1819000.000
AccruedRentCurrent,,,,,3801000.000,3858000.000
AccruedSalesCommissionCurrent,2908000.000,3509000.000,3673000.000,3972000.000,4302000.000,6746000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,60842000.000,66469000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3220000.000,-5342000.000,-5866000.000,-5118000.000,-6861000.000,-6220000.000
AdditionalPaidInCapital,383520000.000,382909000.000,385511000.000,388001000.000,390916000.000,397007000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3435000.000,3345000.000,3045000.000,2832000.000,2646000.000,2848000.000
Assets,396637000.000,396882000.000,405644000.000,410934000.000,413096000.000,399258000.000
AssetsCurrent,156938000.000,161997000.000,190543000.000,164288000.000,172760000.000,157127000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,46229000.000,46229000.000
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,46.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,5128000.000,5128000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,239000.000,239000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,3827000.000,3835000.000
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,,778000.000,778000.000
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,,,,,3295000.000,3295000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,25308000.000,25300000.000
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,2100000.000,2100000.000
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,,,,,74000.000,74000.000
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,129000.000,129000.000
BusinessCombinationLiabilitiesArisingFromContingenciesAmountRecognized,,,,,1135000.000,
CapitalLeaseObligationsCurrent,392000.000,472000.000,282000.000,237000.000,416000.000,1195000.000
CapitalLeaseObligationsNoncurrent,244000.000,231000.000,218000.000,25000.000,360000.000,2852000.000
CapitalizedComputerSoftwareNet,23922000.000,25602000.000,27179000.000,28596000.000,30643000.000,32507000.000
CashAndCashEquivalentsAtCarryingValue,70414000.000,57582000.000,67459000.000,66690000.000,82758000.000,57041000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,662000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,27044611.000,27057250.000,27124276.000,27295336.000,27387715.000,27603010.000
CommonStockSharesOutstanding,27044611.000,27057250.000,27124276.000,27295336.000,27387715.000,27603010.000
CommonStockValue,271000.000,270000.000,271000.000,273000.000,274000.000,276000.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.051,0.051
DebtWeightedAverageInterestRate,,,,,0.030,
DebtorInPossessionFinancingBorrowingsOutstanding,,,,,27500000.000,
DeferredFinanceCostsNoncurrentNet,460000.000,407000.000,354000.000,301000.000,248000.000,130000.000
DeferredRevenueCurrent,72546000.000,79563000.000,81795000.000,90445000.000,90528000.000,91847000.000
DeferredRevenueNoncurrent,12404000.000,7768000.000,7042000.000,6106000.000,5908000.000,5009000.000
DeferredTaxAssetsNetCurrent,6838000.000,6941000.000,5477000.000,5763000.000,6442000.000,5552000.000
DeferredTaxAssetsNetNoncurrent,34517000.000,33252000.000,35092000.000,25383000.000,29867000.000,30485000.000
DeferredTaxLiabilitiesNoncurrent,1617000.000,696000.000,1823000.000,1526000.000,1310000.000,1236000.000
DerivativeFixedInterestRate,,,,,0.011,
EmployeeRelatedLiabilitiesCurrent,9693000.000,14084000.000,18061000.000,12360000.000,15518000.000,20004000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,44417000.000,50392000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,28919000.000,28719000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,17185000.000,17217000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,11293000.000,5766000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,7255000.000,7267000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,8372000.000,8393000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,10708000.000,10734000.000
FiniteLivedIntangibleAssetsGross,,,,,128149000.000,128488000.000
FiniteLivedIntangibleAssetsNet,,,,,83732000.000,78096000.000
Goodwill,39847000.000,40556000.000,43265000.000,75001000.000,67343000.000,67588000.000
IncomeTaxesReceivable,2390000.000,3299000.000,196000.000,29000.000,76000.000,80000.000
IntangibleAssetsNetExcludingGoodwill,67963000.000,64006000.000,73074000.000,89738000.000,83732000.000,78096000.000
Liabilities,160588000.000,161600000.000,170114000.000,174780000.000,177517000.000,161074000.000
LiabilitiesAndStockholdersEquity,396637000.000,396882000.000,405644000.000,410934000.000,413096000.000,399258000.000
LiabilitiesCurrent,113480000.000,124662000.000,130701000.000,137835000.000,142949000.000,147911000.000
LoansPayableCurrent,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,
LongTermInvestments,42232000.000,43700000.000,9710000.000,,,
LongTermLineOfCredit,30500000.000,26250000.000,25000000.000,23750000.000,22500000.000,
MinorityInterest,4853000.000,7428000.000,4990000.000,4828000.000,4804000.000,4855000.000
NotesPayableCurrent,20000.000,6000.000,11000.000,11000.000,11000.000,11000.000
NotionalAmountOfInterestRateDerivatives,,,,,27500000.000,
OtherAccruedLiabilitiesCurrent,13017000.000,13289000.000,13970000.000,15318000.000,15655000.000,18885000.000
OtherAssetsNoncurrent,9561000.000,7513000.000,7795000.000,7941000.000,7704000.000,9557000.000
OtherLiabilitiesNoncurrent,2343000.000,1993000.000,5330000.000,5538000.000,4490000.000,4066000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,10789000.000,12283000.000,9555000.000,10864000.000,13439000.000,16523000.000
PropertyPlantAndEquipmentGross,,,,,112284000.000,122744000.000
PropertyPlantAndEquipmentNet,21197000.000,19849000.000,18632000.000,19686000.000,20799000.000,23768000.000
RetainedEarningsAccumulatedDeficit,-149375000.000,-149983000.000,-149376000.000,-151830000.000,-153554000.000,-157734000.000
SelfInsuranceReserve,,,,,1312000.000,1298000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,25.500,25.500
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,1092820.000,890940.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,14.260,13.580
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,37957000.000,77317000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,2721191.000,2506561.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,15.190,14.980
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,16297000.000,28736000.000
ShortTermInvestments,14872000.000,23608000.000,51807000.000,16332000.000,6930000.000,6847000.000
StockholdersEquity,231196000.000,227854000.000,230540000.000,231326000.000,230775000.000,233329000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,236049000.000,235282000.000,235530000.000,236154000.000,235579000.000,238184000.000
UnbilledContractsReceivable,4731000.000,3629000.000,3385000.000,4026000.000,4506000.000,6577000.000
ValuationAllowanceAmount,,,,,19902000.000,19902000.000
