,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,18858000.000,19655000.000,17726000.000,20866000.000,21536000.000,23231000.000,20796000.000,22289000.000,22916000.000,24449000.000
AccumulatedDistributionsInExcessOfNetIncome,-235811000.000,-241593000.000,-254795000.000,-269941000.000,278137000.000,285584000.000,300454000.000,315711000.000,320949000.000,327708000.000
Assets,952976000.000,944745000.000,935709000.000,935700000.000,933238000.000,925341000.000,912864000.000,908883000.000,904071000.000,897408000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,0.000,,,
CashAndCashEquivalentsAtCarryingValue,80000.000,0.000,0.000,0.000,0.000,0.000,68000.000,0.000,0.000,0.000
CommonStockNoParValue,0.000,,,,,,,,,
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,94329706.000,93940488.000,93506042.000,93321760.000,93121977.000,93001120.000,92840914.000,92625895.000,92140005.000,92140005.000
CommonStockSharesOutstanding,94329706.000,93940488.000,93506042.000,93321760.000,93121977.000,93001120.000,92840914.000,92625895.000,92140005.000,92140005.000
CommonStockValue,935784000.000,931522000.000,926759000.000,924734000.000,922688000.000,921361000.000,919605000.000,917230000.000,912063000.000,912063000.000
DebtInstrumentCarryingAmount,,,,,,,264550000.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,531000.000,,,
DerivativeLiabilityFairValueNet1,,,,,818000.000,897000.000,800000.000,700000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,,2623000.000,,,
FurnitureAndFixturesGross,,,,,,,78308000.000,,,
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAtFairValueNet,,,,,,,,,-338000.000,-482000.000
InvestmentBuildingAndBuildingImprovements,,,,,,,883855000.000,,,
Land,,,,,,,87645000.000,,,
Liabilities,252979000.000,254792000.000,263721000.000,280883000.000,288663000.000,289540000.000,293689000.000,307340000.000,312933000.000,313029000.000
LiabilitiesAndStockholdersEquity,952976000.000,944745000.000,935709000.000,935700000.000,933238000.000,925341000.000,912864000.000,908883000.000,904071000.000,897408000.000
LineOfCredit,76328000.000,86118000.000,73213000.000,48100000.000,,,,,,
LineOfCreditFacilityAmountOutstanding,,,,,56500000.000,37800000.000,45300000.000,58600000.000,64790000.000,64590000.000
LongTermDebt,,,,,257800000.000,257200000.000,264019000.000,276400000.000,281600000.000,280400000.000
LongTermDebtFairValue,,,,,264000000.000,268100000.000,275400000.000,286200000.000,284800000.000,290600000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,16481000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,49533000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,53522000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,69660000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,70786000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,4568000.000,,,
NumberOfInterestRateDerivativesHeld,,,,,2.000,2.000,2.000,2.000,3.000,3.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,228939000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,4146000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,4664000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,4533000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,4406000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,4283000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,206907000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,9048000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,1812000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,1350000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,1452000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,1696000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,1721000.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,,1017000.000,,,
OtherAssets,4289000.000,4277000.000,4844000.000,6505000.000,5762000.000,5473000.000,4763000.000,4771000.000,5755000.000,5438000.000
PreferredStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RealEstateAccumulatedDepreciation,,,,,,,163209000.000,,,
RealEstateGrossAtCarryingValue,,,,,,,1052431000.000,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,108290000.000,117251000.000,126248000.000,135325000.000,144574000.000,153861000.000,163209000.000,172585000.000,182022000.000,191502000.000
RealEstateInvestmentPropertyAtCost,,,,,,,1052431000.000,,,
RealEstateInvestmentPropertyNet,928906000.000,922015000.000,914594000.000,908925000.000,903894000.000,897071000.000,889222000.000,881234000.000,873976000.000,867867000.000
RestrictedCashAndCashEquivalents,,,,,,,,15458000.000,14525000.000,16274000.000
SecuredDebt,147624000.000,139066000.000,163044000.000,202395000.000,201321000.000,219419000.000,218719000.000,217792000.000,216784000.000,215763000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,394208.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,11.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,394208.000,,,
StockholdersEquity,699997000.000,689953000.000,671988000.000,654817000.000,644575000.000,635801000.000,619175000.000,601543000.000,591138000.000,584379000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,699997000.000,689953000.000,671988000.000,654817000.000,644575000.000,635801000.000,619175000.000,601543000.000,591138000.000,584379000.000
