,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,19000.000,,19000.000,,,,11000.000,,,,12000.000,,,,10000.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,,,,,,,,,,,-20000.000,,,,-22000.000,,,,
AdvertisingExpense,18000.000,16000.000,17000.000,13000.000,20000.000,17000.000,19000.000,12000.000,16000.000,35000.000,36000.000,19000.000,6000.000,22000.000,23000.000,7000.000,7000.000,14000.000,43000.000,22000.000,15000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,48000.000,,,,53000.000,,,,51000.000,,,,51000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,3000.000,,5000.000,,,,13000.000,,,,-2000.000,,,,7000.000,,,,35000.000
AmortizationOfMortgageServicingRightsMSRs,,,,,,,,,18000.000,,,,,,,,,,,,
BankOwnedLifeInsuranceIncome,,,,,,,,,,,,,,24000.000,26000.000,,26000.000,23000.000,24000.000,24000.000,23000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5517000.000,,7254000.000,,,,-465000.000,,,,4492000.000,,,,4729000.000,,,,-329000.000
Communication,,,60000.000,,,,,,41000.000,,,,41000.000,,,,27000.000,26000.000,26000.000,24000.000,27000.000
CurrentIncomeTaxExpenseBenefit,39000.000,13000.000,,,74000.000,153000.000,26000.000,-72000.000,-16000.000,-13000.000,26000.000,-2000.000,33000.000,156000.000,-118000.000,,,8000.000,16000.000,,
DeferredIncomeTaxExpenseBenefit,,,-33000.000,,74000.000,,,,-16000.000,,,,10000.000,,,,-32000.000,,,,73000.000
DefinedBenefitPlanContributionsByEmployer,,,,,31.000,,,,,,,,,,,,,,,,
Depreciation,,,122000.000,,130000.000,,,,92000.000,,,,95000.000,,,,97000.000,,,,83000.000
EarningsPerShareBasic,0.060,0.010,,-0.040,0.100,,0.040,,-0.020,-0.030,0.060,0.030,0.020,0.230,-0.120,-0.210,,0.010,0.040,,
EarningsPerShareBasicAndDiluted,,,,,,0.200,,,,,,,,,,,-0.100,,,,0.130
EarningsPerShareDiluted,,,,,0.100,,0.040,,-0.020,-0.030,0.060,0.030,0.020,0.220,-0.120,-0.200,,0.010,0.040,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,,5.000,,,,,,,,,,
EmployeeStockOwnershipPlanESOPCompensationExpense,,,20000.000,,17000.000,,,,3000.000,3000.000,,,23000.000,4000.000,4000.000,-17000.000,24000.000,2000.000,1000.000,-19000.000,25000.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,0.099,,,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,0.022,,,,,,,,,,
FederalDepositInsuranceCorporationPremiumExpense,36000.000,29000.000,29000.000,32000.000,30000.000,31000.000,30000.000,29000.000,26000.000,31000.000,34000.000,31000.000,30000.000,31000.000,32000.000,32000.000,31000.000,32000.000,31000.000,-7000.000,16000.000
FeesAndCommissionsDepositorAccounts,565000.000,573000.000,506.000,532000.000,495000.000,457000.000,449000.000,427000.000,401000.000,416000.000,396000.000,387000.000,349000.000,373000.000,369000.000,370000.000,352000.000,355000.000,357000.000,355000.000,349000.000
FeesAndCommissionsOther,26000.000,57000.000,71000.000,35000.000,8000.000,37000.000,25000.000,36000.000,22000.000,13000.000,30000.000,24000.000,38000.000,45000.000,24000.000,31000.000,35000.000,40000.000,39000.000,40000.000,50000.000
FinancingReceivableModificationsNumberOfContracts2,,,,,,,,,,0.000,,,,,0.000,,0.000,0.000,0.000,0.000,0.000
FinancingReceivableModificationsSubsequentDefaultNumberOfContracts1,,,,,,,,,,,,,,,,,0.000,,,,0.000
ForeclosedRealEstateExpense,,,,,,64000.000,52000.000,,16000.000,6000.000,14000.000,28000.000,17000.000,27000.000,13000.000,26000.000,15000.000,6000.000,15000.000,10000.000,8000.000
GainLossOnSaleOfLoansAndLeases,,,,,-81000.000,,,,-27000.000,,,,46000.000,,,,,,,,-11000.000
GainLossOnSalesOfLoansNet,,,-38000.000,135000.000,81000.000,328000.000,-7000.000,37000.000,27000.000,45000.000,41000.000,36000.000,62000.000,56000.000,9000.000,7000.000,,21000.000,15000.000,,11000.000
GainsLossesOnSalesOfOtherRealEstate,,,,,-129000.000,,126000.000,,,,49000.000,,10000.000,13000.000,,,,,14000.000,,30000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,,20000.000,25000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,109000.000,27000.000,-75000.000,-78000.000,195000.000,387000.000,72000.000,-88000.000,-37000.000,-45000.000,88000.000,28000.000,57000.000,379000.000,-239000.000,,,14000.000,51000.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,,-0.030,,,,,,,,,,,,,,,,,,
IncomeLossFromSubsidiariesBeforeTax,,,,,,,,,,,,,,,,,-123000.000,,,,197000.000
IncomeTaxExpenseBenefit,,,-33000.000,-34000.000,,,,,,,,,,,,,-32000.000,,,,73000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,17000.000,,18000.000,,,,-10000.000,,,,-9000.000,,,,-42000.000,,,,36000.000
IncreaseDecreaseInDepositOtherAssets,,,,,,,,,,,,,1000.000,,,,,,,,
IncreaseDecreaseInDeposits,,,1790000.000,,2678000.000,,,,3934000.000,,,,2931000.000,,,,6487000.000,,,,4189000.000
IncreaseDecreaseInOtherCurrentAssets,,,65000.000,,53000.000,,,,-157000.000,,,,,,,,155000.000,,,,121000.000
IncreaseDecreaseInOtherCurrentLiabilities,,,-13000.000,,41000.000,,,,86000.000,,,,116000.000,,,,340000.000,,,,382000.000
IncreaseDecreaseInOtherLoans,,,2477000.000,,1780000.000,,,,-1539000.000,,,,223000.000,,,,-1003000.000,,,,-9101000.000
InformationTechnologyAndDataProcessing,181000.000,191000.000,182000.000,202000.000,189000.000,193000.000,198000.000,213000.000,203000.000,201000.000,196000.000,215000.000,172000.000,179000.000,314000.000,620000.000,314000.000,294000.000,307000.000,317000.000,309000.000
InterestAndDividendIncomeOperating,1770000.000,1725000.000,1535000.000,1474000.000,1465000.000,1422000.000,1420000.000,1435000.000,1442000.000,1458000.000,1497000.000,1510000.000,1483000.000,1491000.000,1492000.000,1539000.000,1542000.000,1577000.000,1593000.000,1704000.000,1740000.000
InterestAndDividendIncomeSecurities,,,,,,,,,152000.000,155000.000,145000.000,143000.000,130000.000,121000.000,116000.000,106000.000,103000.000,95000.000,88000.000,83000.000,81000.000
InterestAndDividendIncomeSecuritiesHeldToMaturity,72000.000,82000.000,61000.000,66000.000,80000.000,77000.000,95000.000,26372000.000,,,,,,,,,,,,,
InterestAndFeeIncomeLoansAndLeases,1686000.000,1634000.000,1461000.000,1392000.000,1369000.000,1328000.000,1311000.000,1310000.000,1284000.000,1297000.000,1347000.000,1360000.000,1346000.000,1365000.000,1371000.000,1428000.000,1427000.000,1469000.000,1492000.000,1607000.000,1643000.000
InterestAndOtherIncome,12000.000,9000.000,13000.000,16000.000,16000.000,17000.000,14000.000,13000.000,6000.000,6000.000,5000.000,7000.000,7000.000,5000.000,5000.000,5000.000,12000.000,13000.000,13000.000,14000.000,16000.000
InterestExpense,,,165000.000,,,,,,,94000.000,95000.000,,,93000.000,94000.000,,97000.000,96000.000,101000.000,107000.000,116000.000
InterestExpenseDeposits,252000.000,206000.000,,128000.000,107000.000,101000.000,100000.000,98000.000,93000.000,,,,93000.000,,,,92000.000,92000.000,95000.000,95000.000,92000.000
InterestExpenseOtherShortTermBorrowings,,,,,,,,,,,,,,,,,,,,,24000.000
InterestIncomeExpenseNet,1518000.000,1519000.000,1370000.000,1346000.000,1358000.000,1321000.000,,,,,,,,,,,,,,,
InterestPaid,,,165000.000,,106000.000,,,,93000.000,,,,93000.000,,,,97000.000,,,,116000.000
InvestmentIncomeAmortizationOfPremium,,,,,,,,,,,,,,,,,,,,,7000.000
InvestmentIncomeInterest,,,,,,,1320000.000,,1349000.000,1364000.000,1402000.000,,1390000.000,1398000.000,1398000.000,,1445000.000,1481000.000,1492000.000,,1624000.000
LaborAndRelatedExpense,866000.000,828000.000,901000.000,862000.000,885000.000,916000.000,851000.000,874000.000,873000.000,889000.000,878000.000,854000.000,885000.000,955000.000,948000.000,885000.000,882000.000,878000.000,829000.000,804000.000,793000.000
LandSales,,,,,,,,,,,,,,451000.000,,,,,,,
MortgageLoansOnRealEstateWriteDownOrReserveAmount,,,,,7.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,3551000.000,,,,2859000.000,,,,3987000.000,,,,7439000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,3551000.000,,,,2859000.000,,,,3987000.000,,,,7439000.000
NetCashProvidedByUsedInInvestingActivities,,,3318000.000,,3481000.000,,,,-4384000.000,,,,1474000.000,,,,53000.000,,,,-8403000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,3318000.000,,3481000.000,,,,-4384000.000,,,,1474000.000,,,,53000.000,,,,-8403000.000
NetCashProvidedByUsedInOperatingActivities,,,409000.000,,1095000.000,,,,368000.000,,,,159000.000,,,,689000.000,,,,635000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,409000.000,,1095000.000,,,,368000.000,,,,159000.000,,,,689000.000,,,,635000.000
NetIncomeLoss,70000.000,14000.000,-42000.000,-44000.000,121000.000,234000.000,46000.000,-16000.000,-21000.000,-32000.000,62000.000,30000.000,24000.000,223000.000,-121000.000,-202000.000,-91000.000,6000.000,35000.000,160000.000,124000.000
NetInterestIncomeLossAfterProvisionForLoanLosses,1293000.000,1213000.000,1145000.000,1076000.000,1406000.000,,,,,,,,,,,,,,,,
NoninterestExpense,1781000.000,1820000.000,1816000.000,1884000.000,1966000.000,1906000.000,1799000.000,1869000.000,1796000.000,1836000.000,1833000.000,1805000.000,1768000.000,1940000.000,2032000.000,2178000.000,1941000.000,1907000.000,1882000.000,1847000.000,1844000.000
NoninterestIncome,597000.000,634000.000,596000.000,730000.000,755000.000,972000.000,601000.000,519000.000,460000.000,477000.000,519000.000,448000.000,465000.000,971000.000,440000.000,464000.000,418000.000,485000.000,486000.000,509000.000,472000.000
NoninterestIncomeOther,6000.000,4000.000,19000.000,28000.000,42000.000,105000.000,8000.000,6000.000,10000.000,3000.000,3000.000,1000.000,6000.000,9000.000,12000.000,15000.000,5000.000,46000.000,37000.000,92000.000,9000.000
OccupancyNet,271000.000,272000.000,269000.000,270000.000,283000.000,279000.000,308000.000,322000.000,294000.000,310000.000,319000.000,292000.000,279000.000,276000.000,298000.000,270000.000,282000.000,276000.000,262000.000,283000.000,262000.000
OtherNoninterestExpense,259000.000,294000.000,141000.000,324000.000,216000.000,143000.000,130000.000,-1000.000,150000.000,124000.000,95000.000,51000.000,140000.000,189000.000,141000.000,129000.000,148000.000,135000.000,139000.000,181000.000,170000.000
PaymentsForFederalHomeLoanBankAdvances,,,,,,,,,,,,,,,,,-2500000.000,,,,
PaymentsForProceedsFromFederalHomeLoanBankStock,,,,,41000.000,,,,47000.000,,,,-6000.000,,,,100000.000,,,,-152000.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,-383000.000,,,,-72000.000,,,,,,,,
PaymentsToAcquireHeldToMaturitySecurities,,,,,885000.000,,,,-3910000.000,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,-12000.000,,-52000.000,,,,-63000.000,,,,-13000.000,,,,-3000.000,,,,-64000.000
ProceedsFromFederalHomeLoanBankAdvances,,,,,,,,,,,,,,,,,,,,,3250000.000
ProceedsFromSaleOfForeclosedAssets,,,,,827000.000,,,,128000.000,,,,106000.000,,,,,,,,
ProceedsFromSaleOfLoansHeldForSale,,,1865000.000,,4428000.000,,,,1174000.000,,,,2220000.000,,,,,,,,432000.000
ProceedsFromSaleOfOtherRealEstate,,,,,,,,,,,,,,,,,,,,,34000.000
ProfessionalFees,139000.000,178000.000,162000.000,164000.000,191000.000,205000.000,153000.000,142000.000,126000.000,135000.000,142000.000,144000.000,151000.000,175000.000,185000.000,127000.000,179000.000,182000.000,172000.000,162000.000,173000.000
ProvisionForLoanAndLeaseLosses,225000.000,306000.000,225000.000,270000.000,,,50000.000,,50000.000,50000.000,,,30000.000,,,,45000.000,,,,55000.000
ProvisionForLoanLeaseAndOtherLosses,,,,,-48000.000,,,,50000.000,,,,30000.000,50000.000,45000.000,,45000.000,45000.000,45000.000,,55000.000
RepaymentsOfFederalHomeLoanBankBorrowings,,,,,,,,,,,,,,,,,5000.000,4000.000,6000.000,,
ServicingAssetAtFairValuePeriodIncreaseDecrease,,,,,,,,,,,,,16000.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,,,3.190,,,,,,,,,,
SuppliesExpense,11000.000,12000.000,,17000.000,,,,,18000.000,29000.000,27000.000,27000.000,16000.000,23000.000,13000.000,15000.000,14000.000,23000.000,17000.000,21000.000,18000.000
TransferOtherRealEstate,,,525000.000,,358000.000,,,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,1234454.000,1234454.000,,,,,,,,,,,,,,,,
