,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,-92000.000,,,,-103000.000,,,,-20000.000
AllocatedShareBasedCompensationExpense,1172000.000,1161000.000,1323000.000,1685000.000,1605000.000,2094000.000,2516000.000,2124000.000,2145000.000,2172000.000,2329000.000,2137000.000,1786000.000,1541000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,0.000,0.000,200000.000,,,42000.000,400000.000,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,46000.000,42000.000,377000.000,8000.000,134000.000,124000.000,135000.000,0.000,0.000
AmortizationOfIntangibleAssets,200000.000,200000.000,200000.000,200000.000,100000.000,200000.000,200000.000,200000.000,100000.000,200000.000,200000.000,200000.000,100000.000,
CapitalExpendituresIncurredButNotYetPaid,,69000.000,,,,43000.000,,,,34000.000,,,,92000.000
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,1376000.000
CapitalizedComputerSoftwareAdditions,,-436000.000,,,,,,,,,,,,
CapitalizedComputerSoftwarePeriodIncreaseDecrease,68000.000,104000.000,72000.000,83000.000,101000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-13534000.000,,,,-17060000.000,,,,15411000.000,,,,-3568000.000
ComprehensiveIncomeNetOfTax,-647000.000,-5068000.000,-2561000.000,-3080000.000,1884000.000,-6025000.000,-5824000.000,-6535000.000,1534000.000,-3517000.000,-2525000.000,-4491000.000,2727000.000,1215000.000
CostOfRevenue,18968000.000,20184000.000,20677000.000,22674000.000,29561000.000,21286000.000,23416000.000,21470000.000,28856000.000,20481000.000,20111000.000,18050000.000,21548000.000,17401000.000
DeferredIncomeTaxExpenseBenefit,,-69000.000,,,,-58000.000,,,,-57000.000,,,,
DefinedContributionPlanEmployerMatchingContributionPercent,,,,,,0.060,,,,0.060,,,,0.060
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,0.500,0.500,,,0.500,,,,0.500,,,,0.500
DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,,2500.000,2500.000,,,2500.000,,,,2500.000,,,,2500.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,0.060,0.060,,,,,,,,,,,
DepreciationDepletionAndAmortization,,1099000.000,,,,1356000.000,,,,1700000.000,,,,1396000.000
EarningsPerShareBasic,-0.030,-0.160,-0.080,-0.090,0.060,-0.180,-0.170,-0.190,0.050,-0.100,-0.070,-0.130,0.080,0.040
EarningsPerShareDiluted,-0.030,-0.160,-0.080,-0.090,0.060,-0.180,-0.170,-0.190,0.050,-0.100,-0.070,-0.130,0.080,0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,-9000.000,,,,-45000.000,,,,-12000.000,,,,-105000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,-0.016,-0.027,0.014,0.032,0.100
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,0.000,0.000,0.000,0.000,0.000
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions,,,,,,,,,,,,,,0.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,,,,,,,,0.000,0.000,0.000,0.000,
FairValueAssumptionsExpectedDividendRate,0.000,,,,,,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,0.800,,,,,,,,,,,,,
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,,,,300000.000,,,,,,
GeneralAndAdministrativeExpense,4918000.000,5622000.000,4675000.000,5332000.000,6107000.000,6130000.000,5741000.000,5901000.000,5812000.000,5861000.000,6216000.000,5877000.000,4559000.000,5332000.000
GrossProfit,17189000.000,17108000.000,19709000.000,20319000.000,27547000.000,18859000.000,16987000.000,17400000.000,24980000.000,18752000.000,20564000.000,16903000.000,24002000.000,19053000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-564000.000,-4937000.000,-2500000.000,-3295000.000,1763000.000,-5910000.000,-5795000.000,-6490000.000,1750000.000,-3543000.000,-2421000.000,-4529000.000,2752000.000,1339000.000
IncomeTaxExpenseBenefit,63000.000,132000.000,60000.000,-267000.000,-149000.000,86000.000,40000.000,44000.000,130000.000,55000.000,65000.000,-65000.000,-75000.000,134000.000
IncomeTaxesPaid,,694000.000,,,,150000.000,,,,208000.000,,,,204000.000
IncreaseDecreaseInAccountsPayable,,-1896000.000,,,,-6494000.000,,,,2270000.000,,,,-3309000.000
IncreaseDecreaseInAccountsReceivable,,-5352000.000,,,,-10927000.000,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,-2081000.000,,,,-3035000.000,,,,-3533000.000,,,,-1649000.000
IncreaseDecreaseInDeferredRevenue,,-80000.000,,,,-21000.000,,,,,,,,170000.000
IncreaseDecreaseInOtherOperatingAssets,,-20000.000,,,,63000.000,,,,-50000.000,,,,55000.000
IncreaseDecreaseInOtherOperatingLiabilities,,-12000.000,,,,20000.000,,,,-72000.000,,,,36000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,409000.000,,,,-457000.000,,,,46000.000,,,,-20000.000
IncreaseDecreaseInReceivables,,,,,,,,,,-12919000.000,,,,-7320000.000
IncrementalCommonSharesAttributableToAcceleratedShareRepurchaseAgreements,,,,,,,,,,,,,,15000.000
InterestExpense,-9000.000,3000.000,3000.000,2000.000,0.000,2000.000,1000.000,3000.000,2000.000,3000.000,2000.000,1000.000,1000.000,2000.000
InterestIncomeOperating,,,,,,,,,,,,,,100000.000
InterestPaid,,4000.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,1463000.000,,,,1048000.000,,,,-232000.000,,,,-868000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1463000.000,,,,1048000.000,,,,-232000.000,,,,-868000.000
NetCashProvidedByUsedInInvestingActivities,,-8755000.000,,,,-14817000.000,,,,8616000.000,,,,-7980000.000
