,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableAndAccruedLiabilities,2115.000,2770.000,,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,651.000,5273.000,11335.000,3548.000,3176.000,4266.000,6537.000,8967.000,9066.000,4124.000,3556.000,10438.000,466.000,1917.000,0.000,700.000,4726.000,2373.000,6689.000,5.000,9687.000
AdditionalPaidInCapital,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,158722.000,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,,,,158722.000,158722.000
Assets,14334.000,1161.000,2267.000,1051.000,2135.000,1724.000,1854.000,42.000,426.000,2773.000,750.000,2851.000,4577.000,5860.000,3911.000,,,,,1765.000,2661.000,628.000,0.000
AssetsCurrent,,,,,,,,,,,,,,,,1099.000,1934.000,802.000,3408.000,,,,
Cash,14334.000,1161.000,2267.000,1051.000,2135.000,1724.000,1854.000,42.000,426.000,2773.000,750.000,1503.000,3229.000,4512.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,14334.000,1161.000,2267.000,1051.000,2135.000,1724.000,1854.000,42.000,426.000,2773.000,750.000,1503.000,3229.000,4512.000,3911.000,1099.000,1735.000,603.000,3408.000,1765.000,2661.000,628.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000,950000000.000
CommonStockSharesIssued,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000,45411400.000
CommonStockSharesOutstanding,45411400.000,45411400.000,45411400.000,45411400.000,,,,,,,,,,,,,,,,,,,
CommonStockValue,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000,454.000
DeferredTaxAssetsNet,,,,,,,,,,,0.000,0.000,,,,0.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,27825.000,30825.000,,,,40015.000,,,,95000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,-27825.000,30825.000,,,,79064.000,,,,95000.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-146957.000,-160785.000,162560.000,168398.000,175876.000,178500.000,181998.000,186900.000,193287.000,199370.000,201492.000,206949.000,207655.000,215754.000,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,5000.000,5000.000,7500.000,17500.000,21500.000,23500.000,28000.000,34000.000,34000.000,46500.000,49500.000,52000.000,62000.000,74000.000,89800.000,105987.000,113987.000,125987.000,131487.000,148087.000,164877.000
Liabilities,2115.000,2770.000,5651.000,10273.000,18835.000,21048.000,24676.000,27766.000,34537.000,42967.000,43066.000,50624.000,53056.000,62438.000,62466.000,75917.000,,,,128360.000,138176.000,148092.000,176364.000
LiabilitiesAndStockholdersEquity,14334.000,1161.000,2267.000,1051.000,2135.000,1724.000,1854.000,42.000,426.000,2773.000,750.000,2851.000,4577.000,5860.000,3911.000,1099.000,1934.000,802.000,3408.000,1765.000,2661.000,628.000,0.000
LiabilitiesCurrent,,,,,,,,,,,,,,,,75917.000,89800.000,106687.000,118713.000,,,,
OperatingLossCarryforwards,,,,,,,,,,,,205500.000,,,,232500.000,,,,284000.000,,,
OtherLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,,,,1800.000
PrepaidExpenseCurrent,,,,,,,,,,,,,,,,,,199.000,,,,,
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,1348.000,1348.000,1348.000,0.000,0.000,199.000,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,,-217731.000,-233994.000,-247042.000,-265061.000,-274481.000,-285771.000,-294691.000,-306640.000,-335540.000
StockholdersEquity,12219.000,-1609.000,-3384.000,-9222.000,-16700.000,-19324.000,-22822.000,-27724.000,-34111.000,-40194.000,-42316.000,-47773.000,-48479.000,-56578.000,-58555.000,-74818.000,-87866.000,-105885.000,-115305.000,-126595.000,-135515.000,-147464.000,-176364.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,12219.000,-1609.000,-3384.000,-9222.000,-16700.000,-19324.000,-22822.000,-27724.000,-34111.000,-40194.000,-42316.000,-47773.000,-48479.000,-56578.000,-58555.000,-74818.000,,,,-126595.000,-135515.000,-147464.000,-176364.000
