,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableCurrent,32568000.000,41170000.000,40972000.000,43025000.000,37918000.000,31669000.000,27284000.000,26400000.000,27600000.000,27779000.000,28540000.000,32459000.000,48979000.000,42945000.000,50277000.000,61528000.000,74957000.000,56839000.000,56212000.000,58967000.000,53068000.000,51178000.000,49390000.000
AccountsReceivableNetCurrent,48277000.000,47479000.000,59694000.000,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,41161000.000,,,,43684000.000,,,,46199000.000,,,,50291000.000,,,,54771000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2573000.000,-2351000.000,-50000.000,-659000.000,573000.000,364000.000,2822000.000,1313000.000,1059000.000,1625000.000,1828000.000,2403000.000,667000.000,-2947000.000,-4385000.000,-4763000.000,-7743000.000,-7056000.000,-6379000.000,-7573000.000,-8573000.000,-9839000.000,-5076000.000
AllowanceForDoubtfulAccountsReceivableCurrent,0.000,0.000,0.000,0.000,54000.000,0.000,0.000,,,,40000.000,0.000,73000.000,215000.000,240000.000,97000.000,229000.000,210000.000,112000.000,135000.000,127000.000,134000.000,138000.000
Assets,123693000.000,134761000.000,151146000.000,150912000.000,147338000.000,136497000.000,134242000.000,135130000.000,136308000.000,138778000.000,141976000.000,156660000.000,218533000.000,208006000.000,216641000.000,230794000.000,244300000.000,227940000.000,234332000.000,235924000.000,234286000.000,234502000.000,229678000.000
AssetsCurrent,103473000.000,110078000.000,122932000.000,129490000.000,125479000.000,114370000.000,107881000.000,111767000.000,105221000.000,109333000.000,111944000.000,123216000.000,169070000.000,159198000.000,168902000.000,185107000.000,196461000.000,174168000.000,179325000.000,181459000.000,177711000.000,176722000.000,173281000.000
AssetsFairValueDisclosureRecurring,,,,858000.000,1506000.000,1323000.000,4285000.000,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,18300000.000,,,,18919000.000,,,,19839000.000,,,,23134000.000,,,,23737000.000,,,
CapitalLeasedAssetsGross,,,,1900000.000,,,,1700000.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,1370000.000,,,,588000.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,782000.000,,,,588000.000,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,0.000,,,,,,,,,,,,,,,
