,2011-09-30,2011-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,175568.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,184727.000,186058.000,163003.000,,,,
AccountsPayableCurrent,144172.000,152217.000,,,,,,876856.000,,
AccountsPayableCurrentAndNoncurrent,,,,,,,147064.000,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,8100.000
AccruedLiabilitiesCurrent,,25017.000,46364.000,50628.000,54938.000,59249.000,75837.000,83788.000,97876.000,69073.000
AccruedPayrollTaxesCurrent,,37913.000,52198.000,52198.000,52198.000,52198.000,82198.000,104475.000,123701.000,138701.000
AdditionalPaidInCapital,204218.000,204218.000,204218.000,204218.000,204218.000,204218.000,204218.000,1462168.000,1179968.000,1122168.000
Assets,522.000,522.000,0.000,,,200.000,63225.000,922918.000,944254.000,937218.000
AssetsCurrent,,,,,,,63225.000,21807.000,48560.000,46941.000
AssetsNoncurrent,,,,,,,,901111.000,895694.000,890277.000
Cash,,522.000,,,,200.000,,,,
CashAndCashEquivalentsAtCarryingValue,522.000,,0.000,,,,30.000,140.000,1893.000,274.000
CommitmentsAndContingencies,,0.000,,,,,,,,
CommonStockNoParValue,0.000,0.000,,0.000,,0.000,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,0.000,0.000,0.000
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,4318549.000,4378549.000,4418549.000,4418549.000,4418549.000,4418549.000,5238549.000,5238549.000,6031900.000,6890773.000
CommonStockSharesOutstanding,4318549.000,4378549.000,4418549.000,4418549.000,4418549.000,4418549.000,4418549.000,5238549.000,6031900.000,6890773.000
CommonStockValue,584790.000,611790.000,629790.000,629790.000,629790.000,629790.000,1141490.000,1141490.000,1778500.000,2138868.000
ConvertibleLongTermNotesPayable,0.000,,,,,,143733.000,,,
ConvertibleNotesPayable,,,,,,,,143733.000,143733.000,143733.000
ConvertibleNotesPayableCurrent,143733.000,143733.000,143733.000,143733.000,143733.000,143733.000,,,,
DeferredTaxAssetsLiabilitiesNet,,0.000,,,,,,0.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,398000.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-1217924.000,-1282557.000,-1360062.000,-1373485.000,-1379126.000,-1386192.000,-2011068.000,,,
DueToRelatedPartiesCurrent,0.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,12637.000,,,,,,52198.000,,,
InterestPayableCurrent,20705.000,,,,,,,,,
Liabilities,429438.000,467071.000,526054.000,539477.000,545118.000,552384.000,728585.000,876856.000,1017228.000,1151830.000
LiabilitiesAndStockholdersEquity,522.000,522.000,0.000,,,200.000,63225.000,922918.000,944254.000,937218.000
LiabilitiesCurrent,333093.000,226993.000,285976.000,299399.000,305040.000,286296.000,728585.000,,,
LinesOfCreditCurrent,,96345.000,96345.000,96345.000,96345.000,122355.000,267907.000,300806.000,485925.000,460114.000
LongTermDebt,,,,240078.000,240078.000,,,,,
LongTermDebtAndCapitalLeaseObligations,,,240078.000,,,,,,,
LongTermLineOfCredit,96345.000,,,,,,,,,
NotesPayableCurrent,11846.000,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,11846.000,11846.000,11846.000,11846.000,11846.000,11846.000,11846.000,11846.000,11846.000
OperatingLossCarryforwards,,1200000.000,,,,,,2500000.000,,
OtherAssetsNoncurrent,,,,,,,,36111.000,30694.000,25277.000
OtherIntangibleAssetsNet,,,,,,,,865000.000,865000.000,865000.000
PreferredStockNoParValue,0.000,0.000,,0.000,,0.000,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,0.000,0.000,0.000
PreferredStockSharesAuthorized,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
PreferredStockSharesIssued,,0.000,,0.000,,0.000,,,,
PreferredStockSharesOutstanding,,0.000,,0.000,,0.000,,,,
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
PrepaidExpenseCurrent,0.000,,,,,,,21667.000,46667.000,46667.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,63195.000,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,-2557846.000,-3031692.000,-3475898.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,0.500,,,
SharesOutstanding,,-466549.000,,,,-552184.000,,,,
StockholdersEquity,-428916.000,-466549.000,-526054.000,-539477.000,-545118.000,-552184.000,-665360.000,46062.000,-72974.000,-214612.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-428916.000,-466549.000,-526054.000,,,-552184.000,-665360.000,46062.000,-72974.000,-214612.000
