,2012-03-28,2012-08-15,2012-11-14,2013-03-29,2013-05-15,2013-08-15,2013-11-14,2013-12-31,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,,406758.000,648000.000,922000.000,1214219.000,453537.000,317142.000,,153794.000,40294.000,115027.000,84757.000,64862.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,269868.000,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,580639.000,484006.000,,,,,,
AccountsPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,,296483.000,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,,,,0.000,
AdditionalPaidInCapital,,,,,,,,10476098.000,10441000.000,10633000.000,10815889.000,10869429.000,10919793.000,10966326.000,11037360.000,11090030.000,11143830.000,11197629.000,11251430.000
Assets,,,,,,,,12046201.000,15179000.000,22559000.000,22339470.000,22588694.000,21690256.000,21388443.000,21643303.000,21663042.000,21332399.000,21214931.000,21709105.000
AssetsFairValueDisclosure,,,,,,,,78000.000,3085000.000,619000.000,654.000,642000.000,349000.000,280000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,1550000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,,,,,,,1312529.000,,,,,,,,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,9150000.000,,,,,,,,,,
Cash,,,,,,,,78113.000,3085000.000,619000.000,654381.000,641748.000,348570.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,78113.000,3085000.000,619000.000,654381.000,641748.000,348570.000,280187.000,525452.000,762533.000,699156.000,717104.000,1070964.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,654.000,642000.000,349000.000,280000.000,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,,,,,1676955.000,1670288.000,1731788.000,1731788.000,1731788.000,1731788.000,1742688.000,1742688.000,1784488.000,1784938.000,1784938.000,1784938.000
CommonStockSharesOutstanding,,,,,,,,1676955.000,1670288.000,1731788.000,1731788.000,1731788.000,1731788.000,1742688.000,1742688.000,1784488.000,1784938.000,1784938.000,1784938.000
CommonStockValue,,,,,,,,1677.000,2000.000,2000.000,1732.000,1732.000,1732.000,1743.000,1743.000,1784.000,1784.000,1785.000,1785.000
DebtCurrent,,,,,,,,-30000000.000,,,,,,,,,,,
DeferredRevenueCurrent,,,,,,,,5648.000,150000.000,109000.000,25582.000,369024.000,101445.000,,134546.000,428041.000,193457.000,48188.000,396320.000
DeferredRevenueNoncurrent,,,,,,,,,,,,,,146397.000,,,,,
DerivativeLiabilities,,,,,,,,,,,528.000,,,,,,,,
DividendsPayableAmountPerShare,,,,,,,,,,,,,,,0.484,0.484,,,0.484
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,70000.000,70000.000,,,
DueToRelatedPartiesCurrent,,,,,,,,,1650000.000,1650000.000,,1650000.000,1650000.000,1650000.000,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,1650000.000,1650000.000,,,,1650000.000,,,,,
DueToRelatedPartiesNoncurrent,,,,,,,,1650000.000,,,1650000.000,0.000,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,228071.000,106000000.000,,325000.000,,,,153000.000,309000.000,259000.000,205000.000,151000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,175858.000,,,,,,,650140.000,
