,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndOtherAccruedLiabilities,9095000.000,9042000.000,9225000.000,9196000.000,7079000.000,8320000.000,7744000.000,8094000.000,7077000.000,8437000.000,8035000.000,18592000.000,8031000.000,7349000.000,7503000.000,7093000.000,7232000.000,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,6933000.000,7551000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,19750000.000,,,,19992000.000,,,,21167000.000,,,,22365000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3866000.000,4714000.000,3781000.000,4448000.000,5006000.000,5889000.000,5261000.000,4839000.000,2709000.000,1281000.000,1077000.000,1634000.000,2557000.000,2064000.000,2335000.000,2814000.000,1522000.000,2148000.000,1214000.000
AdditionalPaidInCapitalCommonStock,12012000.000,12039000.000,12066000.000,12028000.000,12080000.000,12136000.000,12192000.000,12204000.000,12229000.000,12306000.000,12371000.000,12405000.000,12468000.000,12561000.000,12654000.000,12687000.000,12801000.000,12917000.000,15803000.000
AdvancesFromFederalHomeLoanBanks,,55000000.000,55000000.000,55000000.000,55000000.000,40000000.000,40000000.000,40000000.000,40000000.000,25000000.000,66700000.000,84000000.000,98985000.000,54470000.000,60455000.000,43640000.000,53625000.000,41610000.000,41595000.000
Assets,1016547000.000,1051953000.000,1086929000.000,1067705000.000,1038789000.000,984600000.000,1023971000.000,955930000.000,944958000.000,982992000.000,996776000.000,976513000.000,1005374000.000,982485000.000,1021623000.000,987871000.000,980580000.000,1023168000.000,1093917000.000
AssetsFairValueDisclosureNonrecurring,,,,,19026000.000,14939000.000,14573000.000,9636000.000,10036000.000,7932000.000,7550000.000,6458000.000,6789000.000,6083000.000,5717000.000,6085000.000,5161000.000,5116000.000,6055000.000
AssetsFairValueDisclosureRecurring,,,,,256205000.000,247904000.000,242858000.000,246771000.000,235624000.000,228760000.000,221575000.000,212967000.000,207148000.000,199622000.000,183753000.000,170125000.000,162622000.000,158996000.000,173723000.000
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,,,,,,,,,,,2104000.000
