,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,18018000.000,20461000.000,30365000.000,32254000.000,20669000.000,26618000.000,29797000.000,36667000.000,22031000.000,28665000.000,33263000.000,37741000.000,27095000.000,35040000.000,43807000.000,43551000.000,33324000.000,37259000.000,47146000.000,47839000.000,38065000.000,37160000.000,62155000.000,75132000.000,45787000.000
AccountsReceivableNet,1914000.000,2148000.000,2413000.000,3008000.000,3355000.000,3052000.000,3272000.000,3450000.000,3116000.000,3456000.000,3583000.000,5119000.000,4774000.000,5332000.000,5663000.000,5758000.000,5745000.000,6165000.000,6480000.000,6805000.000,4203000.000,4670000.000,5973000.000,5469000.000,5750000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,,600000.000,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,1500000.000,,,,2300000.000,,,,2000000.000,,,,1900000.000,,,,3000000.000,,,,,
AccumulatedDistributionsInExcessOfNetIncome,153429000.000,156675000.000,165629000.000,169799000.000,174137000.000,175563000.000,171673000.000,172773000.000,173334000.000,170740000.000,169721000.000,162450000.000,169516000.000,172162000.000,168628000.000,167692000.000,172078000.000,168963000.000,168871000.000,171980000.000,176429000.000,167901000.000,214703000.000,239062000.000,262508000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8699000.000,-7499000.000,-8365000.000,-10255000.000,-9200000.000,-14483000.000,-16224000.000,-15242000.000,-13703000.000,-6481000.000,-10053000.000,-6402000.000,-8331000.000,-12057000.000,-9593000.000,-13005000.000,-16992000.000,-14571000.000,-19108000.000,-14415000.000,-26511000.000,-30863000.000,-27932000.000,-21475000.000,-19853000.000
AdditionalPaidInCapitalCommonStock,818343000.000,815199000.000,820641000.000,862467000.000,863891000.000,884658000.000,942327000.000,943604000.000,998739000.000,1001821000.000,1037016000.000,1066399000.000,1097014000.000,1120650000.000,1157820000.000,1183388000.000,1307653000.000,1331662000.000,1337656000.000,1388343000.000,1664549000.000,2339074000.000,2343581000.000,2348567000.000,2354398000.000
AllowanceForDoubtfulAccountsReceivable,,,,500000.000,,,,400000.000,,,,400000.000,,,,500000.000,,,,400000.000,,,,1000000.000,
Assets,1181992000.000,1184195000.000,1340488000.000,1344735000.000,1350001000.000,1382763000.000,1397348000.000,1484441000.000,1495540000.000,1497414000.000,1523262000.000,1561875000.000,1643008000.000,1740291000.000,1781284000.000,1854800000.000,1982178000.000,2044952000.000,2106812000.000,2122172000.000,2449483000.000,3426453000.000,3848116000.000,3857984000.000,3857633000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,150444000.000,,42351000.000,105137000.000,187100000.000,22349000.000,,,,,,,,,,,,,,,,
