,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,13075.000,14284.000,15516.000,17489.000,29820.000,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,191703.000,
AccountsPayableCurrent,,,,,,84664.000,210760.000,242531.000,297409.000,153473.000,1186562.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,27073.000,27073.000,27073.000,27073.000
AccruedLiabilitiesCurrent,,,,,,233552.000,189450.000,200484.000,271181.000,344826.000,489055.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,26213.000,41241.000,,,165867.000,225447.000
AdditionalPaidInCapital,36250.000,36250.000,36250.000,36250.000,36250.000,1943091.000,2060417.000,2582373.000,8591554.000,9085015.000,9702505.000
Assets,,79236.000,64360.000,61060.000,530013.000,323356.000,262903.000,354596.000,4148031.000,4392359.000,4172799.000
AssetsCurrent,,,,,530013.000,132281.000,60906.000,92507.000,72221.000,320005.000,133011.000
BankOverdrafts,,,,,,,37616.000,,,,
Cash,,79236.000,64360.000,61060.000,0.000,80454.000,1879.000,22513.000,3169.000,245605.000,47916.000
CashAndCashEquivalentsAtCarryingValue,,79236.000,64360.000,61060.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000,650000000.000
CommonStockSharesIssued,11500000.000,11500000.000,11500000.000,11500000.000,11500000.000,75000000.000,75000000.000,75000000.000,80000000.000,86527778.000,87796524.000
CommonStockSharesOutstanding,,,,,11500000.000,75000000.000,75000000.000,75000000.000,80000000.000,86527778.000,87796524.000
CommonStockSharesSubscriptions,,,,,528000.000,-1097000.000,-434507.000,,-1334000.000,-527211.000,
CommonStockValue,11500.000,11500.000,,,,,,,,,
CommonStockValueOutstanding,,,11500.000,11500.000,11500.000,75000.000,75000.000,75000.000,80000.000,86528.000,87797.000
DebtInstrumentUnamortizedDiscount,,,,,,,9214.000,,94827.000,480716.000,806539.000
DebtLongtermAndShorttermCombinedAmount,,,,,,523000.000,741000.000,,,,2485000.000
DeferredFinanceCostsNet,,,,,,,,,,,26200.000
DeferredRentAssetNetCurrent,,,,,,,,,,,50000.000
