,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,73046.000,78103.000,83434.000,34098.000,61795.000,34955.000,38585.000,43023.000,38914.000,51461.000,17895.000,23514.000,15356.000,9016.000,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,12089.000,34473.000,38087.000,29306.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1170.000,-1170.000,-47319.000,-1950.000,-5850.000,-3510.000,-9619.000,-2730.000,-1170.000,,1820899.000,1268647.000,1253458.000,2287814.000,1748679.000,1821485.000,1764464.000,1762930.000
AdditionalPaidInCapitalCommonStock,21170385.000,21170385.000,21170385.000,21554521.000,21554521.000,21554521.000,21554521.000,21554521.000,21558391.000,21559165.000,21564850.000,21802129.000,21808600.000,21813199.000,21819668.000,21826143.000,21832610.000,21839083.000
Assets,104004.000,105628.000,59102.000,1101137.000,1099635.000,1102171.000,,,,,,2632973.000,2571342.000,3574282.000,3012781.000,3068467.000,2986958.000,2965043.000
AvailableForSaleSecurities,7997.000,7997.000,3998.000,7997.000,7997.000,7997.000,,,7800.000,8970.000,,,,,,,,
AvailableForSaleSecuritiesCurrent,7800.000,7800.000,7800.000,1007020.000,1003120.000,1005460.000,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,,8580.000,6240.000,,,,,,,,,,
Cash,3907.000,5531.000,5154.000,1820.000,4218.000,4414.000,3378.000,2585.000,1543.000,904.000,242443.000,226052.000,76599.000,48183.000,25817.000,8697.000,5493.000,6798.000
CashAndCashEquivalentsAtCarryingValue,3907.000,5531.000,5154.000,1820.000,4218.000,4414.000,,,,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,187296.000,187296.000,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,187296.000,187296.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
CommonStockSharesIssued,1487644.000,1487644.000,1487644.000,2618500.000,1487644.000,2618500.000,2618500.000,2618500.000,2618500.000,2618500.000,2618500.000,2749929.000,2749929.000,2937225.000,2937225.000,2937225.000,2937225.000,2937225.000
CommonStockSharesOutstanding,742108.000,742108.000,742108.000,1872964.000,1872964.000,1872964.000,1872964.000,1872964.000,1872964.000,1872964.000,2618500.000,2749929.000,2749929.000,2937225.000,2937225.000,2937225.000,2937225.000,2937225.000
CommonStockValue,14878.000,14878.000,14878.000,26187.000,26187.000,26188.000,26188.000,26188.000,26188.000,26188.000,26185.000,27499.000,27499.000,29372.000,29372.000,29372.000,29372.000,29372.000
DebtInstrumentFaceAmount,,,,,,,,,,187296.000,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,56188.000,53379.000,50569.000,51974.000,,,,46414.000,43634.000,40825.000,38074.000,35294.000,32514.000,29734.000,26954.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,761000.000,,,,809000.000,,,,885000.000,,,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,,300000.000,,,,-415000.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-1061000.000,,,,-394000.000,,,,495000.000,,,
DueFromRelatedParties,,,,,,,64000.000,,,,123000.000,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,80765.000,83539.000,,,,,,44713.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,,,,,,57655.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,,77068.000,70597.000,64126.000,,,
