,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-45886000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,14000.000,2476000.000,-2844000.000,-2125000.000,-3898000.000,-2684000.000,-1365000.000
AdditionalPaidInCapital,195597000.000,195790000.000,196002000.000,196204000.000,196409000.000,196819000.000,197099000.000
AdvancesFromFederalHomeLoanBanks,557500000.000,558000000.000,561000000.000,533000000.000,233000000.000,233000000.000,233000000.000
Assets,3221544000.000,3206310000.000,3146964000.000,3145538000.000,3304174000.000,3215558000.000,3216647000.000
AssetsFairValueDisclosureNonrecurring,,,,,,98171000.000,
AssetsFairValueDisclosureRecurring,,,,,259244000.000,270269000.000,332034000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,0.000,0.000,0.000,0.000,0.000,,
AvailableForSaleSecurities,418967000.000,412108000.000,404550000.000,442531000.000,244059000.000,253798000.000,314597000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,248814000.000,256581000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,128252000.000,140155000.000,121111000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,66726000.000,46957000.000,33588000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,61526000.000,93198000.000,87523000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,1005000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,1067000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,1490000.000,,1219000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,1516000.000,,1380000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,9595000.000,,21480000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,6268000.000,,18599000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,248814000.000,,315069000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,0.000,,1013000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,0.000,,1019000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,,83708000.000,153359000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,,83629000.000,154234000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,244059000.000,,314597000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,244059000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,9297000.000,7307000.000,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,7245000.000,7063000.000,5183000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,9297000.000,7307000.000,5524000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,2052000.000,244000.000,341000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,4542000.000,4524000.000,
BankOverdrafts,,,,,,1500000.000,
BankOwnedLifeInsurance,,,,,10000000.000,50624000.000,50997000.000
CashAndCashEquivalentsAtCarryingValue,64999000.000,85937000.000,76675000.000,63524000.000,70101000.000,117451000.000,129300000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,64999000.000,85937000.000,76675000.000,63524000.000,70101000.000,117451000.000,129300000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,70101000.000,,
CashAndDueFromBanks,60905000.000,54307000.000,61400000.000,57645000.000,62831000.000,60290000.000,49190000.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYield,,,,,,-24266000.000,
CertainLoansAcquiredInTransferAccretableYield,,,,,,,19512000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000,34000000.000
CommonStockSharesIssued,21465163.000,21465163.000,21465163.000,21465163.000,21465163.000,21465163.000,21471569.000
CommonStockSharesOutstanding,,,,,,,21471569.000
CommonStockValue,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000,215000.000
ContractualMaturitiesTimeDeposits100000OrMoreAfter12Months,,,,,,359387000.000,
ContractualMaturitiesTimeDeposits100000OrMoreSixMonthsThrough12Months,,,,,,90587000.000,
ContractualMaturitiesTimeDeposits100000OrMoreThreeMonthsOrLess,,,,,,23204000.000,
ContractualMaturitiesTimeDeposits100000OrMoreThreeMonthsThroughSixMonths,,,,,,22139000.000,
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,1.000,
DebtInstrumentConvertibleConversionPrice1,,,,,,0.424,
DeferredIncomeTaxLiabilities,,,,,,27239000.000,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,0.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,229000.000,
DeferredTaxAssetsGross,,,,,,23592000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,5100000.000,-3647000.000,8300000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,326000.000,
DeferredTaxAssetsOther,,,,,,2786000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,0.000,
DeferredTaxAssetsTaxDeferredExpense,,,,,,2650000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,901000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,15633000.000,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,,,1067000.000,
DeferredTaxLiabilities,,,,,5600000.000,,
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,,3016000.000,
DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,,,,,,338000.000,
DeferredTaxLiabilitiesFinancingArrangements,,,,,,6877000.000,
DeferredTaxLiabilitiesMortgageServicingRights,,,,,,13910000.000,
DeferredTaxLiabilitiesOther,,,,,,1132000.000,
DeferredTaxLiabilitiesRegulatoryAssets,,,,,,15273000.000,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,,,603000.000,
DeferredTaxLiabilityNotRecognizedCumulativeAmountOfTemporaryDifference,,,,,,8500000.000,
DefinedBenefitPlanBenefitObligation,,,,,,2432000.000,
Deposits,2315745000.000,2302857000.000,2239198000.000,2264489000.000,2703202000.000,2595333000.000,2600520000.000
DepositsFairValueDisclosure,,,,,2718203000.000,,
DepositsSavingsDeposits,506236000.000,505059000.000,522496000.000,563344000.000,731428000.000,743970000.000,756818000.000
DepositsWholesale,283650000.000,253395000.000,215941000.000,204594000.000,175446000.000,106066000.000,95737000.000
DerivativeAssetFairValueNet,,,,,3421000.000,2561000.000,2140000.000
DerivativeAssets,,,,,3421000.000,,
DerivativeLiabilityNotionalAmount,,,,,48000000.000,63000000.000,66000000.000
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,0.000,0.000,0.000,0.000,0.000,0.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,117000.000,39000.000,18000.000
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,,,,,,174000.000,
FDICIndemnificationAsset,,,,,77311000.000,80268000.000,58917000.000
FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRate,,,,,,0.032,
FederalHomeLoanBankAdvancesMaturitiesSummary,,,,,233000000.000,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueAfterFiveYearsOfBalanceSheetDate,,,,,75000000.000,,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromFourToFiveYearsOfBalanceSheetDate,,,,,75000000.000,50000000.000,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromOneToTwoYearsOfBalanceSheetDate,,,,,0.000,0.000,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromThreeToFourYearsOfBalanceSheetDate,,,,,83000000.000,125000000.000,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromTwoToThreeYearsOfBalanceSheetDate,,,,,0.000,33000000.000,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRemainderOfFiscalYear,,,,,,0.000,
FederalHomeLoanBankAdvancesMaturitiesSummaryDueWithinOneYearOfBalanceSheetDate,,,,,0.000,,
FederalHomeLoanBankBorrowingsFairValueDisclosure,,,,,261787000.000,,
FederalHomeLoanBankStock,37626000.000,35782000.000,32694000.000,,,,
FederalHomeLoanBankStockAndFederalReserveBankStock,,,,37965000.000,29327000.000,20914000.000,19245000.000
FinancialInstrumentsOwnedStateAndMunicipalGovernmentObligationsAtFairValue,,,,,,13483000.000,
FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,,,,,,1278000.000,
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,2464077000.000,2342995000.000,2321555000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,25281000.000,25594000.000,34827000.000
FinancingReceivableRecordedInvestment30To59DaysPastDue,,,,,7899000.000,11342000.000,10956000.000
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,,3190000.000,5740000.000,2784000.000
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,,,75000.000,43000.000,6000.000
FinancingReceivableRecordedInvestmentCurrent,,,,,2574314000.000,2432308000.000,2417486000.000
FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,,,,,47005000.000,45891000.000,44910000.000
FiniteLivedCustomerListsGross,,,,,,10160000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,2135000.000,
FiniteLivedIntangibleAssetsNet,,,,,,8025000.000,
