,2011-12-31,2012-12-31,2013-12-31
AmortizationOfDebtDiscountPremium,,,50488.000
CashAndCashEquivalentsPeriodIncreaseDecrease,8753.000,34167.000,18070.000
DerivativeCostOfHedge,,,7101.000
EarningsPerShareBasicAndDiluted,-0.020,-0.050,-0.000
EffectiveIncomeTaxRateContinuingOperations,,0.340,0.340
ExplorationCosts,,21194.000,1935.000
ExplorationExpense,,21194.000,
FederalIncomeTaxExpenseBenefitContinuingOperations,,65000.000,90000.000
GeneralAndAdministrativeExpense,24195.000,40735.000,57504.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-65000.000,-90000.000
IncreaseDecreaseInAccountsPayable,2260.000,14579.000,16573.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,15236.000,112227.000,118864.000
InterestExpense,2570.000,10710.000,78416.000
IssuanceOfStockAndWarrantsForServicesOrClaims,1870.000,,
NetCashProvidedByUsedInFinancingActivities,102818.000,150000.000,150000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,102818.000,150000.000,150000.000
NetCashProvidedByUsedInInvestingActivities,-50000.000,-50000.000,-60000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-50000.000,-50000.000,-60000.000
NetCashProvidedByUsedInOperatingActivities,-44065.000,-65833.000,-71930.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-44065.000,-65833.000,-71930.000
NetIncomeLoss,-63431.000,-192639.000,-264956.000
OperatingIncomeLoss,-60861.000,-181929.000,-179439.000
OtherNonoperatingIncomeExpense,,,-85517.000
PaymentsToAcquireOilAndGasPropertyAndEquipment,50000.000,50000.000,60000.000
ProceedsFromConvertibleDebt,,,150000.000
ProceedsFromIssuanceOfCommonStock,50000.000,25000.000,
ProceedsFromNotesPayable,50958.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,1860.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,5.340
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,,0.003
StockIssuedDuringPeriodValueNewIssues,,25000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,142440000.000
