,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,,,,17518000.000,16711000.000,16213000.000,17323000.000,13535000.000,15635000.000,24282000.000,20282000.000
AccountsReceivableNetCurrent,,,,132875000.000,133014000.000,132183000.000,134855000.000,148655000.000,144808000.000,147507000.000,133997000.000
AccruedBonusesCurrent,,,,,,,14331000.000,,,,25448000.000
AccruedIncomeTaxesCurrent,,,,18526000.000,21533000.000,9323000.000,5578000.000,5774000.000,1146000.000,1396000.000,3057000.000
AccruedIncomeTaxesNoncurrent,,,,6342000.000,6869000.000,7218000.000,10992000.000,10181000.000,10337000.000,10568000.000,13566000.000
AccruedLiabilitiesCurrent,,,,72860000.000,79013000.000,81780000.000,87347000.000,78343000.000,87511000.000,94202000.000,105842000.000
AccruedProfessionalFeesCurrent,,,,,,,5938000.000,,,,6608000.000
AccruedSalesCommissionCurrent,,,,,,,2346000.000,,,,3680000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,71723000.000,,,,105626000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,258000.000,364000.000,,235000.000,253000.000,320000.000,412000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,1942000.000,-1758000.000,,-1330000.000,-1101000.000,-890000.000,-671000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,74000.000,65000.000,,-629000.000,-626000.000,-615000.000,784000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,11186000.000,34774000.000,,-17732000.000,-29348000.000,19605000.000,29671000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,26302000.000,9576000.000,33445000.000,32608000.000,-19456000.000,-30822000.000,18420000.000,30196000.000
AdditionalPaidInCapitalCommonStock,,,,1334378000.000,1336091000.000,1337305000.000,1253821000.000,1255182000.000,1241752000.000,1242831000.000,1237766000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,9263000.000,7137000.000,5223000.000,5718000.000,6548000.000,6973000.000,7181000.000,7708000.000
Assets,,,,4043389000.000,4038843000.000,4045036000.000,3962308000.000,3887024000.000,3894361000.000,3940333000.000,3968358000.000
AssetsCurrent,,,,423957000.000,465260000.000,482001000.000,437703000.000,443494000.000,485038000.000,506137000.000,537423000.000
AssetsFairValueDisclosure,,,,,269287000.000,292693000.000,250935000.000,237686000.000,291092000.000,315511000.000,362208000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,5100000.000,4800000.000,4671000.000,4671000.000,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,,2046500000.000,,,,
Cash,,,,,,,142437000.000,,,,303190000.000
CashAndCashEquivalentsAtCarryingValue,,,,204020000.000,248633000.000,265809000.000,224597000.000,223234000.000,277667000.000,307552000.000,356733000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,248633000.000,265809000.000,224597000.000,223234000.000,277667000.000,307552000.000,356733000.000
CommonStockParOrStatedValuePerShare,,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
CommonStockSharesIssued,,,,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000
CommonStockSharesOutstanding,,,,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000
ContractualObligation,,,,,,,2587768000.000,,,,2499828000.000
ContractualObligationDueAfterFifthYear,,,,,,,2052831000.000,,,,48117000.000
ContractualObligationDueInNextTwelveMonths,,,,,,,148676000.000,,,,162545000.000
CustomerDepositsCurrent,,,,,,,,,,,7338000.000
DebtInstrumentFaceAmount,,,,,,,,,,,350000000.000
DeferredFinanceCostsNet,,,,51978000.000,49603000.000,47228000.000,44854000.000,39348000.000,37145000.000,34941000.000,32737000.000
DeferredRentCredit,,,,,,,13900000.000,,,,14500000.000
DeferredRevenueCurrent,,,,31472000.000,30441000.000,29633000.000,22608000.000,28763000.000,27831000.000,28848000.000,19639000.000
DeferredTaxAssetsNetCurrent,,,,40120000.000,34570000.000,29554000.000,23396000.000,32404000.000,23689000.000,11024000.000,10711000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,18500000.000,,,,2600000.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,1700000.000,,,,2200000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,7900000.000,,,,5600000.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,,0.000,,,,
DeferredTaxLiabilitiesNoncurrent,,,,638390000.000,626386000.000,615478000.000,604322000.000,602664000.000,594981000.000,577907000.000,573780000.000
DividendsPayableCurrentAndNoncurrent,,,,,,,,,,,800000.000
DueFromAffiliateCurrent,,,,,0.000,,,,,,
DueToRelatedPartiesCurrent,,,,,0.000,,,,,400000.000,400000.000
EmployeeRelatedLiabilitiesCurrent,,,,,,,20357000.000,,,,24098000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,87100000.000,86100000.000,,1500000.000,,4000000.000,79800000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,,,,5000000.000,4500000.000,,
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,,,,,,,3524605000.000,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,0.650,0.650,0.650,0.650,0.650,0.650,0.650
FairValueConcentrationOfRiskNotesReceivable,,,,,,,0.000,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,5100000.000,4800000.000,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,307906000.000,344721000.000,379326000.000,404854000.000,433086000.000,467527000.000,497162000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,1132549000.000,1139861000.000,1072713000.000,1056457000.000,1052592000.000,1067599000.000,1004255000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,125862000.000,126665000.000,126710000.000,93393000.000,55374000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,68559000.000,34985000.000,,,,28068000.000,103235000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,66760000.000,65783000.000,65557000.000,66469000.000,66245000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,66685000.000,67100000.000,67091000.000,66112000.000,65886000.000,66798000.000,66650000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,82902000.000,83421000.000,83431000.000,82210000.000,81942000.000,83094000.000,66980000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,95614000.000,96215000.000,96245000.000,94835000.000,103178000.000,104649000.000,85059000.000
FiniteLivedIntangibleAssetsGross,,,,,2056649000.000,,,,,1884204000.000,1889586000.000
FiniteLivedIntangibleAssetsNet,,,,,1748743000.000,1548247000.000,1512950000.000,1458790000.000,1424529000.000,1416677000.000,1392424000.000
Goodwill,,,,1643269000.000,1636598000.000,1646431000.000,1640541000.000,1618717000.000,1613575000.000,1633577000.000,1637202000.000
IncomeTaxReceivable,,,,,6200000.000,6200000.000,6200000.000,6200000.000,6200000.000,6300000.000,6800000.000
IncomeTaxesReceivable,,,,6255000.000,6247000.000,6249000.000,6253000.000,6249000.000,6251000.000,6257000.000,6804000.000
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,2032146000.000,2061185000.000,2067065000.000
IntangibleAssetsNetExcludingGoodwill,,,,1791705000.000,1748743000.000,1726004000.000,1690652000.000,1633862000.000,1599060000.000,1593658000.000,1569903000.000
InterestPayableCurrent,,,,12627000.000,30475000.000,12700000.000,30310000.000,12749000.000,30587000.000,12345000.000,30233000.000
InterestRateCashFlowHedgeAssetAtFairValue,,,,,100000.000,50000.000,10000.000,10000.000,30000.000,10000.000,
InterestRateDerivativeAssetsAtFairValue,,,,,115000.000,49000.000,14000.000,16000.000,26000.000,5000.000,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,0.000,,,,,,
LettersOfCreditOutstandingAmount,,,,,4500000.000,4500000.000,4500000.000,4500000.000,1100000.000,600000.000,600000.000
Liabilities,,,,2815080000.000,2825440000.000,2788508000.000,2798441000.000,2774728000.000,2791826000.000,2773345000.000,2789452000.000
LiabilitiesAndStockholdersEquity,,,,4043389000.000,4038843000.000,4045036000.000,3962308000.000,3887024000.000,3894361000.000,3940333000.000,3968358000.000
LiabilitiesCurrent,,,,166453000.000,178173000.000,149649000.000,183424000.000,148565000.000,175373000.000,174123000.000,204409000.000
LiabilitiesFairValueDisclosure,,,,,8174000.000,8041000.000,7414000.000,6405000.000,1765000.000,1877000.000,2030000.000
LoansPayableCurrent,,,,,,,,,,,25356000.000
LongTermDebt,,,,,2002882000.000,2002882000.000,2002882000.000,2001351000.000,2001350000.000,1998475000.000,1995214000.000
LongTermDebtCurrent,,,,13450000.000,,,20258000.000,9401000.000,12663000.000,13050000.000,25356000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,1967662000.000,1967662000.000,1954212000.000,1943013000.000,1943012000.000,1943012000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,0.000,,20258000.000,6138000.000,,,25356000.000
