,2011-06-30,2011-09-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AcquisitionCosts,,,,,,,,,,,,,,,,,,644000.000,
AllocatedShareBasedCompensationExpense,,,,82000.000,,,,165000.000,,,,,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,725000.000,191000.000,,368000.000,735000.000,167000.000,373000.000,60000.000,44000.000,67000.000,371000.000
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,,,,,326000.000,,474000.000,741000.000,322000.000,,,,,,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,12000000.000,0.000,0.000,0.000,1250000.000,250000.000,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,1132000.000,-412000.000,-923000.000,-467000.000,4134000.000,-341000.000,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,21338000.000,-359000.000,-1464000.000,-141000.000,6064000.000,-117000.000,234000.000,119000.000,256000.000,493000.000,9000.000,253000.000,3000.000,65000.000,9000.000,217000.000,319000.000
AmortizationOfDebtDiscountPremium,,,,-317000.000,,,,293000.000,,,,297000.000,,,,283000.000,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,-162000.000,359000.000,33000.000,3000.000,8000.000,0.000,-23000.000,11000.000,31000.000,26000.000,160000.000,133000.000,0.000,6000.000,18000.000,523000.000,70000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,359000.000,33000.000,3000.000,8000.000,0.000,229000.000,11000.000,31000.000,26000.000,175000.000,133000.000,0.000,6000.000,18000.000,523000.000,70000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,0.000,0.000,0.000,0.000,0.000,252000.000,0.000,0.000,0.000,15000.000,0.000,0.000,0.000,0.000,0.000,0.000
BankOwnedLifeInsuranceIncome,,,,,42000.000,357000.000,,354000.000,366000.000,316000.000,319000.000,309000.000,303000.000,306000.000,356000.000,346000.000,345000.000,344000.000,338000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,-82127000.000,,,,-45149000.000,,,,3508000.000,,,,19100000.000,,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,0.060,,,,0.100,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,0.060,0.060,0.100,,,,,
ComprehensiveIncomeNetOfTax,,,-6798000.000,1489000.000,-6730000.000,2467000.000,5317000.000,6808000.000,5864000.000,3137000.000,-68000.000,5125000.000,3554000.000,5986000.000,1289000.000,6751000.000,6949000.000,4751000.000,437000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-61000.000,-61000.000,-62000.000,,-6000.000,-7000.000,-6000.000,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,406000.000,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,590000.000,575000.000,575000.000,577000.000,,637000.000,637000.000,637000.000,,,,,,,,,
DefinedBenefitPlanInterestCost,,,555000.000,498000.000,498000.000,499000.000,,540000.000,539000.000,540000.000,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,1037000.000,-16000.000,-16000.000,-16000.000,,-91000.000,-91000.000,-91000.000,,-111.000,-111000.000,-111000.000,,-13000.000,0.000,0.000,
DefinedBenefitPlanServiceCost,,,666000.000,0.000,0.000,0.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,684000.000,,,,604000.000,,,,565000.000,,,,554000.000,,,
DividendIncomeOperating,,,28000.000,39000.000,36000.000,36000.000,35000.000,38000.000,35000.000,42000.000,37000.000,60000.000,90000.000,71000.000,59000.000,75000.000,108000.000,92000.000,57000.000
DividendsCommonStockStock,,,,,,,,,,,,161000.000,,,,666000.000,,,
EarningsPerShareBasic,0.340,0.320,-0.940,0.230,0.240,0.340,0.290,0.320,0.330,0.320,0.350,0.340,0.440,0.420,0.300,0.410,0.490,0.460,0.310
EarningsPerShareDiluted,0.340,0.320,-0.940,0.230,0.240,0.340,0.290,0.320,0.320,0.320,0.350,0.340,0.430,0.420,0.300,0.410,0.480,0.460,0.310
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,0.236,,,,,,,
EquipmentExpense,463000.000,506000.000,509000.000,572000.000,557000.000,616000.000,665000.000,449000.000,434000.000,418000.000,429000.000,385000.000,404000.000,410000.000,437000.000,386000.000,461000.000,494000.000,488000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySales,,,-7425000.000,,,,,,,,,,,,,,,,
FederalDepositInsuranceCorporationPremiumExpense,855000.000,555000.000,508000.000,517000.000,524000.000,373000.000,231000.000,267000.000,268000.000,202000.000,294000.000,290000.000,286000.000,226000.000,280000.000,293000.000,291000.000,303000.000,66000.000
FederalHomeLoanBankAdvancesActivityForYearAverageBalanceOfAgreementsOutstanding,,,,,,,,,,,,124111000.000,,,,,,,
FeesAndCommissionsDepositorAccounts,1006000.000,953000.000,1022000.000,924000.000,951000.000,964000.000,961000.000,1003000.000,944000.000,887000.000,847000.000,747000.000,823000.000,749000.000,723000.000,776000.000,614000.000,523000.000,536000.000
