,2017-03-31
BusinessCombinationAcquisitionRelatedCosts,6037500.000
CashAndCashEquivalentsPeriodIncreaseDecrease,59454.000
EarningsPerShareBasicAndDiluted,0.000
FederalDepositInsuranceCorporationPremiumExpense,250000.000
IncreaseDecreaseInAccountsPayable,217.000
NetCashProvidedByUsedInFinancingActivities,59377.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,59377.000
NetCashProvidedByUsedInOperatingActivities,77.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,77.000
NetIncomeLoss,-140.000
OperatingCostsAndExpenses,140.000
PaymentOfFinancingAndStockIssuanceCosts,91623.000
ProceedsFromRelatedPartyDebt,151000.000
StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,562500.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3750000.000
