,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,49939.000,199098.000,333299.000,187423.000,113751.000,136713.000,151138.000,134959.000,126067.000,84722.000,134779.000,268141.000,175227.000,124686.000,108840.000,282365.000,496988.000,379294.000,264353.000
AccountsPayableCurrent,915792.000,990.000,2036.000,3996.000,4411.000,,,42304.000,15959.000,,1217282.000,427165.000,739691.000,,,,1650084.000,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,11345.000,66536.000,73045.000,,2700148.000,944478.000
AccountsPayableRelatedPartiesCurrent,0.000,,0.000,,,,,,,,,,1480698.000,,,,290506.000,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,41319.000,45379.000,44087.000,44087.000,638318.000,511920.000
AccountsReceivableGrossCurrent,,,,,,,1837401.000,1325680.000,1604472.000,,,,,,,,,,
AccountsReceivableNetCurrent,530471.000,722598.000,1487837.000,1767073.000,1027690.000,418875.000,339044.000,138039.000,,922564.000,2014607.000,2236486.000,1654609.000,3857968.000,1883627.000,3101446.000,8564463.000,14467852.000,16348972.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,340132.000,1214172.000,975562.000,,6489495.000,9898335.000,10053176.000,3546845.000,6941931.000,8075685.000
AccruedProfessionalFeesCurrent,10000.000,121346.000,,,,,,,,,,,,,,,,,
AccruedRentCurrentAndNoncurrent,,,,,,,,,,,,,,1138.000,1727.000,2115.000,2667.000,221.000,767.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,775369.000,779094.000,,,,985670.000,,,,1036777.000,,,,1040320.000,,,,1084430.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,1908176.000,1980896.000,2135548.000,2578419.000,2758763.000,2946905.000,2688937.000,2724419.000,2734979.000,2746385.000,3004238.000,3127932.000,1426386.000,665682.000,941104.000,-232987.000,-431112.000,,
