,2011-03-31,2011-06-30,2011-09-30
AccountsPayableCurrent,11346000.000,13780000.000,13650000.000
AccountsReceivableGrossCurrent,,119069000.000,125872000.000
AccountsReceivableNetCurrent,131042000.000,108773000.000,117305000.000
AccruedLiabilitiesCurrent,38024000.000,39691000.000,38607000.000
AccruedProfessionalFeesCurrent,,1232000.000,1778000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2756000.000,5344000.000,-881000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,10296000.000,8567000.000
Assets,816661000.000,805273000.000,794422000.000
AssetsCurrent,471533000.000,472203000.000,481320000.000
CashAndCashEquivalentsAtCarryingValue,240925000.000,262787000.000,270456000.000
CashAndCashEquivalentsFairValueDisclosure,,262787000.000,270456000.000
CommonStockNoParValue,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,68976995.000,69138334.000,69253624.000
CommonStockSharesOutstanding,68976995.000,69138334.000,69253624.000
CommonStockValue,353879000.000,356126000.000,359143000.000
DeferredRentCreditCurrent,,2129000.000,3233000.000
DeferredRevenueCurrent,132561000.000,121370000.000,110644000.000
DeferredRevenueNoncurrent,6302000.000,5959000.000,4184000.000
DeferredTaxAssetsNetCurrent,20450000.000,23666000.000,21773000.000
DeferredTaxAssetsNetNoncurrent,83761000.000,82359000.000,75957000.000
DeferredTaxLiabilitiesCurrent,,337000.000,
DeferredTaxLiabilitiesNoncurrent,4749000.000,2183000.000,1752000.000
EmployeeRelatedLiabilitiesCurrent,20334000.000,16941000.000,16980000.000
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,,30578000.000,29987000.000
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,,,7254000.000
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInIndividualForeignCountriesAmount,,8142000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,60375000.000,68723000.000
FiniteLivedIntangibleAssetsGross,,134650000.000,132546000.000
FiniteLivedIntangibleAssetsNet,,74275000.000,63823000.000
Goodwill,136671000.000,137255000.000,135620000.000
IncomeTaxesReceivable,5448000.000,7451000.000,11447000.000
IntangibleAssetsNetExcludingGoodwill,84399000.000,74736000.000,64284000.000
InventoryFinishedGoodsNetOfReserves,,7122000.000,5299000.000
InventoryNet,19117000.000,18870000.000,17709000.000
InventoryRawMaterialsAndSuppliesNetOfReserves,,11748000.000,12410000.000
Liabilities,219193000.000,209434000.000,201029000.000
LiabilitiesAndStockholdersEquity,816661000.000,805273000.000,794422000.000
LiabilitiesCurrent,202265000.000,192119000.000,179881000.000
OtherAccruedLiabilitiesCurrent,,9547000.000,7283000.000
OtherAssetsCurrent,4686000.000,6764000.000,3761000.000
OtherAssetsNoncurrent,1486000.000,1492000.000,1410000.000
OtherLiabilitiesNoncurrent,5877000.000,9173000.000,15212000.000
OtherSundryLiabilitiesNoncurrent,,,8026000.000
PrepaidExpenseCurrent,11438000.000,9655000.000,7990000.000
ProductWarrantyAccrual,,2611000.000,2593000.000
PropertyPlantAndEquipmentNet,38811000.000,37228000.000,35831000.000
ProvisionForLossOnContracts,,1500000.000,1210000.000
RestructuringReserve,,18819000.000,21292000.000
RestructuringReserveCurrent,,18819000.000,14106000.000
RestructuringReserveNoncurrent,,,7186000.000
RetainedEarningsAccumulatedDeficit,240833000.000,234369000.000,235131000.000
StockholdersEquity,597468000.000,595839000.000,593393000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,597468000.000,595839000.000,593393000.000
TaxesPayableCurrent,,,2843000.000
