,2011-12-02,2012-03-02
AccountsPayableCurrent,1821093.000,1578983.000
AccountsReceivableNetCurrent,1299317.000,1270044.000
AccruedLiabilitiesCurrent,2170003.000,2228991.000
AdditionalPaidInCapitalCommonStock,20112577.000,20112577.000
Assets,7161457.000,6034946.000
AssetsCurrent,4267956.000,3201208.000
CapitalizedComputerSoftwareNet,1278523.000,1263754.000
CashAndCashEquivalentsAtCarryingValue,976349.000,69638.000
CommonStockParOrStatedValuePerShare,0.010,0.010
CommonStockSharesAuthorized,30000000.000,100000000.000
CommonStockSharesIssued,13147051.000,13147051.000
CommonStockSharesOutstanding,13147051.000,13147051.000
CommonStockValue,131471.000,131471.000
CustomerDepositsCurrent,721157.000,200414.000
DeferredRevenueCurrent,543060.000,484116.000
DueToRelatedPartiesCurrent,4250000.000,4250000.000
InventoryNet,1744003.000,1713506.000
LiabilitiesAndStockholdersEquity,7161457.000,6034946.000
LiabilitiesCurrent,9505313.000,8742504.000
OtherAssetsCurrent,248287.000,148020.000
OtherAssetsNoncurrent,187234.000,177068.000
PreferredStockParOrStatedValuePerShare,20.000,20.000
PreferredStockSharesAuthorized,250000.000,250000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
RetainedEarningsAccumulatedDeficit,-22587904.000,-22951606.000
StockholdersEquity,-2343856.000,-2707558.000
