,2012-03-31,2013-03-31,2014-03-31,2015-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,-10000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,102000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1705000.000,-1691000.000,1267000.000,-1411000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,-114000.000,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,2471000.000,1323000.000
ComprehensiveIncomeNetOfTax,-6615000.000,-22927000.000,-3876000.000,-1841000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-61000.000,-115000.000,-225000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-22988000.000,-3991000.000,-2066000.000
ContributionsFromNoncontrollingInterests,,1050000.000,,
CostOfRevenue,48125000.000,53631000.000,27247000.000,35848000.000
CurrentFederalTaxExpenseBenefit,,0.000,-200000.000,-76000.000
CurrentForeignTaxExpenseBenefit,,218000.000,376000.000,338000.000
CurrentIncomeTaxExpenseBenefit,,208000.000,-115000.000,284000.000
CurrentStateAndLocalTaxExpenseBenefit,,-10000.000,-291000.000,22000.000
DeferredFederalIncomeTaxExpenseBenefit,,445000.000,-1437000.000,-545000.000
DeferredForeignIncomeTaxExpenseBenefit,,3000.000,-116000.000,15000.000
DeferredIncomeTaxExpenseBenefit,1425000.000,636000.000,-2068000.000,-708000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,188000.000,-515000.000,-178000.000
DeferredTaxExpenseFromStockOptionsExercised,,,0.000,
Depreciation,,4100000.000,5000000.000,6400000.000
DepreciationDepletionAndAmortization,4351000.000,4951000.000,5929000.000,7520000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,0.240,0.230
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,0.240,0.230
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,-2100000.000
EarningsPerShareBasic,-0.570,-1.930,-0.350,-0.150
EarningsPerShareDiluted,-0.570,-1.930,-0.350,-0.150
EffectOfExchangeRateOnCashAndCashEquivalents,-350000.000,-321000.000,189000.000,-617000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,259000.000,2965000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,0.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,0.000,,
GainLossOnDispositionOfAssets,,-29000.000,-4000.000,-120000.000
GainLossOnInvestments,73000.000,197000.000,-65000.000,-46000.000
GainLossOnSaleOfInvestments,,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,-1000.000,,,
GoodwillAcquiredDuringPeriod,,,1888000.000,129406000.000
GoodwillTranslationAdjustments,,-103000.000,148000.000,-550000.000
GrossProfit,42946000.000,45546000.000,48353000.000,67074000.000
ImpairmentOfIntangibleAssetsFinitelived,,0.000,0.000,0.000
ImpairmentOfLongLivedAssetsHeldForUse,,,0.000,46000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-21555000.000,-9641000.000,-5940000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,-279000.000,306000.000,152000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5431000.000,-21834000.000,-9335000.000,-5788000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-7152000.000,-5364000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,-0.590,-0.380
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.590,-0.380
IncomeLossFromDiscontinuedOperationsNetOfTax,,,2783000.000,3151000.000
IncomeTaxExpenseBenefit,995000.000,844000.000,-2183000.000,-424000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,10052000.000,3062000.000,2412000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,59000.000,63000.000,11000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-81000.000,-66000.000,-53000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-7579000.000,-3174000.000,-1966000.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,,75000.000,79000.000,94000.000
IncomeTaxReconciliationNondeductibleExpenseOther,,133000.000,1192000.000,312000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,-44000.000,77000.000
IncomeTaxReconciliationOtherAdjustments,,284000.000,39000.000,-24000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-1672000.000,-256000.000,-334000.000
IncomeTaxReconciliationTaxContingencies,,83000.000,-193000.000,64000.000
IncomeTaxReconciliationTaxCreditsResearch,,454000.000,2854000.000,1017000.000
IncomeTaxReconciliationTaxExemptIncome,,56000.000,31000.000,0.000
IncomeTaxesPaid,328000.000,401000.000,309000.000,266000.000
IncreaseDecreaseInAccountsAndNotesReceivable,-2453000.000,2422000.000,4891000.000,
IncreaseDecreaseInAccountsPayable,-1932000.000,565000.000,1156000.000,1628000.000
IncreaseDecreaseInAccountsReceivable,,,,4358000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-421000.000,-44000.000,-286000.000,160000.000
IncreaseDecreaseInAccruedLiabilities,2127000.000,-1627000.000,1512000.000,-455000.000
IncreaseDecreaseInDeferredCharges,-944000.000,,,
IncreaseDecreaseInDeferredIncomeTaxes,,-579000.000,-105000.000,-1528000.000
IncreaseDecreaseInDeferredRevenue,705000.000,489000.000,-59000.000,1092000.000
IncreaseDecreaseInInterestPayableNet,25000.000,25000.000,0.000,0.000
IncreaseDecreaseInOtherOperatingAssets,-93000.000,1201000.000,601000.000,1217000.000
IncreaseDecreaseInOtherOperatingLiabilities,,503000.000,219000.000,-22000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,0.000,0.000,0.000
IndefiniteLivedIntangibleAssetsTranslationAdjustments,,-59000.000,152000.000,-430000.000
InterestAndDividendIncomeOperating,477000.000,,,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,0.002,0.002,
NetCashProvidedByUsedInFinancingActivities,-3579000.000,1820000.000,3471000.000,62294000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-3579000.000,1820000.000,3471000.000,62294000.000
NetCashProvidedByUsedInInvestingActivities,-4567000.000,-1544000.000,-8658000.000,-72899000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4567000.000,-1544000.000,-8658000.000,-72899000.000
NetCashProvidedByUsedInOperatingActivities,10201000.000,-1646000.000,6265000.000,9811000.000
