,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,78576.000,39362.000,111036.000,107611.000,128935.000,91855.000,88423.000,81808.000,70195.000,76846.000,61042.000,58737.000,68726.000,102775.000,54569.000,61089.000,28453.000,45399.000,32277.000,25385.000,16346.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,750.000,,,,,
AccruedLiabilitiesCurrent,37917.000,55416.000,6333.000,43333.000,63334.000,6750.000,29250.000,49250.000,71250.000,4167.000,29167.000,54167.000,23750.000,4667.000,17667.000,30167.000,43167.000,56500.000,64500.000,26500.000,37000.000
AccumulatedUndistributedIncomeLoss,,,,,-5718989.000,-5787292.000,,6044627.000,,,,,,,,,,,,,
AdditionalPaidInCapital,5287974.000,5291687.000,5346822.000,5756374.000,6086148.000,6426048.000,6580048.000,6580048.000,6580048.000,6580048.000,6580048.000,6580048.000,6580048.000,6602028.000,6602028.000,6602028.000,6602028.000,6602028.000,6602028.000,6602028.000,6602028.000
Assets,480270.000,486432.000,540103.000,838335.000,1179391.000,1625409.000,1643509.000,1662367.000,1706231.000,1716145.000,1761222.000,1791792.000,1766942.000,1798969.000,1956940.000,1979297.000,1986397.000,2041065.000,2039653.000,2072124.000,2070370.000
AssetsCurrent,62718.000,45252.000,67137.000,184785.000,49229.000,9830.000,5430.000,4248.000,16934.000,3931.000,2985.000,2975.000,8122.000,10232.000,8203.000,3955.000,1055.000,7370.000,5958.000,3336.000,1582.000
BankOverdrafts,,,4169.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,22556.000,4672.000,28681.000,175790.000,12229.000,3661.000,3098.000,1916.000,16934.000,3631.000,2685.000,2975.000,8122.000,3662.000,3508.000,1135.000,1055.000,1745.000,2208.000,1461.000,1582.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
