,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AcquisitionCosts,,,,,0.000,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,2228.000,,24126.000,,,,0.000,,,,,
CashPeriodIncreaseDecrease,,,-3560.000,,-3748.000,,,,-11248.000,,,,68187.000,
CostOfGoodsSold,,,,,,,,,65660.000,77364.000,36326.000,-129671.000,358.000,26068.000
CostsAndExpenses,1923.000,3612.000,5968.000,123474.000,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,1992732.000,,,,4028.000,
Depreciation,,,,,,,,,,,,,111152.000,111239.000
DepreciationAndAmortization,,,,,,,,,33328.000,62356.000,47857.000,511568.000,111152.000,
DerivativeGainLossOnDerivativeNet,,,,,,,,,145104.000,83699.000,289401.000,30971.000,4028.000,-6907.000
DerivativeLossOnDerivative,,,,-4684471.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.060,-1.220,-0.160,0.040,0.280,-0.160,,-0.020,,-0.080,-0.100
EarningsPerShareDiluted,,,,,,,,,,,-0.020,,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,-98580.000,,0.000,0.000,,,,
FairValueAdjustmentOfWarrants,,,,,,,-370361.000,,-145104.000,,,,,
FairValueAssumptionsExpectedDividendPayments,,,,,,,,,0.000,,,,,
FeesAndCommissions,,,,,,,,,,,,,60000.000,
GainLossOnRepurchaseOfDebtInstrument,,,,,,,,,-1992732.000,0.000,,,,
GainLossOnSaleOfCommodityContracts,,,,,,,,,,,,,-472552.000,
GeneralAndAdministrativeExpense,1270.000,2936.000,3740.000,27654.000,90748.000,95590.000,199107.000,2905316.000,180966.000,80970.000,503331.000,584841.000,298942.000,-30552.000
GoodwillImpairmentLoss,,,,,0.000,,,,,,,,-3680000.000,
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,-2094254.000,16150.000,-221123.000,-12678155.000,-1140030.000,-1336915.000
IncomeLossFromContinuingOperations,0.000,0.000,,-0.060,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-1923.000,-3612.000,-5968.000,-123474.000,-3480690.000,-509399.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,281751.000,,-2135215.000,-169523.000,-307548.000,-12683316.000,-1143918.000,-1346792.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,-1.220,-0.160,0.040,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,0.000,,,,,,,,,
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,,-18906.000,,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,0.000,,0.000,0.000,,,,
IncomeTaxesPaid,0.000,0.000,,,,,,,0.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,180.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,,,3849.000,,,,11685.000,
IncreaseDecreaseInAccountsReceivable,,,,,0.000,,,,-3661.000,,,,-2374.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,-4919.000,,,,0.000,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,6631.000,,,,10228.000,,,,157120.000,
IncreaseDecreaseInInventories,,,,,,,,,37043.000,,,,3391.000,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,0.000,,,,,,,,,
InterestAndDebtExpense,,,,,,,315.000,,27880.000,41923.000,27596.000,-27088.000,19727.000,-16317.000
InterestExpense,653.000,676.000,2228.000,,,,,,,,,,10622.000,
InterestExpenseDebt,,,,95820.000,25838.000,417869.000,,,,,,,,
InterestExpenseRelatedParty,,,,,,,,,,,,,24830.000,
InterestIncomeExpenseNet,,,,,,,10185.000,,0.000,0.000,,,,
InterestPaid,,,,,,,,,0.000,,,,,
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossAdditions,,,,,,,,,0.000,,,,,
InvestmentsInAndAdvancesToAffiliatesAtFairValuePeriodIncreaseDecrease,,,,,-135000.000,,,,,,,,,
LegalFees,,,,,,,,,,,,,77000.000,
MinorityInterestPeriodIncreaseDecrease,,,,,0.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,634216.000,,,,200105.000,,,,-36298.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,634216.000,,,,200105.000,,,,-36298.000,
NetCashProvidedByUsedInInvestingActivities,,,,,-135000.000,,,,-11875.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-135000.000,,,,-11875.000,,,,,
