,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableAndAccruedLiabilitiesCurrent,266096.000,451828.000,362447.000,451372.000,333222.000,366389.000,351917.000,324652.000,279974.000,423130.000,441681.000,230444.000,344337.000,352945.000,392139.000,405326.000,315834.000,327007.000,333485.000,263177.000,371055.000,492674.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,311799.000,356565.000,,,312006.000,325984.000,263177.000,,482663.000
AccountsPayableCurrent,,,187618.000,338423.000,225984.000,194543.000,282138.000,215986.000,167810.000,317464.000,385701.000,178155.000,249978.000,,,375323.000,293332.000,,,,367158.000,
AccountsReceivableNet,1132212.000,1343417.000,1200516.000,1373453.000,1509664.000,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,513310.000,871660.000,903249.000,821571.000,1171767.000,1447705.000,788199.000,563910.000,931394.000,1111570.000,1213718.000,1172585.000,919944.000,969474.000,969016.000,1140687.000,1071846.000
AccruedIncomeTaxesCurrent,,25256.000,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,40036.000,18485.000,34147.000,100411.000,,40543.000,48803.000,45996.000,,,47641.000,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,362447.000,,,,,,,,,,,,,,,,,,,
AccruedVacationCurrentAndNoncurrent,,,84626.000,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,844684.000,,937947.000,987167.000,1032009.000,,1118240.000,1163523.000,1160934.000,,1249785.000,1282017.000,1267617.000,,1346477.000,1384847.000,1423900.000,1460871.000,1479082.000,1513598.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6083.000,-5988.000,-6030.000,-6111.000,-6584.000,-8739.000,-9006.000,-9097.000,-9020.000,-10120.000,-10149.000,-11083.000,-11827.000,-12136.000,-12264.000,-12607.000,-13630.000,-13703.000,-13586.000,-13560.000,-14346.000,-14587.000
AdditionalPaidInCapital,17654153.000,17697577.000,17737807.000,17737807.000,17742206.000,17787546.000,18034396.000,18035877.000,18036696.000,18293554.000,18309154.000,18312681.000,18313733.000,18318692.000,18326890.000,18333310.000,18337868.000,18383605.000,19399720.000,19399892.000,19447044.000,19536077.000
AllowanceForDoubtfulAccountsReceivable,65183.000,69310.000,113191.000,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,115921.000,117401.000,112058.000,115730.000,120405.000,120405.000,120405.000,30000.000,14459.000,13341.000,17007.000,17468.000,3154.000,8815.000,8456.000,8405.000,8213.000,30326.000,67595.000
Assets,5074782.000,5544259.000,5570922.000,5980453.000,6058310.000,6110531.000,6394887.000,6205334.000,5827160.000,6271078.000,6470313.000,6047179.000,5927785.000,5831787.000,6124453.000,6074829.000,5941997.000,5875942.000,5726505.000,5610173.000,5585427.000,5476676.000
AssetsCurrent,4013565.000,4413924.000,4486630.000,4885142.000,4842424.000,4938473.000,5253355.000,5105306.000,4699125.000,5060805.000,4913174.000,4537566.000,4466546.000,4430974.000,4465601.000,4464128.000,4158270.000,3981273.000,4835068.000,4768672.000,4772040.000,4643808.000
