,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,4176000.000,2114000.000,3893000.000,3963000.000,6288000.000,5123000.000,7703000.000,5325000.000,6118000.000,5038000.000,5061000.000,5157000.000,4654000.000,6267000.000,2427000.000
AccountsReceivableNetCurrent,22378000.000,18990000.000,21838000.000,18732000.000,19712000.000,14035000.000,15348000.000,12811000.000,12595000.000,9628000.000,12836000.000,8876000.000,9243000.000,8266000.000,8066000.000
AccruedSalesCommissionCurrent,1727000.000,1586000.000,1640000.000,1245000.000,2281000.000,2578000.000,3286000.000,1134000.000,1907000.000,2814000.000,1071000.000,1026000.000,1911000.000,1993000.000,1423000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,10258000.000,,,,12078000.000,,,,14752000.000,,,,17625000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,17000.000,41000.000,-12000.000,-5000.000,25000.000,-20000.000,-24000.000,-21000.000,-106000.000,-178000.000,-161000.000,-256000.000,-269000.000,-413000.000,-385000.000
AdditionalPaidInCapital,127849000.000,133391000.000,140569000.000,147533000.000,152523000.000,156036000.000,157004000.000,158396000.000,159304000.000,161418000.000,161997000.000,162529000.000,163038000.000,163644000.000,164120000.000
AllowanceForDoubtfulAccountsReceivable,,,164000.000,,,,70000.000,,,,39000.000,,,,36000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,72000.000,93000.000,36000.000
Assets,161298000.000,144152000.000,141448000.000,131724000.000,130511000.000,119637000.000,121842000.000,115135000.000,107076000.000,98688000.000,102045000.000,98979000.000,90335000.000,83878000.000,85066000.000
AssetsCurrent,99157000.000,83455000.000,81187000.000,73273000.000,73660000.000,64519000.000,72810000.000,66135000.000,59358000.000,51611000.000,56287000.000,54294000.000,46815000.000,41614000.000,44163000.000
Cash,1067000.000,54770000.000,49536000.000,43129000.000,44168000.000,43325000.000,50077000.000,47187000.000,41695000.000,37615000.000,39681000.000,41759000.000,34814000.000,30438000.000,33227000.000
CashAndCashEquivalentsAtCarryingValue,1067000.000,54770000.000,49536000.000,43129000.000,44168000.000,43325000.000,50077000.000,47187000.000,41695000.000,37615000.000,39681000.000,41759000.000,34814000.000,30438000.000,33227000.000
CashUninsuredAmount,,,,,,,,,,,37500000.000,,,,30200000.000
CommitmentsAndContingencies,,,,,0.000,0.000,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,7500000.000,7500000.000,7500000.000,,,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,37363000.000,37490500.000,37490500.000,37601019.000,38079889.000,38079889.000,39033900.000,39170215.000,39535604.000,40429806.000,40490928.000,40516956.000,40797757.000,40865897.000,
CommonStockSharesOutstanding,37363000.000,37490500.000,37490500.000,37601019.000,38079889.000,38079889.000,39033900.000,39170215.000,39535604.000,40429806.000,40490928.000,40516956.000,40797757.000,40865897.000,40865897.000
CommonStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ContractualObligation,624000.000,,,,,,1512.000,,,,,,,,
ContractualObligationDueInFifthYear,0.000,,,,,,,,,,,,,,
ContractualObligationDueInFourthYear,0.000,,,,,,,,,,,,,,
ContractualObligationDueInNextTwelveMonths,,,,,,,955.000,,,,,,,,
ContractualObligationDueInSecondYear,0.000,,,,,,557.000,,,,,,,,
ContractualObligationDueInThirdYear,0.000,,,,,,,,,,,,,,
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,624000.000,,,,,,,,,,,,,,
DeferredCosts,8469000.000,7336000.000,6188000.000,5198000.000,4354000.000,2674000.000,1736000.000,1256000.000,889000.000,733000.000,580000.000,485000.000,381000.000,291000.000,56000.000
DeferredIncomeTaxLiabilities,,,13371000.000,,,,6821000.000,,,,6101000.000,,,,4338000.000
DeferredRevenueCurrent,15982000.000,15575000.000,16606000.000,14806000.000,14254000.000,10727000.000,18029000.000,21297000.000,16770000.000,12180000.000,15952000.000,19467000.000,16504000.000,12589000.000,14595000.000
DeferredRevenueNoncurrent,15521000.000,13935000.000,11223000.000,9119000.000,7787000.000,5812000.000,3914000.000,3099000.000,2190000.000,1642000.000,3595000.000,1607000.000,655000.000,423000.000,2115000.000
DeferredTaxAssetsDeferredIncome,,,5660000.000,,,,3455000.000,,,,1650000.000,,,,1331000.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,1827000.000,,,,9152000.000,,,,1975000.000,,,,1105000.000
DeferredTaxAssetsGross,,,16240000.000,,,,27238000.000,,,,22222000.000,,,,24800000.000
DeferredTaxAssetsLiabilitiesNetCurrent,1569000.000,1382000.000,1017000.000,677000.000,888000.000,0.000,16000.000,0.000,13000.000,41000.000,0.000,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,146000.000,135000.000,131000.000,127000.000,124000.000,120000.000,1528000.000,1657000.000,1457000.000,1350000.000,171000.000,163000.000,169000.000,170000.000,172000.000
DeferredTaxAssetsNet,,,11851000.000,,,,6768000.000,,,,5919000.000,,,,4183000.000
DeferredTaxAssetsNetCurrent,,,1017000.000,,,,0.000,,,,0.000,,,,
DeferredTaxAssetsNetNoncurrent,,,131000.000,,,,1528000.000,,,,171000.000,,,,172000.000
DeferredTaxAssetsOther,,,280000.000,,,,130000.000,,,,171000.000,,,,172000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,69000.000,,,,233000.000,,,,183000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,7612000.000,,,,5914000.000,,,,2684000.000,,,,2306000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,708000.000,,,,640000.000,,,,923000.000,,,,748000.000
DeferredTaxAssetsValuationAllowance,,,4389000.000,,,,20470000.000,,,,16303000.000,,,,20617000.000
DeferredTaxLiabilities,,,1520000.000,,,,53000.000,,,,182000.000,,,,155000.000
DeferredTaxLiabilitiesCurrent,,,,,,201000.000,1597000.000,1777000.000,1564000.000,1495000.000,0.000,349000.000,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedResearchAndDevelopmentCosts,,,10911000.000,,,,5509000.000,,,,4957000.000,,,,3985000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,1489000.000,,,,0.000,,,,,,,,
DeferredTaxLiabilitiesGrossCurrent,,,0.000,,,,1581000.000,,,,0.000,,,,
