,2011-03-26,2011-06-25,2011-09-24,2011-12-31,2012-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,101557000.000,44235000.000,,51195000.000,87383000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,51743000.000,,
AccountsReceivableNetCurrent,279064000.000,236364000.000,222764000.000,188422000.000,226763000.000
AccruedIncomeTaxesCurrent,8393000.000,10527000.000,9423000.000,5536000.000,6356000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,576902000.000,581945000.000,576991000.000,564399000.000,545675000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-5668000.000,-5967000.000,-5263000.000,-4969000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-175000.000,-350000.000,72000.000,1165000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,969000.000,969000.000,2902000.000,2914000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,8797000.000,6815000.000,5843000.000,6141000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1171000.000,1985000.000,-471000.000,-2250000.000,-577000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,1606000.000,
Assets,1827031000.000,1965559000.000,1873273000.000,1936635000.000,2074918000.000
AssetsCurrent,1202836000.000,1344790000.000,1261016000.000,1409139000.000,1554040000.000
AssetsFairValueDisclosureRecurring,,,780056000.000,957595000.000,1048666000.000
AvailableForSaleSecurities,,442621000.000,420710000.000,420932000.000,698528000.000
AvailableForSaleSecuritiesAmortizedCost,,448289000.000,426677000.000,426195000.000,703497000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,102712000.000,124653000.000,107503000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,46984000.000,71197000.000,64612000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,55728000.000,53456000.000,42891000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,6440000.000,4500000.000,2800000.000,6565000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,6440000.000,4500000.000,2800000.000,6565000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,174774000.000,185788000.000,200515000.000,400503000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,175707000.000,186463000.000,200907000.000,401004000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,136835000.000,122660000.000,101320000.000,86982000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,129763000.000,115691000.000,95336000.000,82651000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,448289000.000,426677000.000,426195000.000,703497000.000
AvailableForSaleSecuritiesDebtMaturitiesFairValue,,442621000.000,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,130240000.000,113729000.000,121560000.000,161481000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,130711000.000,114056000.000,121889000.000,161866000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,47966000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,46442000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,67484000.000,55728000.000,53456000.000,42891000.000,46469000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,7245000.000,6378000.000,6416000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,,-6969000.000,5984000.000,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,,-7245000.000,6378000.000,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,,-276000.000,394000.000,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,1278000.000,1115000.000,1447000.000
CashAndCashEquivalentsAtCarryingValue,275339000.000,406239000.000,353127000.000,524901000.000,343974000.000
CommonStockSharesAuthorized,,,,240000000.000,
CommonStockSharesIssued,,,,69646000.000,
CommonStockSharesOutstanding,,,,69646000.000,
CommonStockValue,1251248000.000,1279736000.000,1195235000.000,1293811000.000,949242000.000
ConvertibleDebtFairValueDisclosures,,,244200000.000,227600000.000,978200000.000
ConvertibleDebtNoncurrent,,270429000.000,271291000.000,272172000.000,0.000
ConvertibleNotesPayableCurrent,,,,,273070000.000
CustomerAdvancesAndDepositsCurrent,,,,10517000.000,
DebtInstrumentBasisSpreadOnVariableRate,,,,0.005,0.005
DebtInstrumentConvertibleConversionPrice,,39.500,,,
DebtInstrumentConvertibleConversionPrice1,,,39.500,39.500,39.500
DebtInstrumentFaceAmount,,,,,700000000.000
DeferredCompensationCashBasedArrangementsLiabilityCurrent,,,,12579000.000,
DeferredRevenueCurrent,,,,17065000.000,
DeferredTaxAssetsDeferredIncome,,,,5545000.000,
DeferredTaxAssetsGross,,,,120466000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,3882000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-77840000.000,
DeferredTaxAssetsNet,,,,95331000.000,
DeferredTaxAssetsNetCurrent,50750000.000,50356000.000,40613000.000,44093000.000,36104000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,38076000.000,
DeferredTaxAssetsOther,,,,2992000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,16347000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,14579000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,39045000.000,
DeferredTaxAssetsValuationAllowance,,,,25135000.000,
DeferredTaxLiabilities,,,,173200000.000,
DeferredTaxLiabilitiesNoncurrent,,166511000.000,169810000.000,123088000.000,118857000.000
DeferredTaxLiabilitiesOther,,,,4835000.000,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,0.000,
