,2012-03-31,2013-03-31,2014-12-31,2015-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-1083000.000,-1013000.000,-1496000.000,-1674000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,322000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,2185000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,2324000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,205000.000
AllocatedShareBasedCompensationExpense,,55000.000,996000.000,2185000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,12512000.000,11625000.000
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,,-36000.000,536000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,7733000.000,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,10220000.000,,
AllowanceForLoanAndLeaseLossesWriteOffs,,49353000.000,26072000.000,4019000.000
AmortizationOfMortgageServicingRightsMSRs,,24235000.000,20685000.000,19627000.000
AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,,0.108,11.450,0.114
AssumptionForFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,,0.118,10.010,0.113
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,-247000.000,746000.000,63000.000
AvailableForSaleSecuritiesGrossRealizedGains,,91000.000,825000.000,65000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,12780000.000,17557000.000,14647000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,338000.000,79000.000,2000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,135965000.000,-14444000.000,3877000.000,-72006000.000
CommonStockDividendsPerShareDeclared,,,0.000,0.000
Communication,,1840000.000,1987000.000,1960000.000
ComprehensiveIncomeNetOfTax,-16654000.000,-30725000.000,18842000.000,136910000.000
CostsIncurredAssetRetirementObligationIncurred,,1900000.000,754000.000,
CurrentFederalTaxExpenseBenefit,,-51000.000,,558000.000
CurrentIncomeTaxExpenseBenefit,,-181000.000,10000.000,604000.000
CurrentStateAndLocalTaxExpenseBenefit,,-130000.000,10000.000,46000.000
DeferredFederalIncomeTaxExpenseBenefit,,,0.000,-67724000.000
DeferredIncomeTaxExpenseBenefit,,,0.000,-90051000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,0.000,-22327000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,0.000,,
Depreciation,,3079000.000,2404000.000,2900000.000
DepreciationDepletionAndAmortization,3451000.000,3079000.000,2404000.000,2887000.000
