,2011-08-31,2012-02-29,2012-05-31,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AllocatedShareBasedCompensationExpense,,,,,,6720.000,,7946.000,,,,4000.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,157188.000,,,,373225.000,,,,217425.000,,,,171829.000,,
AmortizationOfFinancingCosts,,,,,,,,,,,,5305.000,,,,,197747.000,233373.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,22103000.000,680472000.000,784244000.000,,86918833.000,1485708000.000,9540651000.000,,11903811000.000,1660941000.000,8167107000.000,,21082129000.000,,
AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,,,,,,,,,,,,,,,,-81466.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-6199.000,,10969.000,,,,-5917.000,,,,791.000,,,,-7224.000,,
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,,,,,,,,,,,,,,,,-558919.000,,
ComprehensiveIncomeNetOfTax,,,,,-436466.000,-561685.000,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,419695.000,-761979.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,419695.000,-761979.000,,,-2777441.000,1417050.000,468700.000,567834.000,-249505.000,-495785.000,-456889.000
CostOfServices,197643.000,124888.000,127940.000,110871.000,100202.000,107347.000,104375.000,124034.000,113455.000,31101.000,18438.000,626.000,11599.000,184209.000,260772.000,191209.000,,
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,,118641.000,,,,,,
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpense,,,,,,,,,,,,-5305.000,,,,-171829.000,,
DefinedContributionPlanNumberOfEmployeesCovered,,,,,,,,40.000,,,,,,,,40.000,,
DerivativeGainLossOnDerivativeNet,,,,,,,,285477.000,-241539.000,412977.000,880971.000,-2169741.000,-847720.000,693360.000,59652.000,558919.000,44657.000,132174.000
DerivativeLossOnDerivative,,,,,,,,230847.000,,,,74990.000,,,,,,
EarningsPerShareBasic,,0.030,0.010,0.010,-0.000,-0.000,-0.010,0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,-0.030,,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,,0.020,0.010,0.000,-0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,0.000
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputPeriodIncreaseDecrease,,,,,,,,,,,,110000.000,,,,,,
FinancingInterestExpense,,260804.000,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,,,,-100000.000,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,115953.000,1107495.000,265002.000,,,,
