,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,18126525.000,23850099.000,19315558.000,16716782.000,16576887.000,19662185.000,13566480.000,20657430.000,20514877.000,19528729.000,15916998.000,17405267.000
AccountsPayableInterestBearingInterestRate,,,,,,,0.001,0.001,0.001,,,
AccountsPayableOtherCurrent,,,,,,,,,9824755.000,,,
AccountsReceivableGross,,,,,,,,,,,33011611.000,28848019.000
AccountsReceivableNet,,,,,28414163.000,42214102.000,33030935.000,36873270.000,31460386.000,36432332.000,22647607.000,18446541.000
AccountsReceivableNetCurrent,18187504.000,28966047.000,34410920.000,28318488.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,5773978.000,6240887.000,6513121.000,7039949.000,7139435.000,7601290.000,7712463.000,7329198.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1095116.000,1377219.000,1647662.000,1882015.000,1911026.000,2023223.000,2253203.000,2876022.000,3149120.000,3257505.000,3121005.000,3051932.000
AdditionalPaidInCapital,4046992.000,4046992.000,4046992.000,4046992.000,4046992.000,2661026.000,2661026.000,2661026.000,2661026.000,2661026.000,2661026.000,2661026.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,2074919.000,10364004.000,10401478.000
AllowanceForDoubtfulAccountsReceivableCurrent,803385.000,811190.000,792367.000,781567.000,652000.000,1481307.000,1489462.000,1512000.000,1369805.000,,10364004.000,15278052.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,531203.000,534128.000,542000.000,543256.000,,,
Assets,105380462.000,130048089.000,122954792.000,124429115.000,116144694.000,122281479.000,120970496.000,127945777.000,122606066.000,115700303.000,82825422.000,81736139.000
AssetsCurrent,82221665.000,107245946.000,98671393.000,100316464.000,92457887.000,100172287.000,100010538.000,106613324.000,102126251.000,92556114.000,60729373.000,59426013.000
BilledContractReceivables,,,,,,31619504.000,27382357.000,31222915.000,26753918.000,32798824.000,,
Cash,,,,797222.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1044785.000,511381.000,343028.000,797222.000,942305.000,380579.000,312448.000,1727096.000,3432612.000,164484.000,592637.000,311182.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000
CommonStockSharesOutstanding,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000,19995701.000
CommonStockValue,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
ConstructionInProgressGross,,,,,,690655.000,1001242.000,676271.000,0.000,,,
ContractReceivableRetainageDueAfterOneYear,,,,,,,,,,,2946250.000,2941319.000
ContractReceivableRetainageDueOneYearOrLess,,,,,,,,,,,5569999.000,5624322.000
CustomerAdvancesCurrent,28254389.000,43951086.000,29726898.000,30605550.000,24153200.000,14535685.000,15173431.000,8980231.000,6903426.000,11196409.000,12769491.000,11202713.000
