,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,6181.000,21051.000,20304.000
AccountsReceivableNetCurrent,0.000,0.000,0.000
AdditionalPaidInCapital,319541.000,319140.000,319140.000
Assets,98667.000,91371.000,86533.000
AssetsCurrent,1692.000,0.000,766.000
CapitalizedComputerSoftwareGross,1975.000,1871.000,1767.000
CapitalizedComputerSoftwareNet,60000.000,57000.000,54000.000
CashAndCashEquivalentsAtCarryingValue,1692.000,0.000,766.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,1692.000,0.000,766.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,400.000,0.000,0.000
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,3168500.000,3183500.000,3183500.000
CommonStockSharesOutstanding,3168500.000,3183500.000,3183500.000
CommonStockValue,317.000,318.000,318.000
DeferredTaxAssetsNet,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,281000.000,107000.000,117336.000
DeferredTaxAssetsValuationAllowance,281000.000,107000.000,117336.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,12500.000,17500.000,20000.000
FiniteLivedIntangibleAssetsGross,35000.000,32500.000,30000.000
FiniteLivedIntangibleAssetsNet,95000.000,89500.000,84000.000
InterestPayableCurrent,359.000,841.000,949.000
InterestPayableCurrentAndNoncurrent,,798.690,12.680
Liabilities,18040.000,63321.000,69582.000
LiabilitiesAndStockholdersEquity,98667.000,91371.000,86533.000
LiabilitiesCurrent,6540.000,21892.000,21253.000
LongTermNotesPayable,11500.000,41429.000,48329.000
NotesPayable,,41428.000,4400.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,300.000,3300.000
OperatingLossCarryforwards,281000.000,278000.000,11000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,2000000.000,2000000.000,2000000.000
PreferredStockSharesOutstanding,2000000.000,2000000.000,2000000.000
PreferredStockValue,200.000,200.000,200.000
PropertyPlantAndEquipmentNet,1975.000,1871.000,1767.000
RetainedEarningsAccumulatedDeficit,-281431.000,-334008.000,-345107.000
SharesIssuedPricePerShare,,,0.050
StockholdersEquity,85727.000,28050.000,16951.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,80627.000,28050.000,16951.000
