,2012-03-31
AdjustmentsToAdditionalPaidInCapitalOther,371832.000
AmortizationOfDebtDiscountPremium,696236.000
AmortizationOfFinancingCosts,4344.000
CashPeriodIncreaseDecrease,73764.000
DebtConversionConvertedInstrumentAmount1,571832.000
EarningsPerShareBasicAndDiluted,-0.010
GainLossOnDerivativeInstrumentsNetPretax,558467.000
GeneralAndAdministrativeExpense,1098640.000
ImpairmentOfLongLivedAssetsHeldForUse,300.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,617890.000
IncreaseDecreaseInAccountsPayableRelatedParties,1855.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,138611.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-6667.000
InterestExpense,1191165.000
IssuanceOfStockAndWarrantsForServicesOrClaims,61000.000
MinorityInterestIncreaseFromStockIssuance,475000.000
NetCashProvidedByUsedInFinancingActivities,850000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,850000.000
NetCashProvidedByUsedInOperatingActivities,-776236.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-776236.000
NetIncomeLoss,-1742093.000
NetIncomeLossAttributableToNoncontrollingInterest,-7167.000
NonoperatingIncomeExpense,-650620.000
OperatingExpenses,1098640.000
ProceedsFromConvertibleDebt,525000.000
ProceedsFromIssuanceOfCommonStock,475000.000
ProfitLoss,-1749260.000
RepaymentsOfRelatedPartyDebt,150000.000
StockIssuedDuringPeriodValueIssuedForServices,61000.000
StockIssuedDuringPeriodValueOther,200000.000
UnrealizedGainLossOnDerivatives,-558467.000
UnrealizedGainLossOnInvestments,-17922.000
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,-17922.000
