,2011-12-31,2012-12-31,2013-12-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,58867284.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,4298.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,709.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-14173.000,-563.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-58906066.000,-61500.000
CostOfRevenue,,,178.000
EarningsPerShareBasic,,-0.400,0.000
EarningsPerShareDiluted,,-0.400,0.000
EmployeeBenefitsAndShareBasedCompensation,,35400000.000,
GeneralAndAdministrativeExpense,,617.000,626.000
IncreaseDecreaseInAccountsPayable,,709.000,19639.000
InterestExpense,,-4059.000,-4298.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,23463375.000,26000.000
LegalFees,,26788.000,30075.000
NetCashProvidedByUsedInFinancingActivities,,23900.000,11000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,23900.000,11000.000
NetCashProvidedByUsedInOperatingActivities,,-38073.000,-11563.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-38073.000,-11563.000
NetIncomeLoss,,-58906066.000,-61500.000
NoninterestExpenseDirectorsFees,,35400000.000,
NoninterestExpenseTransferAgentAndCustodianFees,,3727.000,2296.000
OperatingIncomeLoss,,-58902007.000,-57202.000
OtherNonoperatingIncomeExpense,,-4059.000,-4298.000
PaidInKindInterest,,3909.000,4298.000
ProceedsFromRepaymentsOfNotesPayable,,20000.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,3900.000,11000.000
ProfessionalAndContractServicesExpense,,23464375.000,26000.000
ProfessionalFees,,6500.000,6175.000
ProfitLoss,,-58906066.000,-61500.000
Revenues,,,8148.000
SalesRevenueNet,,,8148.000
StockIssuedDuringPeriodSharesNewIssues,,1007500.000,10000000.000
StockIssuedDuringPeriodSharesShareBasedCompensation,,392422500.000,
StockIssuedDuringPeriodValueNewIssues,,20150.000,26000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,58863375.000,
StockRepurchasedAndRetiredDuringPeriodShares,,,300000000.000
StockholdersEquityPeriodIncreaseDecrease,,-18632.000,-31202.000
WeightedAverageNumberOfDilutedSharesOutstanding,,147653661.000,303369863.000
WeightedAverageNumberOfSharesOutstandingBasic,,147653661.000,303369863.000
