,2011-06-30
AccountsPayableCurrent,954179.000
AccruedIncomeTaxesCurrent,8464.000
AdditionalPaidInCapital,38930911.000
Assets,345499.000
AssetsCurrent,18045.000
Cash,11704.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,1750000000.000
CommonStockSharesIssued,1750000000.000
CommonStockSharesOutstanding,1750000000.000
CommonStockValue,175000.000
CommonStockholdersEquity,-7484418.000
ConvertibleNotesPayableCurrent,73886.000
DeferredCompensationLiabilityCurrent,191117.000
DerivativeLiabilitiesCurrent,5332759.000
FiniteLivedPatentsGross,97872.000
InterestPayableCurrentAndNoncurrent,582100.000
LiabilitiesAndStockholdersEquity,345499.000
LiabilitiesCurrent,7829917.000
NotesPayableRelatedPartiesClassifiedCurrent,144837.000
OtherLiabilitiesCurrent,94411.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,5000000.000
PreferredStockSharesIssued,1000000.000
PreferredStockSharesOutstanding,1000000.000
PreferredStockValue,100.000
PrepaidExpenseAndOtherAssets,6341.000
PropertyPlantAndEquipmentNet,229582.000
RetainedEarningsAccumulatedDeficit,-46590429.000
ShortTermBorrowings,448164.000
StockholdersEquity,-7484418.000
