,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,791000.000,1283000.000,634000.000,981000.000,1321000.000,1310000.000
AccountsReceivableNetCurrent,8874000.000,8100000.000,8344000.000,8334000.000,10155000.000,8172000.000
AccruedIncomeTaxesNoncurrent,116000.000,116000.000,,,,
AccruedLiabilitiesCurrent,2086000.000,2031000.000,1935000.000,3108000.000,3136000.000,3972000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-68000.000,-72000.000,-74000.000,-85000.000,-87000.000,-86000.000
AdditionalPaidInCapitalCommonStock,55437000.000,54628000.000,51823000.000,51957000.000,52049000.000,51827000.000
AllowanceForDoubtfulAccountsReceivableCurrent,143000.000,124000.000,139000.000,183000.000,380000.000,481000.000
Assets,59959000.000,59704000.000,56681000.000,54751000.000,54528000.000,53030000.000
AssetsCurrent,28373000.000,27643000.000,24169000.000,23804000.000,25287000.000,24314000.000
CashAndCashEquivalentsAtCarryingValue,15684000.000,15482000.000,11686000.000,13190000.000,12265000.000,13464000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,19201000.000,18522000.000,16190000.000,16190000.000,16190000.000,16264000.000
CommonStockSharesOutstanding,19201000.000,18522000.000,16190000.000,16190000.000,16190000.000,16264000.000
CommonStockValue,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
DeferredRevenueCurrent,672000.000,699000.000,918000.000,606000.000,673000.000,555000.000
DeferredTaxAssetsNetCurrent,,,,,,159000.000
DeferredTaxAssetsNetNoncurrent,1647000.000,1558000.000,662000.000,3691000.000,3897000.000,3107000.000
DeferredTaxLiabilitiesCurrent,46000.000,49000.000,24000.000,120000.000,,
EmployeeRelatedLiabilitiesCurrent,1271000.000,1104000.000,1545000.000,930000.000,1020000.000,896000.000
FilmCosts,2596000.000,3153000.000,3927000.000,3984000.000,2143000.000,2322000.000
Goodwill,3743000.000,3743000.000,3743000.000,,,
IncomeTaxesReceivable,847000.000,993000.000,2000000.000,46000.000,541000.000,216000.000
Liabilities,8156000.000,8581000.000,8465000.000,9301000.000,9407000.000,10622000.000
LiabilitiesAndStockholdersEquity,59959000.000,59704000.000,56681000.000,54751000.000,54528000.000,53030000.000
LiabilitiesCurrent,6673000.000,6873000.000,6876000.000,7599000.000,7593000.000,8852000.000
LiabilityForUncertainTaxPositionsNoncurrent,,,,,100000.000,
OtherAssetsNoncurrent,832000.000,708000.000,710000.000,538000.000,522000.000,720000.000
OtherIndefiniteLivedIntangibleAssets,,,,96000.000,209000.000,
OtherLiabilitiesNoncurrent,1367000.000,1592000.000,1589000.000,1702000.000,1814000.000,1770000.000
PreferredStockParOrStatedValuePerShare,0.100,0.100,0.100,0.100,0.100,0.100
PreferredStockSharesAuthorized,4999000.000,4999000.000,4999000.000,4999000.000,4999000.000,4999000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,2487000.000,2456000.000,1525000.000,2187000.000,2250000.000,2303000.000
PropertyPlantAndEquipmentNet,8979000.000,9220000.000,9068000.000,8619000.000,8747000.000,8294000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,481000.000,612000.000,614000.000,47000.000,76000.000,
RetainedEarningsAccumulatedDeficit,-3568000.000,-3435000.000,-3535000.000,-6424000.000,-6843000.000,-9335000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,1300000.000,1300000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,500000.000,700000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,1600227.000,1026177.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,4.710,5.200
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,2055152.000,1370152.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,4.120,4.410
ShortTermBorrowings,100000.000,100000.000,100000.000,100000.000,100000.000,
StockholdersEquity,51803000.000,51123000.000,48216000.000,45450000.000,45121000.000,42408000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,51803000.000,51123000.000,48216000.000,45450000.000,45121000.000,42408000.000
