,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AdvertisingExpense,60835.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,8062.000,,,,0.000,
AmortizationOfDebtDiscountPremium,49737.000,,,,56690.000,,,,110880.000,
AmortizationOfIntangibleAssets,0.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,9171.000,,,,-140072.000,,,,353929.000,
CostOfGoodsSold,35872.000,30991.000,23536.000,50930.000,16588.000,94352.000,115019.000,81561.000,54247.000,45348.000
DepreciationAndAmortization,150.000,150.000,150.000,233.000,7913.000,,,,7914.000,
DepreciationDepletionAndAmortization,150.000,,,,7913.000,7914.000,7913.000,7913.000,7914.000,8033.000
EarningsPerShareBasicAndDiluted,-0.040,-0.070,-0.050,-0.190,-0.090,-0.070,-0.040,-0.040,-0.020,-0.010
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,0.430
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,0.010
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,-49401.000
GeneralAndAdministrativeExpense,187714.000,450784.000,331520.000,747854.000,1011373.000,680264.000,458031.000,581849.000,316154.000,301497.000
GrossProfit,67252.000,43057.000,26736.000,-16425.000,-7065.000,74533.000,-46921.000,34784.000,46265.000,42121.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,-773560.000,
IncomeTaxExpenseBenefit,,,,,,,,,0.000,
IncomeTaxesPaid,0.000,,,,,,,,0.000,
IncomeTaxesPaidNet,,,,,0.000,,,,,
IncreaseDecreaseInAccountsPayable,296477.000,,,,301991.000,,,,-134479.000,
IncreaseDecreaseInAccountsReceivable,-81347.000,,,,-896.000,,,,11037.000,
IncreaseDecreaseInAccruedLiabilities,-24976.000,,,,119497.000,,,,144395.000,
IncreaseDecreaseInInventories,17563.000,,,,,,,,3380.000,
IncreaseDecreaseInInventoryForLongTermContractsOrPrograms,,,,,-269831.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-84219.000,,,,-484321.000,,,,5220.000,
InterestExpense,-61920.000,-133990.000,-97207.000,-292465.000,-120545.000,-157741.000,-181793.000,-248337.000,-232082.000,-182683.000
InterestPaid,1997.000,,,,785.000,,,,0.000,
InvestmentIncomeInterest,0.000,0.000,0.000,,,,1.000,,,
NetCashProvidedByUsedInFinancingActivities,100500.000,,,,600600.000,,,,877500.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,100500.000,,,,600600.000,,,,877500.000,
NetCashProvidedByUsedInInvestingActivities,,,,,-94960.000,,,,0.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-94960.000,,,,0.000,
NetCashProvidedByUsedInOperatingActivities,-91329.000,,,,-645712.000,,,,-523571.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-91329.000,,,,-645712.000,,,,-523571.000,
NetIncomeLoss,-552107.000,,,,-2104271.000,-1671947.000,,,-773560.000,
OperatingIncomeLoss,-490187.000,-866946.000,-721539.000,-2077186.000,-1983726.000,-1514206.000,-977595.000,-870379.000,-541478.000,-624428.000
PaymentsToAcquireMachineryAndEquipment,,,,,,,,,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,-94960.000,,,,,
ProceedsFromConvertibleDebt,,,,,,,,,0.000,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,862500.000,
ProceedsFromRelatedPartyDebt,100000.000,,,,600000.000,,,,15000.000,
ProceedsFromWarrantExercises,500.000,,,,600.000,,,,0.000,
ProfitLoss,-552107.000,-1000936.000,-818746.000,-2868971.000,-2104271.000,,-1159387.000,,,-856512.000
ProvisionForDoubtfulAccounts,,,,,,,,,150.000,
ResearchAndDevelopmentExpense,113648.000,212640.000,150586.000,403505.000,317438.000,253608.000,266249.000,69760.000,73228.000,70272.000
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,2430.000,,,,,,,,73228.000,70272.000
Revenues,103124.000,74048.000,50272.000,34505.000,9523.000,168885.000,68098.000,116345.000,100512.000,87469.000
SalesReturnsAndAllowancesGoods,,,,,,,,,251.000,
SalesRevenueNet,103124.000,74048.000,50272.000,34505.000,9523.000,168885.000,68098.000,116345.000,100512.000,87469.000
SellingAndMarketingExpense,129522.000,198546.000,239713.000,1009055.000,639937.000,646953.000,198481.000,245641.000,190447.000,286747.000
StockIssued1,,,,,,,,,101642.000,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,101642.000,
TechnologyServicesCosts,,,,,,,,,50876.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,24690160.000,25179865.000,25947518.000,-50298124.000,49018797.000,58761335.000
