,2011-09-30,2012-09-30,2013-09-30,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,91947.000,,,30054.000
AdvertisingExpense,,,,,34005.000,,
AmortizationOfDebtDiscountPremium,,,,236199.000,10891.000,,
AmortizationOfDeferredCharges,,,,16900.000,,,
AmortizationOfIntangibleAssets,,,,,16900.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,26282.000,1630583.000,-1473900.000,-187967.000
CashPeriodIncreaseDecrease,-27208.000,-20683.000,,,,,
CostsAndExpenses,27208.000,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,1260015.000,109228.000,,
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,,,,,,759560.000,100000.000
DepreciationAmortizationAndAccretionNet,,,,33438.000,63488.000,,
DepreciationAndAmortization,,,,,,114652.000,88407.000
DepreciationDepletionAndAmortization,,,,33438.000,63488.000,,
DerivativeGainLossOnDerivativeNet,,,,,550985.000,,
DerivativeLossOnDerivative,,,,,-2970072.000,,
EarningsPerShareBasicAndDiluted,,-0.000,0.000,-0.060,-0.040,-0.040,-0.010
EffectiveIncomeTaxRateContinuingOperations,,,,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1.000,1.000,,,0.273,0.336
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,,0.125,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,-0.058,-0.058
EmployeeBenefitsAndShareBasedCompensation,,,,,15838.000,,
ExtinguishmentOfDebtAmount,,,,-66310.000,-21783.000,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,21783.000,,
FairValueAdjustmentOfWarrants,,,,,2419087.000,,16691.000
FairValueAssumptionsExpectedDividendRate,,,,,,0.000,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,,2.280,1.240,1.720
FairValueAssumptionsRiskFreeInterestRate,,,,,,0.015,0.015
GainLossRelatedToLitigationSettlement,,,,,,200000.000,
GeneralAndAdministrativeExpense,,,,1663921.000,3661575.000,4498519.000,2423249.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-37321.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-92429.000,-2042779.000,-2852705.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,63000.000,629500.000,1089100.000,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-63000.000,,,,
IncomeTaxReconciliationNondeductibleExpense,,,,136500.000,175500.000,,
IncomeTaxReconciliationNondeductibleExpenseDepreciation,,,,7500.000,3600.000,,
IncomeTaxReconciliationOtherReconcilingItems,,,,300.000,300.000,,
IncreaseDecreaseInAccountsPayable,,,46989.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,435372.000,-142826.000,799297.000,478113.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,,,,,1208657.000,627360.000
IncreaseDecreaseInDerivativeLiabilities,,,,,550985.000,1208657.000,627360.000
IncreaseDecreaseInInterestPayableNet,,,3288.000,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,5698.000,,,
IncreaseDecreaseInPrepaidExpense,,,,9244.000,48941.000,-90116.000,-35157.000
InterestExpense,,,3288.000,298077.000,26600.000,6270.000,31637.000
LicensesRevenue,,,,,,,392971.000
LitigationSettlementAmount,,,,,,200000.000,
NetCashProvidedByUsedInFinancingActivities,,16638.000,42152.000,1226980.000,4574221.000,1022000.000,619563.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,16638.000,42152.000,1226980.000,4574221.000,1022000.000,619563.000
NetCashProvidedByUsedInInvestingActivities,,,,-44141.000,-230407.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-44141.000,-230407.000,,
NetCashProvidedByUsedInOperatingActivities,-27208.000,-37321.000,-42152.000,-1156557.000,-2713231.000,-2495900.000,-807530.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-27208.000,-37321.000,-42152.000,-1156557.000,-2713231.000,-2495900.000,-807530.000
NetIncomeLoss,-27208.000,-37321.000,-92429.000,-2042779.000,-2852705.000,-3434567.000,-1355747.000
NonoperatingIncomeExpense,,,-3288.000,-231952.000,546168.000,1202387.000,595723.000
OperatingExpenses,,37321.000,89141.000,2134843.000,4329602.000,5469169.000,2729685.000
OperatingIncomeLoss,,,-89141.000,-1810827.000,-3398873.000,4636954.000,-1951470.000
OperatingLeasesRentExpenseNet,,,,,,2600.000,
OtherGeneralAndAdministrativeExpense,16885.000,15460.000,78965.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,44141.000,230407.000,,
ProceedsFromConvertibleDebt,,,,534980.000,,,50000.000
ProceedsFromIssuanceOfCommonStock,,,,125000.000,4681573.000,,500000.000
ProceedsFromIssuanceOfPreferredStockPreferenceStockAndWarrants,,,,,,1032000.000,
ProceedsFromIssuanceOfWarrants,,,,,,,69563.000
ProceedsFromNotesPayable,,16638.000,42152.000,150000.000,,,
ProceedsFromRelatedPartyDebt,,,,200000.000,,,
ProfessionalAndContractServicesExpense,500.000,,,,,,
ProfessionalFees,9823.000,7814.000,10176.000,,,,
ProfitLoss,-27208.000,,,,,,
