,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,662803.000,709957.000,733719.000,675128.000,657094.000,713328.000
AccountsPayableCurrent,1686.000,1686.000,4037.000,11687.000,7299.000,585781.000,528809.000,641991.000,743716.000,643340.000,635365.000,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,210212.000,210212.000,,,,,,,,,,
AccountsReceivableNetCurrent,0.000,0.000,0.000,,,,,,,,,,,,,,17378.000
AccruedLiabilitiesCurrent,,,,,,,,0.000,,,,,,,,,
AccruedSalariesCurrent,,,,,,3591084.000,3575591.000,3555961.000,3947437.000,3490267.000,3469219.000,3468610.000,3482859.000,3486040.000,3511589.000,3510464.000,3528874.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,24.000,147.000,270.000,17837.000,19619.000,21442.000,23112.000,24781.000,26450.000,17969.000,,,,,
AdditionalPaidInCapital,68240.000,68240.000,68240.000,68240.000,78240.000,45490992.000,46201645.000,46908249.000,47471500.000,,,,,51270522.000,51619615.000,51963269.000,52288141.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,49012854.000,49603549.000,50333188.000,50714560.000,,,,
Assets,41896.000,45108.000,12445.000,15037.000,14239.000,3463976.000,2293354.000,1547091.000,1665696.000,2090053.000,1909528.000,852078.000,617464.000,979665.000,817768.000,750580.000,702638.000
AssetsCurrent,10190.000,13402.000,8718.000,10933.000,10258.000,3022804.000,1848699.000,1106962.000,1228938.000,1649139.000,1466920.000,413658.000,175081.000,536709.000,377272.000,312055.000,265051.000
AvailableForSaleSecurities,,,,,,,,,,1125000.000,1460000.000,1806000.000,,,,1121000.000,
CashAndCashEquivalentsAtCarryingValue,10170.000,12797.000,7529.000,9844.000,9169.000,1877687.000,733319.000,35696.000,157998.000,585676.000,413145.000,323410.000,62662.000,406470.000,240898.000,158433.000,97681.000
CashEquivalentsAtCarryingValue,,,,,,,,0.000,,,,0.000,,,,,
CashFDICInsuredAmount,,,,,,,,,,,,85140.000,,,,0.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,13385342.000,,,,,,
CommitmentsAndContingencies,,,,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,10530000.000,10530000.000,10530000.000,10530000.000,10530000.000,63496871.000,63635930.000,63885930.000,65102594.000,67747771.000,69011494.000,69087955.000,69445098.000,76482598.000,80972876.000,85068709.000,88446769.000
CommonStockSharesOutstanding,,,,,,63496871.000,63635930.000,63885930.000,65102594.000,67747771.000,69011494.000,69087955.000,69445098.000,76482598.000,80972876.000,85068709.000,88446769.000
CommonStockValue,1053.000,1053.000,1053.000,1053.000,1053.000,63496.000,63636.000,63886.000,65103.000,67748.000,69012.000,69088.000,69445.000,76483.000,80973.000,85069.000,88447.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,0.030,0.030,0.030,0.030,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,0.000,0.000,,,,,,,,,,
DeferredCompensationEquity,,,,,,,,294264.000,117706.000,,,,,,,,
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,,,-547475.000,-470823.000,-294264.000,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,17376433.000,,,,13858746.000,,,,13849586.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,0.000,,,,,,,,,
DeferredTaxAssetsNet,,,26585.000,,,,,54745.000,,,,89945.000,,,,87903.000,
DeferredTaxAssetsNetNoncurrent,,,0.000,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,26585.000,,,,,11265332.000,,,,11532857.000,,,,12013384.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,124525.000,,,,106856.000,,,,100318.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,4459732.000,,,,733206.000,,,,200700.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,17321688.000,,,,13768801.000,,,,13761683.000,
DeferredTaxLiabilitiesGrossCurrent,,,,,,,,-54745.000,,,,89945.000,,,,87903.000,
DepositsAssetsCurrent,,,,,,91642.000,92231.000,92829.000,91715.000,87134.000,87727.000,87715.000,88302.000,106852.000,89482.000,122876.000,90657.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,,,,,,,,,293546.000,293546.000,293546.000,293546.000,293546.000
DueToRelatedPartiesCurrent,,11300.000,16050.000,16250.000,16245.000,423754.000,418546.000,418546.000,473930.000,418546.000,418546.000,418546.000,418546.000,418546.000,418546.000,418546.000,418546.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,293546.000,293546.000,,,,,,
EmployeeRelatedLiabilitiesCurrent,678.000,404.000,709.000,1006.000,730.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,1398978.000,797871.000,199468.000,,,,,,,5250.000,3500.000,1750.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,183666.000,191318.000,200272.000,209226.000,211934.000,214637.000,217342.000,223484.000,229626.000,234737.000,240275.000,246167.000
FiniteLivedIntangibleAssetsGross,,,,,,,189076.000,193098.000,184144.000,181436.000,178733.000,215478.000,209501.000,203359.000,198248.000,192710.000,186818.000
FiniteLivedIntangibleAssetsNet,,,,,,418589.000,422221.000,419518.000,417817.000,423642.000,427005.000,424497.000,430066.000,432185.000,431233.000,430770.000,431341.000
FiniteLivedPatentsGross,,,,,,602255.000,380394.000,393370.000,393370.000,393370.000,393370.000,432820.000,432985.000,432985.000,432985.000,432985.000,432985.000
Goodwill,30000.000,30000.000,0.000,,,,,,,,,,,,,,
GoodwillGross,30000.000,30000.000,30000.000,,,,,,,,,,,,,,
GoodwillImpairedAccumulatedImpairmentLoss,0.000,0.000,-30000.000,,,,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,,,,418589.000,422221.000,419518.000,417817.000,423642.000,427005.000,424497.000,430066.000,432185.000,431233.000,430770.000,431341.000
InterestPayableCurrent,,,,,,,,,153.000,,,,,,,,
InventoryFinishedGoods,,,,,,,,,,,,,,,25275.000,10827.000,41734.000
InventoryGross,,,,,,986674.000,958575.000,958575.000,958575.000,958575.000,958575.000,,,,,,
InventoryNet,,,,,,986674.000,958575.000,958575.000,958575.000,958575.000,958575.000,,,,25275.000,10827.000,41734.000
Liabilities,,,,,,4660619.000,4582946.000,4761502.000,5255236.000,4602153.000,4573130.000,4599959.000,4661362.000,4688305.000,4655263.000,4636104.000,4710748.000
LiabilitiesAndStockholdersEquity,41896.000,45108.000,12445.000,15037.000,14239.000,3463976.000,2293354.000,1547091.000,1665696.000,2090053.000,1909528.000,852078.000,617464.000,979665.000,817768.000,750580.000,702638.000
LiabilitiesCurrent,2890.000,13818.000,21344.000,29466.000,24782.000,4660619.000,4582946.000,4761502.000,5255236.000,4602153.000,4573130.000,4599959.000,4661362.000,4688305.000,4655263.000,4636104.000,4710748.000
LiabilitiesNoncurrent,,,,,,,,0.000,,,,,,,,,
NotesPayableCurrent,,,,,,,,,30000.000,,,,,,,,
OtherAssetsCurrent,20.000,605.000,1189.000,1089.000,1089.000,,,,,,,,,,,,
OtherLiabilitiesCurrent,,,,,,,,85004.000,,,,,,,,,
PlanOfReorganizationAmountOfPrepetitionObligationsSettledOrToBeSettledInCashAtEffectiveDate,,,,,,,,,,,,9231.000,,,,,
PreferredStockParOrStatedValuePerShare,,,,,,,,0.001,,,,,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,,,50000000.000,,,,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,,0.000,,,,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,,0.000,,,,,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,66801.000,64574.000,19862.000,20650.000,17754.000,7473.000,2533.000,24117.000,23387.000,21617.000,19919.000,17601.000
PropertyPlantAndEquipmentGross,,,2045.000,2545.000,2545.000,40420.000,42053.000,42053.000,42053.000,42053.000,42053.000,31892.000,,,,,
PropertyPlantAndEquipmentNet,,,2021.000,2398.000,2275.000,22583.000,22434.000,20611.000,18941.000,17272.000,15603.000,13923.000,12317.000,10771.000,9263.000,7755.000,6246.000
RetainedEarningsAccumulatedDeficit,-30287.000,-38003.000,-78192.000,-83722.000,-89836.000,-46203656.000,-48084050.000,-49892282.000,-51008437.000,-51592702.000,-52336163.000,-54150157.000,-54827903.000,-55055645.000,-55538083.000,-55933862.000,-56384698.000
SaleOfStockPricePerShare,,,,,,,,,0.300,0.300,0.300,,,,,,
SalesAndExciseTaxPayableCurrent,526.000,428.000,548.000,523.000,508.000,,,,,,,,,,,,
SecurityDeposit,1706.000,1706.000,1706.000,1706.000,1706.000,,,,,,,,,,,,
SettlementLiabilitiesCurrent,,,,,,0.000,0.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,,,,,,,,,,,46413374.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,21373845.000,27752315.000,26156553.000,27752315.000,32404391.000,33118044.000,34167354.000,40112823.000,36610858.000,36663636.000,36771969.000,36875094.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,0.470,0.470,0.500,0.510,0.470,0.470,0.470,0.410,0.410,0.410,0.410,0.410
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,2710564.000,2712885.000,1963523.000,2712885.000,309827.000,3418084.000,974066.000,2222614.000,160528.000,89682.000,301273.000,910360.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,27756821.000,27752315.000,27752315.000,27752315.000,32404391.000,33118044.000,34167354.000,40112823.000,36610858.000,36738636.000,36821969.000,36900094.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,0.510,0.510,0.510,0.510,0.470,0.470,0.470,0.410,0.410,0.410,0.410,0.410
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,,0.155,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,,,,,,,,,,,,,2517337.000,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,2710564.000,2712885.000,1962239.000,2712885.000,309827.000,3418084.000,974066.000,2222614.000,160528.000,89307.000,299273.000,907485.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,,,,,,6382976.000,3989369.000,1595762.000,,,,,,,75000.000,50000.000,25000.000
StockholdersEquity,39006.000,31290.000,-8899.000,-14429.000,-10543.000,-1196643.000,-2289592.000,-3214411.000,-3589540.000,-2512100.000,-2663602.000,-3747881.000,-4043898.000,-3708640.000,-3837495.000,-3885524.000,-4008110.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,-1196643.000,-2289592.000,-3214411.000,-3589540.000,-2512100.000,-2663602.000,-3747881.000,-4043898.000,-3708640.000,-3837495.000,-3885524.000,-4008110.000
UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,,,78192.000,,,,,,,,,,,,,,
ValuationAllowanceAmount,,,-26585.000,,,,,,,,,,,,,,
