,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-266000.000,,,,-305000.000
AccretionExpense,,,567000.000,,,,312000.000
AllocatedShareBasedCompensationExpense,,,,1100000.000,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,1689000.000,1410000.000,,1618000.000
AmortizationOfFinancingCosts,,,179000.000,,,,164000.000
AmortizationOfIntangibleAssets,,,903000.000,,,,905000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,1535000.000,,1006000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-30662000.000,,,,-7627000.000
ComprehensiveIncomeNetOfTax,,,-1887000.000,-1182000.000,2912000.000,6316000.000,980000.000
CostOfGoodsSold,6114000.000,5748000.000,5178000.000,6389000.000,5459000.000,6457000.000,5656000.000
DebtInstrumentConvertibleInterestExpense,,,,1090000.000,1100000.000,,1094000.000
DeferredIncomeTaxExpenseBenefit,,,-2479000.000,,,,914000.000
DepreciationDepletionAndAmortization,,,1278000.000,,,,1138000.000
EarningsPerShareBasic,0.010,-0.090,,0.000,0.070,,0.060
EarningsPerShareBasicAndDiluted,,,-0.090,,,,
EarningsPerShareDiluted,0.010,-0.090,,0.000,0.070,,0.050
EffectOfExchangeRateOnCashAndCashEquivalents,,,97000.000,,,,-85000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.380
EntityWideRevenueMajorCustomerPercentage,,,,,0.100,,
GoodwillTranslationAdjustments,,,,,,,-511000.000
GrossProfit,27691000.000,27345000.000,23851000.000,29108000.000,30016000.000,34273000.000,28452000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,289000.000,-182000.000,-5311000.000,1600000.000,4182000.000,8263000.000,2965000.000
IncomeTaxExpenseBenefit,-165000.000,2720000.000,-2473000.000,1539000.000,1898000.000,2393000.000,1108000.000
IncreaseDecreaseInAccountsPayable,,,-4958000.000,,,,1617000.000
IncreaseDecreaseInAccountsReceivable,,,-1416000.000,,,,-1605000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-633000.000,,,,-5124000.000
IncreaseDecreaseInInventories,,,644000.000,,,,1221000.000
IncreaseDecreaseInOtherAccruedLiabilities,,,192000.000,,,,932000.000
