,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,88600000.000,,,,344546000.000,383636000.000,422746000.000,510194000.000,545204000.000,503151000.000,497912000.000,508338000.000,410519000.000,426909000.000,550416000.000,440500000.000,301300000.000,317100000.000
AccountsPayableTradeCurrent,147186000.000,69829000.000,95574000.000,111082000.000,87875000.000,74020000.000,90101000.000,83004000.000,64065000.000,77627000.000,95568000.000,123976000.000,100088000.000,117534000.000,100453000.000,102773000.000,118073000.000,110216000.000,118976000.000,109574000.000,87071000.000,109644000.000,82200000.000,94300000.000,93100000.000
AccountsReceivableNetCurrent,,254682000.000,325164000.000,283592000.000,331316000.000,330096000.000,403465000.000,423839000.000,463805000.000,470299000.000,496356000.000,323679000.000,323948000.000,357198000.000,433997000.000,524712000.000,486265000.000,481978000.000,486193000.000,395694000.000,411754000.000,532208000.000,426900000.000,286200000.000,297600000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,9237000.000,,,,16572000.000,,,,11001000.000,,,,19175000.000,,28995000.000,15358000.000,12753000.000,14423000.000,13750000.000,,,
AccruedEmployeeBenefitsCurrent,,,,31205000.000,,,,43732000.000,,,,59096000.000,,,,88186000.000,,66273000.000,66144000.000,73628000.000,55958000.000,58629000.000,61100000.000,62400000.000,42200000.000
AccruedIncomeTaxesCurrent,12272000.000,141056000.000,223199000.000,9878000.000,12926000.000,6585000.000,7619000.000,26088000.000,14138000.000,5831000.000,4004000.000,8374000.000,17596000.000,20000.000,3973000.000,13265000.000,25565000.000,17074000.000,16514000.000,23927000.000,29174000.000,38856000.000,37600000.000,18300000.000,20700000.000
AccruedLiabilitiesCurrent,,,,131041000.000,,110301000.000,102372000.000,137495000.000,106326000.000,100822000.000,95923000.000,155971000.000,158816000.000,139150000.000,129836000.000,194259000.000,162808000.000,183077000.000,151491000.000,186035000.000,160385000.000,174883000.000,160100000.000,158800000.000,138300000.000
AccruedSalariesCurrent,,,,,30231000.000,35272000.000,41520000.000,,30157000.000,38209000.000,49513000.000,,52774000.000,59393000.000,74834000.000,,53798000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1528362000.000,1260330000.000,1310464000.000,1350609000.000,1409070000.000,1465025000.000,1525083000.000,1589364000.000,1635889000.000,1677712000.000,1746007000.000,1811960000.000,1880855000.000,1953007000.000,2032020000.000,1367970000.000,1451913000.000,1539335000.000,1564710000.000,1662261000.000,1757294000.000,1844436000.000,1947100000.000,2040800000.000,2138400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-145495000.000,-145495000.000,-145495000.000,-225671000.000,-222282000.000,-218894000.000,-215468000.000,-221082000.000,-217454000.000,-213797000.000,-210096000.000,-142445000.000,-140328000.000,-137904000.000,-135451000.000,-220118000.000,-216732000.000,-213319000.000,-209863000.000,-199385000.000,-196870000.000,-194355000.000,-174100000.000,-197000000.000,-196100000.000
AdditionalPaidInCapital,1447018000.000,1465419000.000,1470850000.000,1478233000.000,1463572000.000,1359753000.000,1367208000.000,1372135000.000,1378905000.000,1389598000.000,1398181000.000,1407031000.000,1412714000.000,1422450000.000,1430612000.000,1436910000.000,1440690000.000,1447212000.000,1453024000.000,1458532000.000,1456998000.000,1463297000.000,1467900000.000,1471700000.000,1473900000.000
AllowanceForDoubtfulAccountsReceivable,,,,300000.000,,,,0.000,,,,,,,,,,,,,,,,,
AmountAvailableForDividendDistributionWithoutAffectingCapitalAdequacyRequirements,,,,429000000.000,,,,,,,,,,,,,,,,,,,,,
Assets,6257993000.000,6645039000.000,6758529000.000,6597845000.000,6601286000.000,7027191000.000,6988846000.000,7699487000.000,7749192000.000,7864793000.000,7964285000.000,7975761000.000,8784108000.000,8818885000.000,8828780000.000,8411192000.000,8511964000.000,8656767000.000,8341675000.000,8347267000.000,8392127000.000,8619661000.000,8665000000.000,8675600000.000,8553300000.000
AssetsCurrent,1066321000.000,1386045000.000,1306091000.000,821715000.000,776703000.000,1117425000.000,866497000.000,1552550000.000,1578415000.000,1586932000.000,1603056000.000,1528878000.000,1880259000.000,1741881000.000,1300695000.000,941096000.000,611990000.000,763889000.000,836348000.000,921275000.000,1041844000.000,1342133000.000,1506600000.000,1580300000.000,1514900000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,373703000.000,39940000.000,27661000.000,25339000.000,26696000.000,26948000.000,22954000.000,23430000.000,23559000.000,23687000.000,23813000.000,0.000,0.000,0.000,0.000,,,,,,,,,
BillingsInExcessOfCost,19404000.000,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,189654000.000,711327000.000,892560000.000,438853000.000,342514000.000,665637000.000,328290000.000,1024008000.000,1019252000.000,1005898000.000,1008879000.000,1092844000.000,1440389000.000,1247006000.000,707729000.000,339154000.000,56792000.000,198554000.000,290481000.000,484228000.000,595200000.000,761423000.000,1037500000.000,1255500000.000,1173200000.000
CommitmentsAndContingencies,,0.000,0.000,0.000,0.000,,0.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,0.000,,,,,
CommonStockParOrStatedValuePerShare,0.125,0.125,0.125,0.125,0.125,0.000,0.125,0.125,,,,,,,,,,0.125,0.125,,,,,,
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,,150000000.000,150000000.000,,,,,,,,,,,,,,,,,
CommonStockSharesIssued,127079784.000,127519095.000,127548322.000,127577530.000,127583625.000,,,,,,,,,,,,,,,,,,,,
CommonStockSharesOutstanding,,,,,,,,,,,,,,,,,,,,,,,,,126100000.000
CommonStockValue,15885000.000,15940000.000,15944000.000,15947000.000,15948000.000,0.000,0.000,15593000.000,15594000.000,15597000.000,15597000.000,15597000.000,15599000.000,15604000.000,15604000.000,15604000.000,15741000.000,15743000.000,15743000.000,15743000.000,15743000.000,15747000.000,15700000.000,16000000.000,16000000.000
ConstructionInProgressGross,1504048000.000,1046138000.000,1171261000.000,711558000.000,480062000.000,551768000.000,738439000.000,756308000.000,786128000.000,889841000.000,942606000.000,1009380000.000,1448161000.000,817284000.000,1287158000.000,1023646000.000,737298000.000,0.000,0.000,0.000,,,,,
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,,,,,,,,,,,,,,,,,,,,,,,,,206600000.000
DebtInstrumentCarryingAmount,,,,1134358000.000,,1491758000.000,1393151000.000,2009598000.000,,,,,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,267000000.000,,,,,,0.000,,,,0.000,,,,,,,,,,,,2690300000.000,
DeferredCostsCurrentAndNoncurrent,,,,33000000.000,,,,41500000.000,,,,19800000.000,,,,5400000.000,,,,4400000.000,,,,2200000.000,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,,,725100000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,,,,,,,8800000.000
DeferredRevenue,,21601000.000,20122000.000,58400000.000,,,,78800000.000,,,,81800000.000,,,,60200000.000,,,,50800000.000,,,,114400000.000,
DeferredRevenueCurrent,169752000.000,20916000.000,39721000.000,36220000.000,36370000.000,35997000.000,35975000.000,52340000.000,50250000.000,55084000.000,67700000.000,54515000.000,41013000.000,37743000.000,31803000.000,36189000.000,37352000.000,41102000.000,48204000.000,33062000.000,30523000.000,23619000.000,78400000.000,103900000.000,108200000.000
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,,,,,,,,,1453700000.000,
DeferredTaxAssetsGrossCurrent,,,,31393000.000,,,,32578000.000,,,,27995000.000,,,,32619000.000,,,,34302000.000,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,162545000.000,,,,178627000.000,,,,156078000.000,,,,232216000.000,,,,247394000.000,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,27023000.000,,,,26628000.000,,,,22137000.000,,,,27485000.000,,,,0.000,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,-476443000.000,,-477116000.000,-487251000.000,-473872000.000,-499832000.000,-495401000.000,-488822000.000,-429655000.000,-430505000.000,-431921000.000,-410925000.000,-210982000.000,-206898000.000,-204356000.000,-190822000.000,,-185396000.000,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,,,,,,,563900000.000,
DeferredTaxAssetsNetCurrent,36174000.000,2955000.000,0.000,31393000.000,28416000.000,22903000.000,42899000.000,32578000.000,26146000.000,20387000.000,18876000.000,27995000.000,22901000.000,20467000.000,41899000.000,32619000.000,27144000.000,27460000.000,0.000,5063000.000,,,,,
DeferredTaxAssetsNetNoncurrent,,,,147823000.000,,,,161099000.000,,,,130169000.000,,,,209877000.000,,,,148326000.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,819000.000,,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,111200000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,0.000,,,,0.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,,,,,,,,,31200000.000,
