,2011-03-27,2011-06-26,2011-09-25,2011-12-25,2012-03-25,2012-06-24,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26,2017-06-25
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,2217000000.000,2084000000.000,2412000000.000,2239000000.000,2058000000.000,1961000000.000,1964000000.000,1323000000.000,1738000000.000,1939000000.000,2219000000.000,2085000000.000,4201000000.000,3532000000.000
AccountsPayableCurrent,666000000.000,761000000.000,969000000.000,974000000.000,1250000000.000,1116000000.000,1298000000.000,1657000000.000,1628000000.000,1850000000.000,1554000000.000,1375000000.000,1551000000.000,1900000000.000,2183000000.000,2482000000.000,1683000000.000,1412000000.000,1300000000.000,1359000000.000,1452000000.000,1572000000.000,1858000000.000,1648000000.000,1289000000.000,1508000000.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,,,30000000.000,32000000.000,32000000.000,28000000.000,30000000.000,27000000.000,19000000.000,,,17000000.000,,11000000.000,,11000000.000,13000000.000,16000000.000,,20000000.000,,12000000.000,22000000.000
AccountsReceivableNetCurrent,715000000.000,832000000.000,993000000.000,1035000000.000,1189000000.000,1250000000.000,1459000000.000,1647000000.000,1889000000.000,1949000000.000,2142000000.000,1327000000.000,,,,,,,1941000000.000,1302000000.000,1697000000.000,,2194000000.000,,4177000000.000,3500000000.000
AccruedIncomeTaxesCurrent,69000000.000,84000000.000,18000000.000,40000000.000,179000000.000,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,3013000000.000,,,,3072000000.000,,,,3173000000.000,3300000000.000,3416000000.000,3515000000.000,3193000000.000,,,,3360000000.000,,,,3734000000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,829000000.000,779000000.000,427000000.000,581000000.000,866000000.000,707000000.000,942000000.000,943000000.000,1083000000.000,763000000.000,825000000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-6000000.000,-4000000.000,-15000000.000,-4000000.000,11000000.000,-1000000.000,2000000.000,15000000.000,27000000.000,28000000.000,18000000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-67000000.000,-67000000.000,-86000000.000,-111000000.000,-97000000.000,-114000000.000,-107000000.000,-104000000.000,-114000000.000,-118000000.000,-115000000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,802000000.000,744000000.000,353000000.000,495000000.000,809000000.000,620000000.000,866000000.000,880000000.000,1021000000.000,698000000.000,753000000.000,784000000.000,810000000.000,825000000.000,634000000.000,428000000.000,472000000.000,503000000.000,195000000.000,69000000.000,160000000.000,344000000.000,428000000.000,186000000.000,230000000.000,291000000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,,12000000.000,10000000.000,9000000.000,7000000.000,4000000.000,2000000.000,1000000.000,1000000.000,,,,,,,,,,,,,,,
AcquiredFiniteLivedIntangibleAssetAmount,,,150000000.000,32000000.000,35000000.000,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,9325000000.000,10011000000.000,10394000000.000,10749000000.000,11983000000.000,12096000000.000,11956000000.000,12282000000.000,12991000000.000,12316000000.000,9874000000.000,9506000000.000,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,2000000.000,2000000.000,2000000.000,,2000000.000,1000000.000,1000000.000,1000000.000,2000000.000,2000000.000,2000000.000,2000000.000,,,5000000.000,,5000000.000,,6000000.000,1000000.000,1000000.000,,1000000.000,,1000000.000,11000000.000
Assets,33824000000.000,35100000000.000,36422000000.000,37606000000.000,41531000000.000,42445000000.000,43012000000.000,44841000000.000,47599000000.000,46809000000.000,45516000000.000,46282000000.000,47875000000.000,48355000000.000,48574000000.000,48447000000.000,47173000000.000,52295000000.000,50796000000.000,50229000000.000,50060000000.000,50786000000.000,52359000000.000,52366000000.000,56079000000.000,64379000000.000
AssetsCurrent,14850000000.000,12833000000.000,14293000000.000,14034000000.000,17861000000.000,16377000000.000,15645000000.000,17103000000.000,17766000000.000,15972000000.000,19555000000.000,20585000000.000,21008000000.000,22408000000.000,22413000000.000,22761000000.000,20740000000.000,25928000000.000,22099000000.000,20338000000.000,20157000000.000,20979000000.000,22981000000.000,15779000000.000,16908000000.000,27021000000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,,,29647000000.000,35275000000.000,,,,,,,,
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,,139000000.000,,,,,,,,,,,,,,,
AssetsHeldForSaleLongLived,746000000.000,746000000.000,746000000.000,746000000.000,0.000,0.000,1109000000.000,1037000000.000,1070000000.000,0.000,,,,,,,,,,,,,,,,
AssetsHeldForSaleOtherNoncurrent,,,,,,,,,,,72000000.000,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,926000000.000,913000000.000,901000000.000,135000000.000,130000000.000,59000000.000,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,8000000.000,10000000.000,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,312000000.000,242000000.000,311000000.000,253000000.000,185000000.000,132000000.000,196000000.000,292000000.000,388000000.000,111000000.000,156000000.000,136000000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,60000000.000,144000000.000,81000000.000,92000000.000,285000000.000,406000000.000,325000000.000,171000000.000,93000000.000,44000000.000,28000000.000,11000000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,20849000000.000,19741000000.000,19582000000.000,20690000000.000,19940000000.000,21203000000.000,20459000000.000,21234000000.000,22824000000.000,23461000000.000,24363000000.000,22269000000.000,21360000000.000,21981000000.000
